,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,test_subject,location,datetime,name,temp,uvindex,solarradiation,windspeed,humidity
401,70.0,95.0,2025-02-19 14:00:00,2025-02-19 15:00:00,UTC+0100,5,Eindhoven,2025-02-19 14:00:00,Eindhoven,4.8,4,435.0,18.1,43.27
402,81.0,108.0,2025-02-19 15:00:00,2025-02-19 16:00:00,UTC+0100,5,Eindhoven,2025-02-19 15:00:00,Eindhoven,5.3,3,340.0,17.2,42.36
403,68.0,90.0,2025-02-19 16:00:00,2025-02-19 17:00:00,UTC+0100,5,Eindhoven,2025-02-19 16:00:00,Eindhoven,5.5,1,108.0,14.4,43.32
404,80.0,100.0,2025-02-19 17:00:00,2025-02-19 18:00:00,UTC+0100,5,Eindhoven,2025-02-19 17:00:00,Eindhoven,4.5,0,35.0,11.0,47.58
405,90.0,117.0,2025-02-19 18:00:00,2025-02-19 19:00:00,UTC+0100,5,Eindhoven,2025-02-19 18:00:00,Eindhoven,3.8,0,0.0,7.8,51.07
406,62.0,93.0,2025-02-20 09:00:00,2025-02-20 10:00:00,UTC+0100,5,Eindhoven,2025-02-20 09:00:00,Eindhoven,6.6,1,86.0,11.3,82.44
407,65.0,95.0,2025-02-20 10:00:00,2025-02-20 11:00:00,UTC+0100,5,Eindhoven,2025-02-20 10:00:00,Eindhoven,8.1,1,134.0,13.8,83.56
408,75.0,90.0,2025-02-20 11:00:00,2025-02-20 12:00:00,UTC+0100,5,Eindhoven,2025-02-20 11:00:00,Eindhoven,10.4,3,329.0,14.6,80.05
409,79.0,100.0,2025-02-20 12:00:00,2025-02-20 13:00:00,UTC+0100,5,Eindhoven,2025-02-20 12:00:00,Eindhoven,11.3,2,222.0,17.3,76.13
410,78.0,113.0,2025-02-20 13:00:00,2025-02-20 14:00:00,UTC+0100,5,Eindhoven,2025-02-20 13:00:00,Eindhoven,12.1,2,179.0,18.1,72.32
411,95.0,128.0,2025-02-20 14:00:00,2025-02-20 15:00:00,UTC+0100,5,Eindhoven,2025-02-20 14:00:00,Eindhoven,12.3,1,149.0,21.0,74.05
412,63.0,135.0,2025-02-20 15:00:00,2025-02-20 16:00:00,UTC+0100,5,Eindhoven,2025-02-20 15:00:00,Eindhoven,12.2,2,155.0,17.7,76.63
413,64.0,84.0,2025-02-20 16:00:00,2025-02-20 17:00:00,UTC+0100,5,Eindhoven,2025-02-20 16:00:00,Eindhoven,12.4,0,36.0,17.7,79.27
414,76.0,99.0,2025-02-21 09:00:00,2025-02-21 10:00:00,UTC+0100,5,Eindhoven,2025-02-21 09:00:00,Eindhoven,11.4,1,105.0,10.7,86.19
415,64.0,90.0,2025-02-21 10:00:00,2025-02-21 11:00:00,UTC+0100,5,Eindhoven,2025-02-21 10:00:00,Eindhoven,12.9,1,148.0,14.3,79.09
416,77.0,102.0,2025-02-21 11:00:00,2025-02-21 12:00:00,UTC+0100,5,Eindhoven,2025-02-21 11:00:00,Eindhoven,14.2,1,123.0,17.4,72.63
417,82.0,148.0,2025-02-21 12:00:00,2025-02-21 13:00:00,UTC+0100,5,Eindhoven,2025-02-21 12:00:00,Eindhoven,16.9,4,444.0,17.9,61.78
418,80.0,123.0,2025-02-21 13:00:00,2025-02-21 14:00:00,UTC+0100,5,Eindhoven,2025-02-21 13:00:00,Eindhoven,17.9,4,412.0,18.6,54.51
419,70.0,76.0,2025-02-21 14:00:00,2025-02-21 15:00:00,UTC+0100,5,Eindhoven,2025-02-21 14:00:00,Eindhoven,18.4,3,321.0,24.6,50.44
420,67.0,88.0,2025-02-21 15:00:00,2025-02-21 16:00:00,UTC+0100,5,Eindhoven,2025-02-21 15:00:00,Eindhoven,18.3,2,221.0,24.3,51.51
421,65.0,84.0,2025-02-21 16:00:00,2025-02-21 17:00:00,UTC+0100,5,Eindhoven,2025-02-21 16:00:00,Eindhoven,17.8,1,97.0,20.8,52.85
422,52.0,124.0,2025-02-21 17:00:00,2025-02-21 18:00:00,UTC+0100,5,Eindhoven,2025-02-21 17:00:00,Eindhoven,17.5,1,76.0,14.7,54.57
423,79.0,79.0,2025-02-21 18:00:00,2025-02-21 19:00:00,UTC+0100,5,Eindhoven,2025-02-21 18:00:00,Eindhoven,16.3,0,0.0,11.2,57.44
424,73.0,84.0,2025-02-23 10:00:00,2025-02-23 11:00:00,UTC+0100,5,Eindhoven,2025-02-23 10:00:00,Eindhoven,8.5,1,118.0,13.9,96.16
425,62.0,143.0,2025-02-23 11:00:00,2025-02-23 12:00:00,UTC+0100,5,Eindhoven,2025-02-23 11:00:00,Eindhoven,9.6,2,242.0,14.4,91.72
426,75.0,118.0,2025-02-23 12:00:00,2025-02-23 13:00:00,UTC+0100,5,Eindhoven,2025-02-23 12:00:00,Eindhoven,11.8,5,476.0,17.6,80.81
427,66.0,78.0,2025-02-23 13:00:00,2025-02-23 14:00:00,UTC+0100,5,Eindhoven,2025-02-23 13:00:00,Eindhoven,13.8,4,442.0,18.2,71.56
428,72.0,96.0,2025-02-23 14:00:00,2025-02-23 15:00:00,UTC+0100,5,Eindhoven,2025-02-23 14:00:00,Eindhoven,14.4,5,506.0,18.7,64.94
429,79.0,79.0,2025-02-23 15:00:00,2025-02-23 16:00:00,UTC+0100,5,Eindhoven,2025-02-23 15:00:00,Eindhoven,14.1,4,411.0,24.4,65.96
430,84.0,132.0,2025-02-25 07:00:00,2025-02-25 08:00:00,UTC+0100,5,Eindhoven,2025-02-25 07:00:00,Eindhoven,6.1,0,0.0,10.8,99.43
431,72.0,90.0,2025-02-25 08:00:00,2025-02-25 09:00:00,UTC+0100,5,Eindhoven,2025-02-25 08:00:00,Eindhoven,6.1,0,31.0,7.5,99.85
432,59.0,86.0,2025-02-25 09:00:00,2025-02-25 10:00:00,UTC+0100,5,Eindhoven,2025-02-25 09:00:00,Eindhoven,7.4,1,56.0,4.5,98.97
433,57.0,76.0,2025-02-25 10:00:00,2025-02-25 11:00:00,UTC+0100,5,Eindhoven,2025-02-25 10:00:00,Eindhoven,8.8,4,359.0,10.2,91.27
434,66.0,86.0,2025-02-25 11:00:00,2025-02-25 12:00:00,UTC+0100,5,Eindhoven,2025-02-25 11:00:00,Eindhoven,10.4,3,254.0,16.3,86.6
435,63.0,86.0,2025-02-25 12:00:00,2025-02-25 13:00:00,UTC+0100,5,Eindhoven,2025-02-25 12:00:00,Eindhoven,11.4,2,204.0,16.2,78.31
436,69.0,76.0,2025-02-25 13:00:00,2025-02-25 14:00:00,UTC+0100,5,Eindhoven,2025-02-25 13:00:00,Eindhoven,12.2,3,322.0,7.4,71.26
