,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,test_subject,location,datetime,name,temp,uvindex,solarradiation,windspeed,humidity
247,84.0,84.0,2025-02-23 12:00:00,2025-02-23 13:00:00,UTC+0100,2,Eindhoven,2025-02-23 12:00:00,Eindhoven,11.8,5,476.0,17.6,80.81
248,84.0,84.0,2025-02-23 13:00:00,2025-02-23 14:00:00,UTC+0100,2,Eindhoven,2025-02-23 13:00:00,Eindhoven,13.8,4,442.0,18.2,71.56
249,81.0,81.0,2025-02-23 14:00:00,2025-02-23 15:00:00,UTC+0100,2,Eindhoven,2025-02-23 14:00:00,Eindhoven,14.4,5,506.0,18.7,64.94
250,82.0,82.0,2025-02-23 15:00:00,2025-02-23 16:00:00,UTC+0100,2,Eindhoven,2025-02-23 15:00:00,Eindhoven,14.1,4,411.0,24.4,65.96
251,78.0,78.0,2025-02-23 16:00:00,2025-02-23 17:00:00,UTC+0100,2,Eindhoven,2025-02-23 16:00:00,Eindhoven,14.5,2,232.0,18.8,64.47
252,66.0,74.0,2025-03-03 09:00:00,2025-03-03 10:00:00,UTC+0100,2,Eindhoven,2025-03-03 09:00:00,Eindhoven,0.5,2,211.0,0.1,99.41
253,70.0,70.0,2025-03-03 10:00:00,2025-03-03 11:00:00,UTC+0100,2,Eindhoven,2025-03-03 10:00:00,Eindhoven,4.5,4,367.0,3.5,83.31
254,71.0,71.0,2025-03-03 11:00:00,2025-03-03 12:00:00,UTC+0100,2,Eindhoven,2025-03-03 11:00:00,Eindhoven,7.7,5,473.0,3.4,70.4
255,77.0,77.0,2025-03-03 12:00:00,2025-03-03 13:00:00,UTC+0100,2,Eindhoven,2025-03-03 12:00:00,Eindhoven,9.7,5,532.0,3.7,58.72
256,95.0,95.0,2025-03-03 13:00:00,2025-03-03 14:00:00,UTC+0100,2,Eindhoven,2025-03-03 13:00:00,Eindhoven,10.5,6,553.0,3.7,55.23
257,83.0,83.0,2025-03-03 14:00:00,2025-03-03 15:00:00,UTC+0100,2,Eindhoven,2025-03-03 14:00:00,Eindhoven,10.9,5,522.0,6.5,50.39
258,78.0,78.0,2025-03-03 15:00:00,2025-03-03 16:00:00,UTC+0100,2,Eindhoven,2025-03-03 15:00:00,Eindhoven,11.4,4,427.0,6.8,48.13
259,78.0,78.0,2025-03-04 04:00:00,2025-03-04 05:00:00,UTC+0100,2,Torremolinos,2025-03-04 04:00:00,Torremolinos,11.7,0,0.0,14.8,98.74
260,69.0,72.0,2025-03-04 05:00:00,2025-03-04 06:00:00,UTC+0100,2,Torremolinos,2025-03-04 05:00:00,Torremolinos,11.5,0,0.0,13.8,98.74
261,86.0,86.0,2025-03-04 06:00:00,2025-03-04 07:00:00,UTC+0100,2,Torremolinos,2025-03-04 06:00:00,Torremolinos,10.6,0,0.0,11.2,100.0
262,77.0,77.0,2025-03-04 07:00:00,2025-03-04 08:00:00,UTC+0100,2,Torremolinos,2025-03-04 07:00:00,Torremolinos,11.5,0,0.0,13.8,98.43
263,73.0,73.0,2025-03-04 08:00:00,2025-03-04 09:00:00,UTC+0100,2,Torremolinos,2025-03-04 08:00:00,Torremolinos,11.5,0,6.0,10.2,95.08
264,74.0,74.0,2025-03-04 09:00:00,2025-03-04 10:00:00,UTC+0100,2,Torremolinos,2025-03-04 09:00:00,Torremolinos,12.5,1,51.0,10.2,92.16
265,74.0,74.0,2025-03-04 10:00:00,2025-03-04 11:00:00,UTC+0100,2,Torremolinos,2025-03-04 10:00:00,Torremolinos,13.5,2,213.0,7.6,87.15
266,82.0,82.0,2025-03-04 11:00:00,2025-03-04 12:00:00,UTC+0100,2,Torremolinos,2025-03-04 11:00:00,Torremolinos,15.5,2,213.0,2.7,78.3
267,74.0,74.0,2025-03-04 12:00:00,2025-03-04 13:00:00,UTC+0100,2,Torremolinos,2025-03-04 12:00:00,Torremolinos,17.2,2,233.0,13.0,77.59
268,72.0,72.0,2025-03-04 13:00:00,2025-03-04 14:00:00,UTC+0100,2,Torremolinos,2025-03-04 13:00:00,Torremolinos,17.2,8,807.0,11.2,74.29
269,76.0,76.0,2025-03-04 14:00:00,2025-03-04 15:00:00,UTC+0100,2,Torremolinos,2025-03-04 14:00:00,Torremolinos,17.4,7,729.0,11.2,72.47
270,79.0,79.0,2025-03-04 17:00:00,2025-03-04 18:00:00,UTC+0100,2,Torremolinos,2025-03-04 17:00:00,Torremolinos,19.5,2,184.0,4.5,62.96
271,73.0,73.0,2025-03-04 18:00:00,2025-03-04 19:00:00,UTC+0100,2,Torremolinos,2025-03-04 18:00:00,Torremolinos,17.8,1,58.0,11.2,66.23
272,83.0,83.0,2025-03-04 19:00:00,2025-03-04 20:00:00,UTC+0100,2,Torremolinos,2025-03-04 19:00:00,Torremolinos,16.7,0,6.0,8.4,71.44
273,86.0,86.0,2025-03-05 09:00:00,2025-03-05 10:00:00,UTC+0100,2,Torremolinos,2025-03-05 09:00:00,Torremolinos,15.1,0,39.0,12.0,84.11
274,82.0,82.0,2025-03-05 10:00:00,2025-03-05 11:00:00,UTC+0100,2,Torremolinos,2025-03-05 10:00:00,Torremolinos,15.3,1,77.0,18.4,83.6
275,77.0,77.0,2025-03-05 11:00:00,2025-03-05 12:00:00,UTC+0100,2,Torremolinos,2025-03-05 11:00:00,Torremolinos,14.6,1,100.0,23.2,86.44
276,75.0,75.0,2025-03-05 12:00:00,2025-03-05 13:00:00,UTC+0100,2,Torremolinos,2025-03-05 12:00:00,Torremolinos,14.5,1,129.0,10.2,92.85
277,67.0,67.0,2025-03-05 13:00:00,2025-03-05 14:00:00,UTC+0100,2,Torremolinos,2025-03-05 13:00:00,Torremolinos,14.5,1,111.0,9.4,87.24
278,79.0,79.0,2025-03-05 14:00:00,2025-03-05 15:00:00,UTC+0100,2,Torremolinos,2025-03-05 14:00:00,Torremolinos,15.1,2,183.0,10.2,83.58
279,74.0,75.0,2025-03-05 21:00:00,2025-03-05 22:00:00,UTC+0100,2,Torremolinos,2025-03-05 21:00:00,Torremolinos,15.6,0,0.0,13.0,86.0
280,73.0,73.0,2025-03-05 22:00:00,2025-03-05 23:00:00,UTC+0100,2,Torremolinos,2025-03-05 22:00:00,Torremolinos,16.3,0,0.0,26.8,78.17
281,73.0,73.0,2025-03-05 23:00:00,2025-03-06 00:00:00,UTC+0100,2,Torremolinos,2025-03-05 23:00:00,Torremolinos,16.3,0,0.0,22.3,78.91
282,69.0,69.0,2025-03-06 00:00:00,2025-03-06 01:00:00,UTC+0100,2,Torremolinos,2025-03-06 00:00:00,Torremolinos,15.7,0,0.0,19.4,85.47
283,73.0,73.0,2025-03-06 01:00:00,2025-03-06 02:00:00,UTC+0100,2,Torremolinos,2025-03-06 01:00:00,Torremolinos,16.0,0,0.0,22.3,79.38
284,72.0,72.0,2025-03-06 02:00:00,2025-03-06 03:00:00,UTC+0100,2,Torremolinos,2025-03-06 02:00:00,Torremolinos,15.6,0,0.0,18.4,82.86
285,69.0,69.0,2025-03-06 03:00:00,2025-03-06 04:00:00,UTC+0100,2,Torremolinos,2025-03-06 03:00:00,Torremolinos,15.7,0,0.0,14.8,81.84
286,64.0,64.0,2025-03-06 04:00:00,2025-03-06 05:00:00,UTC+0100,2,Torremolinos,2025-03-06 04:00:00,Torremolinos,15.5,0,0.0,1.8,83.63
287,65.0,65.0,2025-03-06 05:00:00,2025-03-06 06:00:00,UTC+0100,2,Torremolinos,2025-03-06 05:00:00,Torremolinos,15.1,0,0.0,0.9,87.05
288,63.0,63.0,2025-03-06 06:00:00,2025-03-06 07:00:00,UTC+0100,2,Torremolinos,2025-03-06 06:00:00,Torremolinos,14.3,0,0.0,13.0,93.71
289,66.0,66.0,2025-03-06 07:00:00,2025-03-06 08:00:00,UTC+0100,2,Torremolinos,2025-03-06 07:00:00,Torremolinos,14.5,0,0.0,13.8,81.16
290,80.0,80.0,2025-03-06 08:00:00,2025-03-06 09:00:00,UTC+0100,2,Torremolinos,2025-03-06 08:00:00,Torremolinos,13.5,0,19.0,10.2,86.06
291,78.0,78.0,2025-03-06 09:00:00,2025-03-06 10:00:00,UTC+0100,2,Torremolinos,2025-03-06 09:00:00,Torremolinos,13.5,1,104.0,9.4,86.88
292,79.0,79.0,2025-03-06 10:00:00,2025-03-06 11:00:00,UTC+0100,2,Torremolinos,2025-03-06 10:00:00,Torremolinos,15.3,1,131.0,10.2,83.6
293,70.0,77.0,2025-03-06 11:00:00,2025-03-06 12:00:00,UTC+0100,2,Torremolinos,2025-03-06 11:00:00,Torremolinos,16.4,2,180.0,8.4,77.94
294,78.0,78.0,2025-03-06 12:00:00,2025-03-06 13:00:00,UTC+0100,2,Torremolinos,2025-03-06 12:00:00,Torremolinos,16.7,3,302.0,5.4,80.2
295,85.0,85.0,2025-03-06 13:00:00,2025-03-06 14:00:00,UTC+0100,2,Torremolinos,2025-03-06 13:00:00,Torremolinos,17.8,4,398.0,2.7,70.3
296,70.0,70.0,2025-03-06 14:00:00,2025-03-06 15:00:00,UTC+0100,2,Torremolinos,2025-03-06 14:00:00,Torremolinos,17.4,7,713.0,10.2,73.16
297,91.0,91.0,2025-03-06 16:00:00,2025-03-06 17:00:00,UTC+0100,2,Torremolinos,2025-03-06 16:00:00,Torremolinos,15.5,4,353.0,9.4,85.72
298,77.0,77.0,2025-03-06 17:00:00,2025-03-06 18:00:00,UTC+0100,2,Torremolinos,2025-03-06 17:00:00,Torremolinos,16.6,1,144.0,9.4,76.53
299,79.0,79.0,2025-03-06 18:00:00,2025-03-06 19:00:00,UTC+0100,2,Torremolinos,2025-03-06 18:00:00,Torremolinos,17.4,1,84.0,0.9,72.02
300,89.0,89.0,2025-03-06 19:00:00,2025-03-06 20:00:00,UTC+0100,2,Torremolinos,2025-03-06 19:00:00,Torremolinos,16.5,0,21.0,2.7,79.92
301,85.0,85.0,2025-03-07 07:00:00,2025-03-07 08:00:00,UTC+0100,2,Eindhoven,2025-03-07 07:00:00,Eindhoven,4.1,0,0.0,6.6,79.74
302,79.0,79.0,2025-03-07 08:00:00,2025-03-07 09:00:00,UTC+0100,2,Eindhoven,2025-03-07 08:00:00,Eindhoven,5.8,1,54.0,10.1,76.31
303,84.0,84.0,2025-03-07 09:00:00,2025-03-07 10:00:00,UTC+0100,2,Eindhoven,2025-03-07 09:00:00,Eindhoven,9.9,2,231.0,10.3,62.89
304,80.0,80.0,2025-03-07 10:00:00,2025-03-07 11:00:00,UTC+0100,2,Eindhoven,2025-03-07 10:00:00,Eindhoven,12.7,4,374.0,14.2,54.15
305,78.0,78.0,2025-03-07 11:00:00,2025-03-07 12:00:00,UTC+0100,2,Eindhoven,2025-03-07 11:00:00,Eindhoven,14.9,5,481.0,11.0,49.99
306,73.0,73.0,2025-03-07 12:00:00,2025-03-07 13:00:00,UTC+0100,2,Eindhoven,2025-03-07 12:00:00,Eindhoven,16.2,5,543.0,14.2,48.57
307,85.0,85.0,2025-03-07 13:00:00,2025-03-07 14:00:00,UTC+0100,2,Eindhoven,2025-03-07 13:00:00,Eindhoven,17.2,6,562.0,17.6,46.73
308,78.0,78.0,2025-03-07 14:00:00,2025-03-07 15:00:00,UTC+0100,2,Eindhoven,2025-03-07 14:00:00,Eindhoven,17.8,5,530.0,17.3,45.88
309,85.0,85.0,2025-03-07 15:00:00,2025-03-07 16:00:00,UTC+0100,2,Eindhoven,2025-03-07 15:00:00,Eindhoven,17.8,4,448.0,17.6,45.5
310,80.0,80.0,2025-03-07 16:00:00,2025-03-07 17:00:00,UTC+0100,2,Eindhoven,2025-03-07 16:00:00,Eindhoven,17.6,3,263.0,14.3,42.99
311,83.0,83.0,2025-03-07 17:00:00,2025-03-07 18:00:00,UTC+0100,2,Eindhoven,2025-03-07 17:00:00,Eindhoven,17.5,1,110.0,13.5,38.76
312,83.0,83.0,2025-03-07 18:00:00,2025-03-07 19:00:00,UTC+0100,2,Eindhoven,2025-03-07 18:00:00,Eindhoven,15.6,0,20.0,4.2,44.61
313,80.0,80.0,2025-03-07 19:00:00,2025-03-07 20:00:00,UTC+0100,2,Eindhoven,2025-03-07 19:00:00,Eindhoven,11.1,0,0.0,3.6,59.12
314,84.0,84.0,2025-03-07 20:00:00,2025-03-07 21:00:00,UTC+0100,2,Eindhoven,2025-03-07 20:00:00,Eindhoven,8.2,0,0.0,3.7,69.98
315,77.0,86.0,2025-03-07 21:00:00,2025-03-07 22:00:00,UTC+0100,2,Eindhoven,2025-03-07 21:00:00,Eindhoven,9.9,0,0.0,6.2,60.24
316,70.0,70.0,2025-03-07 22:00:00,2025-03-07 23:00:00,UTC+0100,2,Eindhoven,2025-03-07 22:00:00,Eindhoven,6.7,0,0.0,3.9,73.46
317,62.0,64.0,2025-03-07 23:00:00,2025-03-08 00:00:00,UTC+0100,2,Eindhoven,2025-03-07 23:00:00,Eindhoven,5.7,0,0.0,3.9,76.46
318,64.0,64.0,2025-03-08 00:00:00,2025-03-08 01:00:00,UTC+0100,2,Eindhoven,2025-03-08 00:00:00,Eindhoven,4.3,0,0.0,3.9,83.17
319,60.0,60.0,2025-03-08 01:00:00,2025-03-08 02:00:00,UTC+0100,2,Eindhoven,2025-03-08 01:00:00,Eindhoven,3.7,0,0.0,3.5,84.38
320,60.0,60.0,2025-03-08 02:00:00,2025-03-08 03:00:00,UTC+0100,2,Eindhoven,2025-03-08 02:00:00,Eindhoven,3.8,0,0.0,6.2,86.25
321,59.0,59.0,2025-03-08 03:00:00,2025-03-08 04:00:00,UTC+0100,2,Eindhoven,2025-03-08 03:00:00,Eindhoven,3.5,0,0.0,3.6,84.5
322,60.0,60.0,2025-03-08 04:00:00,2025-03-08 05:00:00,UTC+0100,2,Eindhoven,2025-03-08 04:00:00,Eindhoven,4.6,0,0.0,6.3,80.36
323,61.0,61.0,2025-03-08 05:00:00,2025-03-08 06:00:00,UTC+0100,2,Eindhoven,2025-03-08 05:00:00,Eindhoven,3.5,0,0.0,3.7,84.58
324,78.0,78.0,2025-03-08 06:00:00,2025-03-08 07:00:00,UTC+0100,2,Eindhoven,2025-03-08 06:00:00,Eindhoven,4.1,0,0.0,6.6,80.0
325,87.0,87.0,2025-03-22 06:00:00,2025-03-22 07:00:00,UTC+0100,2,Eindhoven,2025-03-22 06:00:00,Eindhoven,12.9,0,0.0,7.7,58.9
326,92.0,92.0,2025-03-22 07:00:00,2025-03-22 08:00:00,UTC+0100,2,Eindhoven,2025-03-22 07:00:00,Eindhoven,13.8,0,19.0,9.6,55.15
327,87.0,87.0,2025-03-22 08:00:00,2025-03-22 09:00:00,UTC+0100,2,Eindhoven,2025-03-22 08:00:00,Eindhoven,13.8,1,105.0,14.6,55.12
328,93.0,93.0,2025-03-22 09:00:00,2025-03-22 10:00:00,UTC+0100,2,Eindhoven,2025-03-22 09:00:00,Eindhoven,13.9,1,142.0,13.0,54.83
329,96.0,96.0,2025-03-22 10:00:00,2025-03-22 11:00:00,UTC+0100,2,Eindhoven,2025-03-22 10:00:00,Eindhoven,14.9,2,220.0,11.3,51.32
330,93.0,93.0,2025-03-22 11:00:00,2025-03-22 12:00:00,UTC+0100,2,Eindhoven,2025-03-22 11:00:00,Eindhoven,15.9,5,501.0,11.4,51.33
331,104.0,104.0,2025-03-22 12:00:00,2025-03-22 13:00:00,UTC+0100,2,Eindhoven,2025-03-22 12:00:00,Eindhoven,18.8,5,547.0,11.6,42.97
332,100.0,100.0,2025-03-22 13:00:00,2025-03-22 14:00:00,UTC+0100,2,Eindhoven,2025-03-22 13:00:00,Eindhoven,19.8,3,289.0,16.6,46.21
333,102.0,102.0,2025-03-22 14:00:00,2025-03-22 15:00:00,UTC+0100,2,Eindhoven,2025-03-22 14:00:00,Eindhoven,18.0,2,199.0,18.1,51.78
334,104.0,104.0,2025-03-22 15:00:00,2025-03-22 16:00:00,UTC+0100,2,Eindhoven,2025-03-22 15:00:00,Eindhoven,17.0,2,243.0,14.8,54.8
335,91.0,91.0,2025-03-22 16:00:00,2025-03-22 17:00:00,UTC+0100,2,Eindhoven,2025-03-22 16:00:00,Eindhoven,18.9,2,231.0,16.4,48.78
336,83.0,83.0,2025-03-22 17:00:00,2025-03-22 18:00:00,UTC+0100,2,Eindhoven,2025-03-22 17:00:00,Eindhoven,17.9,2,170.0,14.5,51.89
337,76.0,76.0,2025-03-22 18:00:00,2025-03-22 19:00:00,UTC+0100,2,Eindhoven,2025-03-22 18:00:00,Eindhoven,17.9,1,74.0,15.9,51.93
338,74.0,74.0,2025-03-22 19:00:00,2025-03-22 20:00:00,UTC+0100,2,Eindhoven,2025-03-22 19:00:00,Eindhoven,15.9,0,10.0,3.9,55.74
339,70.0,77.0,2025-03-22 20:00:00,2025-03-22 21:00:00,UTC+0100,2,Eindhoven,2025-03-22 20:00:00,Eindhoven,13.9,0,0.0,7.6,76.46
340,80.0,80.0,2025-03-22 21:00:00,2025-03-22 22:00:00,UTC+0100,2,Eindhoven,2025-03-22 21:00:00,Eindhoven,13.9,0,0.0,7.6,72.08
341,58.0,100.0,2025-02-12 10:00:00,2025-02-12 11:00:00,UTC+0100,3,Eindhoven,2025-02-12 10:00:00,Eindhoven,3.7,1,85.0,7.2,94.02
342,62.0,83.0,2025-02-12 11:00:00,2025-02-12 12:00:00,UTC+0100,3,Eindhoven,2025-02-12 11:00:00,Eindhoven,4.2,1,125.0,7.3,92.58
343,69.0,109.0,2025-02-12 12:00:00,2025-02-12 13:00:00,UTC+0100,3,Eindhoven,2025-02-12 12:00:00,Eindhoven,4.4,1,103.0,4.0,91.68
344,71.0,110.0,2025-02-12 13:00:00,2025-02-12 14:00:00,UTC+0100,3,Eindhoven,2025-02-12 13:00:00,Eindhoven,4.9,1,123.0,7.0,90.15
345,65.0,114.0,2025-02-12 14:00:00,2025-02-12 15:00:00,UTC+0100,3,Eindhoven,2025-02-12 14:00:00,Eindhoven,5.1,1,83.0,6.8,89.22
346,76.0,76.0,2025-02-14 19:00:00,2025-02-14 20:00:00,UTC+0100,4,Eindhoven,2025-02-14 19:00:00,Eindhoven,1.3,0,0.0,3.5,85.35
347,70.0,87.0,2025-02-19 10:00:00,2025-02-19 11:00:00,UTC+0100,4,Eindhoven,2025-02-19 10:00:00,Eindhoven,0.6,2,191.0,17.9,53.77
348,86.0,86.0,2025-02-20 22:00:00,2025-02-20 23:00:00,UTC+0100,4,Eindhoven,2025-02-20 22:00:00,Eindhoven,11.3,0,0.0,14.4,84.01
349,55.0,60.0,2025-02-25 11:00:00,2025-02-25 12:00:00,UTC+0100,4,Eindhoven,2025-02-25 11:00:00,Eindhoven,10.4,3,254.0,16.3,86.6
350,58.0,135.0,2025-02-25 12:00:00,2025-02-25 13:00:00,UTC+0100,4,Eindhoven,2025-02-25 12:00:00,Eindhoven,11.4,2,204.0,16.2,78.31
351,107.0,142.0,2025-02-25 13:00:00,2025-02-25 14:00:00,UTC+0100,4,Eindhoven,2025-02-25 13:00:00,Eindhoven,12.2,3,322.0,7.4,71.26
352,57.0,113.0,2025-02-25 14:00:00,2025-02-25 15:00:00,UTC+0100,4,Eindhoven,2025-02-25 14:00:00,Eindhoven,12.3,2,227.0,1.6,72.41
353,55.0,72.0,2025-02-25 15:00:00,2025-02-25 16:00:00,UTC+0100,4,Eindhoven,2025-02-25 15:00:00,Eindhoven,12.5,2,175.0,4.6,69.75
354,55.0,70.0,2025-02-25 16:00:00,2025-02-25 17:00:00,UTC+0100,4,Eindhoven,2025-02-25 16:00:00,Eindhoven,12.2,1,108.0,7.4,67.8
355,55.0,73.0,2025-02-25 17:00:00,2025-02-25 18:00:00,UTC+0100,4,Eindhoven,2025-02-25 17:00:00,Eindhoven,11.6,0,29.0,10.4,73.11
356,55.0,75.0,2025-02-25 18:00:00,2025-02-25 19:00:00,UTC+0100,4,Eindhoven,2025-02-25 18:00:00,Eindhoven,10.3,0,0.0,9.9,80.51
357,55.0,60.0,2025-02-25 19:00:00,2025-02-25 20:00:00,UTC+0100,4,Eindhoven,2025-02-25 19:00:00,Eindhoven,9.4,0,0.0,10.5,85.72
358,55.0,65.0,2025-02-25 20:00:00,2025-02-25 21:00:00,UTC+0100,4,Eindhoven,2025-02-25 20:00:00,Eindhoven,9.7,0,0.0,9.9,86.25
359,58.0,58.0,2025-02-25 21:00:00,2025-02-25 22:00:00,UTC+0100,4,Eindhoven,2025-02-25 21:00:00,Eindhoven,9.0,0,0.0,7.4,92.13
360,72.0,74.0,2025-02-26 10:00:00,2025-02-26 11:00:00,UTC+0100,4,Eindhoven,2025-02-26 10:00:00,Eindhoven,7.3,2,238.0,14.4,91.94
361,55.0,94.0,2025-02-26 11:00:00,2025-02-26 12:00:00,UTC+0100,4,Eindhoven,2025-02-26 11:00:00,Eindhoven,8.6,4,417.0,14.4,86.16
362,57.0,75.0,2025-02-26 12:00:00,2025-02-26 13:00:00,UTC+0100,4,Eindhoven,2025-02-26 12:00:00,Eindhoven,9.6,5,499.0,17.3,77.54
363,55.0,74.0,2025-02-26 13:00:00,2025-02-26 14:00:00,UTC+0100,4,Eindhoven,2025-02-26 13:00:00,Eindhoven,11.0,1,142.0,21.2,66.89
364,55.0,73.0,2025-02-26 14:00:00,2025-02-26 15:00:00,UTC+0100,4,Eindhoven,2025-02-26 14:00:00,Eindhoven,10.5,3,317.0,17.8,61.87
365,56.0,72.0,2025-02-26 15:00:00,2025-02-26 16:00:00,UTC+0100,4,Eindhoven,2025-02-26 15:00:00,Eindhoven,11.3,2,218.0,20.5,56.87
366,55.0,60.0,2025-02-26 16:00:00,2025-02-26 17:00:00,UTC+0100,4,Eindhoven,2025-02-26 16:00:00,Eindhoven,10.0,2,155.0,21.2,59.53
367,57.0,74.0,2025-02-26 17:00:00,2025-02-26 18:00:00,UTC+0100,4,Eindhoven,2025-02-26 17:00:00,Eindhoven,9.6,0,49.0,18.2,62.26
368,55.0,75.0,2025-02-26 18:00:00,2025-02-26 19:00:00,UTC+0100,4,Eindhoven,2025-02-26 18:00:00,Eindhoven,8.6,0,0.0,17.7,64.82
369,55.0,60.0,2025-02-26 19:00:00,2025-02-26 20:00:00,UTC+0100,4,Eindhoven,2025-02-26 19:00:00,Eindhoven,8.3,0,0.0,14.4,67.73
370,55.0,60.0,2025-02-26 20:00:00,2025-02-26 21:00:00,UTC+0100,4,Eindhoven,2025-02-26 20:00:00,Eindhoven,7.9,0,0.0,17.6,73.02
371,55.0,74.0,2025-02-26 21:00:00,2025-02-26 22:00:00,UTC+0100,4,Eindhoven,2025-02-26 21:00:00,Eindhoven,6.7,0,0.0,14.8,88.85
372,55.0,60.0,2025-02-26 22:00:00,2025-02-26 23:00:00,UTC+0100,4,Eindhoven,2025-02-26 22:00:00,Eindhoven,6.6,0,0.0,20.8,91.31
373,55.0,60.0,2025-02-26 23:00:00,2025-02-27 00:00:00,UTC+0100,4,Eindhoven,2025-02-26 23:00:00,Eindhoven,6.6,0,0.0,20.5,93.28
374,73.0,76.0,2025-02-27 10:00:00,2025-02-27 11:00:00,UTC+0100,4,Eindhoven,2025-02-27 10:00:00,Eindhoven,6.4,3,345.0,20.7,90.55
375,66.0,70.0,2025-02-27 11:00:00,2025-02-27 12:00:00,UTC+0100,4,Eindhoven,2025-02-27 11:00:00,Eindhoven,8.0,4,427.0,20.6,82.15
376,114.0,114.0,2025-02-27 17:00:00,2025-02-27 18:00:00,UTC+0100,4,Eindhoven,2025-02-27 17:00:00,Eindhoven,6.9,0,40.0,17.4,74.39
377,69.0,69.0,2025-03-14 13:00:00,2025-03-14 14:00:00,UTC+0100,4,Eindhoven,2025-03-14 13:00:00,Eindhoven,5.5,5,532.0,10.2,57.8
378,66.0,69.0,2025-03-14 14:00:00,2025-03-14 15:00:00,UTC+0100,4,Eindhoven,2025-03-14 14:00:00,Eindhoven,6.4,2,224.0,7.9,58.18
379,80.0,113.0,2025-03-15 16:00:00,2025-03-15 17:00:00,UTC+0100,4,Eindhoven,2025-03-15 16:00:00,Eindhoven,6.7,2,165.0,27.5,56.36
380,103.0,113.0,2025-03-15 17:00:00,2025-03-15 18:00:00,UTC+0100,4,Eindhoven,2025-03-15 17:00:00,Eindhoven,7.4,2,209.0,24.3,53.54
381,100.0,107.0,2025-03-15 18:00:00,2025-03-15 19:00:00,UTC+0100,4,Eindhoven,2025-03-15 18:00:00,Eindhoven,6.4,0,43.0,23.1,57.69
382,80.0,95.0,2025-03-16 16:00:00,2025-03-16 17:00:00,UTC+0100,4,Eindhoven,2025-03-16 16:00:00,Eindhoven,9.8,4,376.0,17.8,41.58
383,81.0,108.0,2025-03-16 17:00:00,2025-03-16 18:00:00,UTC+0100,4,Eindhoven,2025-03-16 17:00:00,Eindhoven,9.5,2,232.0,14.5,37.76
384,74.0,90.0,2025-03-16 18:00:00,2025-03-16 19:00:00,UTC+0100,4,Eindhoven,2025-03-16 18:00:00,Eindhoven,8.1,0,35.0,16.9,46.32
385,73.0,90.0,2025-03-17 10:00:00,2025-03-17 11:00:00,UTC+0100,4,Eindhoven,2025-03-17 10:00:00,Eindhoven,6.7,2,206.0,14.3,73.7
386,74.0,113.0,2025-03-17 11:00:00,2025-03-17 12:00:00,UTC+0100,4,Eindhoven,2025-03-17 11:00:00,Eindhoven,8.2,6,586.0,15.0,64.18
387,78.0,91.0,2025-03-17 12:00:00,2025-03-17 13:00:00,UTC+0100,4,Eindhoven,2025-03-17 12:00:00,Eindhoven,9.4,1,125.0,18.8,58.81
388,73.0,103.0,2025-03-17 13:00:00,2025-03-17 14:00:00,UTC+0100,4,Eindhoven,2025-03-17 13:00:00,Eindhoven,9.9,2,206.0,21.7,50.64
389,76.0,88.0,2025-03-17 14:00:00,2025-03-17 15:00:00,UTC+0100,4,Eindhoven,2025-03-17 14:00:00,Eindhoven,10.0,6,606.0,24.5,45.21
390,74.0,84.0,2025-03-17 15:00:00,2025-03-17 16:00:00,UTC+0100,4,Eindhoven,2025-03-17 15:00:00,Eindhoven,10.1,5,507.0,15.2,43.76
391,84.0,99.0,2025-03-17 16:00:00,2025-03-17 17:00:00,UTC+0100,4,Eindhoven,2025-03-17 16:00:00,Eindhoven,10.1,4,377.0,18.2,40.25
392,89.0,111.0,2025-03-17 17:00:00,2025-03-17 18:00:00,UTC+0100,4,Eindhoven,2025-03-17 17:00:00,Eindhoven,9.6,2,219.0,21.6,35.55
393,95.0,104.0,2025-03-17 18:00:00,2025-03-17 19:00:00,UTC+0100,4,Eindhoven,2025-03-17 18:00:00,Eindhoven,8.7,1,138.0,24.0,34.08
394,61.0,86.0,2025-03-19 15:00:00,2025-03-19 16:00:00,UTC+0100,4,Eindhoven,2025-03-19 15:00:00,Eindhoven,17.9,5,501.0,9.5,36.85
395,74.0,113.0,2025-03-19 16:00:00,2025-03-19 17:00:00,UTC+0100,4,Eindhoven,2025-03-19 16:00:00,Eindhoven,18.9,4,401.0,12.9,34.69
396,98.0,114.0,2025-03-19 17:00:00,2025-03-19 18:00:00,UTC+0100,4,Eindhoven,2025-03-19 17:00:00,Eindhoven,17.9,2,224.0,16.3,34.44
397,103.0,106.0,2025-03-19 18:00:00,2025-03-19 19:00:00,UTC+0100,4,Eindhoven,2025-03-19 18:00:00,Eindhoven,16.9,0,44.0,11.0,34.41
398,64.0,86.0,2025-02-19 11:00:00,2025-02-19 12:00:00,UTC+0100,5,Eindhoven,2025-02-19 11:00:00,Eindhoven,1.6,3,285.0,18.4,50.12
399,64.0,91.0,2025-02-19 12:00:00,2025-02-19 13:00:00,UTC+0100,5,Eindhoven,2025-02-19 12:00:00,Eindhoven,2.8,3,339.0,18.2,47.14
400,73.0,92.0,2025-02-19 13:00:00,2025-02-19 14:00:00,UTC+0100,5,Eindhoven,2025-02-19 13:00:00,Eindhoven,4.2,4,386.0,15.1,44.13
