,step_count,distance_covered,speed,calories_burned,start_time_interval_hourly,end_time_interval_hourly,time_offset,sample_size,location,datetime,name,temp,uvindex,solarradiation,windspeed,humidity
364,11.0,6.0,,0.0,2025-03-01 00:00:00,2025-03-01 01:00:00,UTC+0100,1,Eindhoven,2025-03-01 00:00:00,Eindhoven,0.1,0,0.0,3.8,98.15
365,29.0,17.0,,0.0,2025-03-01 01:00:00,2025-03-01 02:00:00,UTC+0100,1,Eindhoven,2025-03-01 01:00:00,Eindhoven,-1.3,0,0.0,3.9,98.96
366,4.0,3.2,0.0533333333333333,0.16,2025-03-01 02:00:00,2025-03-01 03:00:00,UTC+0100,1,Eindhoven,2025-03-01 02:00:00,Eindhoven,-1.2,0,0.0,3.7,99.73
367,13.0,10.400000000000002,0.08666666666666664,0.52,2025-03-01 03:00:00,2025-03-01 04:00:00,UTC+0100,1,Eindhoven,2025-03-01 03:00:00,Eindhoven,1.4,0,0.0,15.0,99.89
368,5.0,4.0,0.0666666666666666,0.2,2025-03-01 04:00:00,2025-03-01 05:00:00,UTC+0100,1,Eindhoven,2025-03-01 04:00:00,Eindhoven,1.7,0,0.0,9.8,98.76
369,41.0,32.8,0.1822222222222222,1.6400000000000001,2025-03-01 05:00:00,2025-03-01 06:00:00,UTC+0100,1,Eindhoven,2025-03-01 05:00:00,Eindhoven,1.7,0,0.0,7.2,98.65
370,591.5,464.01999750000004,0.7992348535947713,22.36499994,2025-03-01 06:00:00,2025-03-01 07:00:00,UTC+0100,2,Eindhoven,2025-03-01 06:00:00,Eindhoven,2.0,0,0.0,6.2,99.42
371,698.0,532.9,0.8101379797222223,26.39,2025-03-01 07:00:00,2025-03-01 08:00:00,UTC+0100,2,Eindhoven,2025-03-01 07:00:00,Eindhoven,2.1,0,0.0,3.8,99.3
372,748.0,569.015,1.6395014584541063,28.659999900000003,2025-03-01 08:00:00,2025-03-01 09:00:00,UTC+0100,2,Eindhoven,2025-03-01 08:00:00,Eindhoven,2.3,0,29.0,3.5,98.83
373,1316.0,997.654994,1.9122052483333336,49.609999485,2025-03-01 09:00:00,2025-03-01 10:00:00,UTC+0100,2,Eindhoven,2025-03-01 09:00:00,Eindhoven,3.3,1,76.0,4.2,98.42
374,1390.0,1037.299998,1.2412253862068965,52.25,2025-03-01 10:00:00,2025-03-01 11:00:00,UTC+0100,1,Eindhoven,2025-03-01 10:00:00,Eindhoven,4.4,1,109.0,10.4,83.09
375,1193.0,881.62,1.2074074000000001,45.13,2025-03-01 11:00:00,2025-03-01 12:00:00,UTC+0100,1,Eindhoven,2025-03-01 11:00:00,Eindhoven,4.5,1,100.0,13.6,81.53
376,416.5,310.37,0.7177595108333332,15.709999999999999,2025-03-01 12:00:00,2025-03-01 13:00:00,UTC+0100,2,Eindhoven,2025-03-01 12:00:00,Eindhoven,4.7,1,142.0,13.6,81.37
377,1083.0,818.2800010000001,1.2958640684210527,40.61499975,2025-03-01 13:00:00,2025-03-01 14:00:00,UTC+0100,2,Eindhoven,2025-03-01 13:00:00,Eindhoven,4.8,2,202.0,13.5,79.79
378,1694.0,1278.730014,1.3407241622222221,60.08499895,2025-03-01 14:00:00,2025-03-01 15:00:00,UTC+0100,2,Eindhoven,2025-03-01 14:00:00,Eindhoven,4.6,1,113.0,14.0,82.51
379,828.3333333333334,610.4633333333334,1.4089136153846153,26.926666666666666,2025-03-01 15:00:00,2025-03-01 16:00:00,UTC+0100,3,Eindhoven,2025-03-01 15:00:00,Eindhoven,4.5,1,104.0,10.4,81.54
380,427.0,332.59000000000003,1.8687208333333334,16.56999975,2025-03-01 16:00:00,2025-03-01 17:00:00,UTC+0100,2,Eindhoven,2025-03-01 16:00:00,Eindhoven,4.2,1,51.0,10.0,82.82
381,83.33333333333333,61.79999999999999,0.6695002733333333,2.85,2025-03-01 17:00:00,2025-03-01 18:00:00,UTC+0100,3,Eindhoven,2025-03-01 17:00:00,Eindhoven,4.0,0,23.0,10.2,84.15
382,48.0,42.07,1.583333375,2.2199999999999998,2025-03-01 19:00:00,2025-03-01 20:00:00,UTC+0100,1,Eindhoven,2025-03-01 19:00:00,Eindhoven,3.8,0,0.0,7.4,84.64
383,43.5,33.5,0.8818518333333334,1.6749999999999998,2025-03-01 21:00:00,2025-03-01 22:00:00,UTC+0100,2,Eindhoven,2025-03-01 21:00:00,Eindhoven,1.7,0,0.0,3.9,87.35
384,58.5,41.105,1.37982505,1.52499993,2025-03-01 22:00:00,2025-03-01 23:00:00,UTC+0100,2,Eindhoven,2025-03-01 22:00:00,Eindhoven,-0.4,0,0.0,0.5,97.28
385,72.0,42.0,,0.0,2025-03-02 00:00:00,2025-03-02 01:00:00,UTC+0100,1,Eindhoven,2025-03-02 00:00:00,Eindhoven,-2.2,0,0.0,3.7,97.8
386,26.0,20.8,0.3466666666666667,1.04,2025-03-02 06:00:00,2025-03-02 07:00:00,UTC+0100,1,Eindhoven,2025-03-02 06:00:00,Eindhoven,-3.7,0,0.0,3.5,99.85
387,17.0,13.6,0.2266666666666666,0.68,2025-03-02 08:00:00,2025-03-02 09:00:00,UTC+0100,1,Eindhoven,2025-03-02 08:00:00,Eindhoven,-3.4,0,42.0,3.3,99.91
388,112.0,81.935,1.1817068888888889,3.93499995,2025-03-02 10:00:00,2025-03-02 11:00:00,UTC+0100,2,Eindhoven,2025-03-02 10:00:00,Eindhoven,3.1,3,335.0,6.6,93.19
389,63.333333333333336,48.49,0.8656684361111111,2.3366666666666664,2025-03-02 11:00:00,2025-03-02 12:00:00,UTC+0100,3,Eindhoven,2025-03-02 11:00:00,Eindhoven,5.3,5,461.0,6.8,82.08
390,287.0,216.15,1.263790256,10.16999994,2025-03-02 12:00:00,2025-03-02 13:00:00,UTC+0100,1,Eindhoven,2025-03-02 12:00:00,Eindhoven,6.8,5,524.0,7.0,69.52
391,67.5,53.635,0.6944114,2.689999985,2025-03-02 13:00:00,2025-03-02 14:00:00,UTC+0100,2,Eindhoven,2025-03-02 13:00:00,Eindhoven,8.0,6,550.0,7.2,64.26
392,242.5,181.71499699999998,0.789646115625,9.13999985,2025-03-02 14:00:00,2025-03-02 15:00:00,UTC+0100,2,Eindhoven,2025-03-02 14:00:00,Eindhoven,8.9,5,516.0,7.5,57.52
393,372.6666666666667,274.693333,0.8023345682926828,13.126666666666665,2025-03-02 15:00:00,2025-03-02 16:00:00,UTC+0100,3,Eindhoven,2025-03-02 15:00:00,Eindhoven,9.5,4,427.0,10.2,58.73
394,138.0,104.01999833333333,1.0200964471794873,5.043333303333333,2025-03-02 16:00:00,2025-03-02 17:00:00,UTC+0100,3,Eindhoven,2025-03-02 16:00:00,Eindhoven,9.2,3,316.0,13.5,61.06
395,17.0,10.0,,0.0,2025-03-02 17:00:00,2025-03-02 18:00:00,UTC+0100,1,Eindhoven,2025-03-02 17:00:00,Eindhoven,8.5,1,128.0,13.6,63.51
396,82.5,63.3249995,0.9284462666666666,2.98000005,2025-03-02 18:00:00,2025-03-02 19:00:00,UTC+0100,2,Eindhoven,2025-03-02 18:00:00,Eindhoven,6.1,0,11.0,13.1,70.72
397,34.0,19.0,,0.0,2025-03-02 20:00:00,2025-03-02 21:00:00,UTC+0100,1,Eindhoven,2025-03-02 20:00:00,Eindhoven,1.1,0,0.0,1.8,86.5
398,26.0,20.8,0.3466666666666667,1.04,2025-03-02 21:00:00,2025-03-02 22:00:00,UTC+0100,1,Eindhoven,2025-03-02 21:00:00,Eindhoven,1.3,0,0.0,3.6,90.73
399,45.0,26.0,,0.0,2025-03-02 23:00:00,2025-03-03 00:00:00,UTC+0100,1,Eindhoven,2025-03-02 23:00:00,Eindhoven,-0.7,0,0.0,3.2,97.39
400,28.0,16.0,,0.0,2025-03-03 00:00:00,2025-03-03 01:00:00,UTC+0100,1,Eindhoven,2025-03-03 00:00:00,Eindhoven,-1.5,0,0.0,0.4,98.14
401,316.0,252.8,2.106666666666667,12.64,2025-03-03 06:00:00,2025-03-03 07:00:00,UTC+0100,1,Eindhoven,2025-03-03 06:00:00,Eindhoven,-3.7,0,0.0,3.5,99.38
402,73.0,58.400000000000006,0.4866666666666667,2.92,2025-03-03 07:00:00,2025-03-03 08:00:00,UTC+0100,1,Eindhoven,2025-03-03 07:00:00,Eindhoven,-3.5,0,0.0,3.4,98.64
403,105.5,84.22,1.2666666333333334,4.199999999999999,2025-03-03 08:00:00,2025-03-03 09:00:00,UTC+0100,2,Eindhoven,2025-03-03 08:00:00,Eindhoven,-2.5,1,50.0,3.1,98.68
404,262.5,198.74682805,0.654705958125,9.2080959,2025-03-03 09:00:00,2025-03-03 10:00:00,UTC+0100,2,Eindhoven,2025-03-03 09:00:00,Eindhoven,0.5,2,211.0,0.1,99.41
405,33.0,24.5589291,0.49117858666666664,1.25078392,2025-03-03 10:00:00,2025-03-03 11:00:00,UTC+0100,1,Eindhoven,2025-03-03 10:00:00,Eindhoven,4.5,4,367.0,3.5,83.31
406,80.0,63.541534,0.76249843,2.69307044,2025-03-03 11:00:00,2025-03-03 12:00:00,UTC+0100,1,Eindhoven,2025-03-03 11:00:00,Eindhoven,7.7,5,473.0,3.4,70.4
407,670.3333333333334,519.9892186666667,1.7647306711538462,24.582968183333332,2025-03-03 12:00:00,2025-03-03 13:00:00,UTC+0100,3,Eindhoven,2025-03-03 12:00:00,Eindhoven,9.7,5,532.0,3.7,58.72
408,3209.0,2352.764448,1.821083886137072,81.13478316,2025-03-03 13:00:00,2025-03-03 14:00:00,UTC+0100,3,Eindhoven,2025-03-03 13:00:00,Eindhoven,10.5,6,553.0,3.7,55.23
409,912.6666666666666,654.88385,1.5944043996666668,23.21225872333333,2025-03-03 14:00:00,2025-03-03 15:00:00,UTC+0100,3,Eindhoven,2025-03-03 14:00:00,Eindhoven,10.9,5,522.0,6.5,50.39
410,1586.5,1017.0191596,1.4310400573913042,11.40654542,2025-03-03 15:00:00,2025-03-03 16:00:00,UTC+0100,2,Eindhoven,2025-03-03 15:00:00,Eindhoven,11.4,4,427.0,6.8,48.13
411,596.6666666666666,377.1433333333334,1.5760185333333334,3.1366666666666667,2025-03-03 16:00:00,2025-03-03 17:00:00,UTC+0100,3,Eindhoven,2025-03-03 16:00:00,Eindhoven,11.5,3,303.0,4.2,47.85
412,897.3333333333334,592.19,1.9340170858974362,9.586666666666666,2025-03-03 17:00:00,2025-03-03 18:00:00,UTC+0100,3,Eindhoven,2025-03-03 17:00:00,Eindhoven,10.6,1,130.0,9.5,52.45
413,115.0,86.97,1.3333334333333333,3.91,2025-03-03 18:00:00,2025-03-03 19:00:00,UTC+0100,1,Eindhoven,2025-03-03 18:00:00,Eindhoven,8.2,0,16.0,6.3,57.39
414,232.0,172.671309,1.1692429723076923,8.56266255,2025-03-03 19:00:00,2025-03-03 20:00:00,UTC+0100,1,Eindhoven,2025-03-03 19:00:00,Eindhoven,5.2,0,0.0,0.6,69.73
415,46.5,35.6,0.5266666666666666,1.58,2025-03-03 20:00:00,2025-03-03 21:00:00,UTC+0100,2,Eindhoven,2025-03-03 20:00:00,Eindhoven,3.0,0,0.0,0.6,81.51
416,6.0,4.31,1.0277778,0.22,2025-03-03 22:00:00,2025-03-03 23:00:00,UTC+0100,1,Eindhoven,2025-03-03 22:00:00,Eindhoven,0.1,0,0.0,2.8,92.36
417,88.0,51.0,,0.0,2025-03-04 00:00:00,2025-03-04 01:00:00,UTC+0100,1,Eindhoven,2025-03-04 00:00:00,Eindhoven,-1.1,0,0.0,3.0,97.49
418,443.0,331.774277,1.0051477076923077,16.69290775,2025-03-04 04:00:00,2025-03-04 05:00:00,UTC+0100,1,Torremolinos,2025-03-04 04:00:00,Torremolinos,11.7,0,0.0,14.8,98.74
419,272.0,205.021384,0.6540898088888889,9.69500734,2025-03-04 05:00:00,2025-03-04 06:00:00,UTC+0100,1,Torremolinos,2025-03-04 05:00:00,Torremolinos,11.5,0,0.0,13.8,98.74
420,148.0,118.39999999999999,0.9866666666666667,5.92,2025-03-04 06:00:00,2025-03-04 07:00:00,UTC+0100,1,Eindhoven,2025-03-04 06:00:00,Eindhoven,-3.7,0,0.0,0.3,99.15
421,3491.0,2602.4251957,1.7000288736923077,130.60365918,2025-03-04 06:00:00,2025-03-04 07:00:00,UTC+0100,1,Torremolinos,2025-03-04 06:00:00,Torremolinos,10.6,0,0.0,11.2,100.0
422,1117.0,840.5013684,1.4278199503125,42.04694232,2025-03-04 07:00:00,2025-03-04 08:00:00,UTC+0100,1,Torremolinos,2025-03-04 07:00:00,Torremolinos,11.5,0,0.0,13.8,98.43
423,10.0,8.0,0.1333333333333333,0.4,2025-03-04 08:00:00,2025-03-04 09:00:00,UTC+0100,1,Eindhoven,2025-03-04 08:00:00,Eindhoven,-3.7,0,46.0,0.1,98.64
424,89.0,74.1025391,0.6351646257142857,3.53671272,2025-03-04 08:00:00,2025-03-04 09:00:00,UTC+0100,1,Torremolinos,2025-03-04 08:00:00,Torremolinos,11.5,0,6.0,10.2,95.08
425,10.0,7.3896484,0.22168945,0.35253906,2025-03-04 09:00:00,2025-03-04 10:00:00,UTC+0100,1,Torremolinos,2025-03-04 09:00:00,Torremolinos,12.5,1,51.0,10.2,92.16
426,6.0,4.800000000000001,0.08,0.24,2025-03-04 10:00:00,2025-03-04 11:00:00,UTC+0100,1,Eindhoven,2025-03-04 10:00:00,Eindhoven,5.4,3,312.0,3.5,79.07
427,48.0,36.8017584,0.5520263725,1.68145751,2025-03-04 10:00:00,2025-03-04 11:00:00,UTC+0100,1,Torremolinos,2025-03-04 10:00:00,Torremolinos,13.5,2,213.0,7.6,87.15
428,2830.0,2112.8303408,1.9310418629787234,92.80837585,2025-03-04 11:00:00,2025-03-04 12:00:00,UTC+0100,1,Torremolinos,2025-03-04 11:00:00,Torremolinos,15.5,2,213.0,2.7,78.3
429,30.0,24.0,0.19999999999999996,1.2,2025-03-04 12:00:00,2025-03-04 13:00:00,UTC+0100,1,Eindhoven,2025-03-04 12:00:00,Eindhoven,10.2,5,531.0,3.6,54.23
430,2582.0,1921.1712008,1.8017486666,84.58712827000001,2025-03-04 12:00:00,2025-03-04 13:00:00,UTC+0100,1,Torremolinos,2025-03-04 12:00:00,Torremolinos,17.2,2,233.0,13.0,77.59
431,3410.0,2528.2856692,2.0429234632,90.05457636999999,2025-03-04 13:00:00,2025-03-04 14:00:00,UTC+0100,1,Torremolinos,2025-03-04 13:00:00,Torremolinos,17.2,8,807.0,11.2,74.29
432,4290.0,3192.247502,2.195099138596491,111.04499046,2025-03-04 14:00:00,2025-03-04 15:00:00,UTC+0100,1,Torremolinos,2025-03-04 14:00:00,Torremolinos,17.4,7,729.0,11.2,72.47
433,310.0,248.0,1.3777777777777775,12.4,2025-03-04 15:00:00,2025-03-04 16:00:00,UTC+0100,1,Eindhoven,2025-03-04 15:00:00,Eindhoven,12.8,4,432.0,3.6,38.04
434,242.0,178.07,1.1701389,7.54,2025-03-04 15:00:00,2025-03-04 16:00:00,UTC+0100,1,Torremolinos,2025-03-04 15:00:00,Torremolinos,17.6,8,765.0,7.6,68.98
435,387.0,309.6,1.72,15.48,2025-03-04 16:00:00,2025-03-04 17:00:00,UTC+0100,1,Eindhoven,2025-03-04 16:00:00,Eindhoven,13.2,3,292.0,3.7,40.7
436,728.0,546.209995,1.351079959,22.669999999999998,2025-03-04 16:00:00,2025-03-04 17:00:00,UTC+0100,1,Torremolinos,2025-03-04 16:00:00,Torremolinos,19.0,3,256.0,4.5,61.85
437,11.0,8.8,0.1466666666666666,0.44,2025-03-04 17:00:00,2025-03-04 18:00:00,UTC+0100,1,Eindhoven,2025-03-04 17:00:00,Eindhoven,12.9,1,136.0,3.8,43.12
438,4415.0,3310.055203,2.5033196207547173,100.40135836,2025-03-04 17:00:00,2025-03-04 18:00:00,UTC+0100,1,Torremolinos,2025-03-04 17:00:00,Torremolinos,19.5,2,184.0,4.5,62.96
439,30.0,20.1,0.32,0.48,2025-03-04 18:00:00,2025-03-04 19:00:00,UTC+0100,2,Eindhoven,2025-03-04 18:00:00,Eindhoven,10.7,0,17.0,3.4,45.87
440,678.0,504.9346426,2.2459679588888886,22.41763178,2025-03-04 18:00:00,2025-03-04 19:00:00,UTC+0100,1,Torremolinos,2025-03-04 18:00:00,Torremolinos,17.8,1,58.0,11.2,66.23
441,72.0,43.0,,0.0,2025-03-04 19:00:00,2025-03-04 20:00:00,UTC+0100,1,Eindhoven,2025-03-04 19:00:00,Eindhoven,5.6,0,0.0,0.4,65.5
442,3586.0,2651.50003,2.514312634047619,81.19238024,2025-03-04 19:00:00,2025-03-04 20:00:00,UTC+0100,1,Torremolinos,2025-03-04 19:00:00,Torremolinos,16.7,0,6.0,8.4,71.44
443,197.0,157.6,1.313333333333333,7.88,2025-03-04 21:00:00,2025-03-04 22:00:00,UTC+0100,1,Eindhoven,2025-03-04 21:00:00,Eindhoven,2.3,0,0.0,6.3,81.89
444,30.0,17.0,,0.0,2025-03-05 00:00:00,2025-03-05 01:00:00,UTC+0100,1,Eindhoven,2025-03-05 00:00:00,Eindhoven,-0.5,0,0.0,3.0,91.63
445,28.0,22.4,0.3733333333333333,1.12,2025-03-05 05:00:00,2025-03-05 06:00:00,UTC+0100,1,Eindhoven,2025-03-05 05:00:00,Eindhoven,-1.9,0,0.0,1.0,93.63
446,165.0,132.0,0.7333333333333333,6.6000000000000005,2025-03-05 06:00:00,2025-03-05 07:00:00,UTC+0100,1,Eindhoven,2025-03-05 06:00:00,Eindhoven,-2.4,0,0.0,3.7,94.35
447,21.0,16.8,0.28,0.84,2025-03-05 07:00:00,2025-03-05 08:00:00,UTC+0100,1,Eindhoven,2025-03-05 07:00:00,Eindhoven,-2.3,0,0.0,3.5,96.83
448,10.0,8.0,0.1333333333333333,0.4,2025-03-05 08:00:00,2025-03-05 09:00:00,UTC+0100,1,Eindhoven,2025-03-05 08:00:00,Eindhoven,0.0,1,54.0,7.2,91.96
449,313.0,228.63999,1.1184936333333333,11.8499996,2025-03-05 08:00:00,2025-03-05 09:00:00,UTC+0100,1,Torremolinos,2025-03-05 08:00:00,Torremolinos,14.4,0,9.0,7.6,86.96
450,12.0,7.7,0.1066666666666666,0.16,2025-03-05 09:00:00,2025-03-05 10:00:00,UTC+0100,2,Eindhoven,2025-03-05 09:00:00,Eindhoven,5.4,2,228.0,7.5,75.8
451,6374.0,4773.13249,2.6679075357142854,186.67325060000002,2025-03-05 09:00:00,2025-03-05 10:00:00,UTC+0100,1,Torremolinos,2025-03-05 09:00:00,Torremolinos,15.1,0,39.0,12.0,84.11
452,33.0,26.4,0.14666666666666664,1.32,2025-03-05 10:00:00,2025-03-05 11:00:00,UTC+0100,1,Eindhoven,2025-03-05 10:00:00,Eindhoven,8.5,4,372.0,10.2,63.74
453,4558.0,3374.4632906,1.9196743584415585,153.14648195,2025-03-05 10:00:00,2025-03-05 11:00:00,UTC+0100,1,Torremolinos,2025-03-05 10:00:00,Torremolinos,15.3,1,77.0,18.4,83.6
454,4991.0,3724.267983,2.0697702179740256,159.190018796,2025-03-05 11:00:00,2025-03-05 12:00:00,UTC+0100,1,Torremolinos,2025-03-05 11:00:00,Torremolinos,14.6,1,100.0,23.2,86.44
455,218.0,174.4,1.4533333333333334,8.72,2025-03-05 12:00:00,2025-03-05 13:00:00,UTC+0100,1,Eindhoven,2025-03-05 12:00:00,Eindhoven,13.7,6,552.0,13.3,46.05
456,5644.0,4216.0669191,2.3897116343835614,147.50914316,2025-03-05 12:00:00,2025-03-05 13:00:00,UTC+0100,1,Torremolinos,2025-03-05 12:00:00,Torremolinos,14.5,1,129.0,10.2,92.85
457,317.0,253.60000000000002,1.4088888888888889,12.68,2025-03-05 13:00:00,2025-03-05 14:00:00,UTC+0100,1,Eindhoven,2025-03-05 13:00:00,Eindhoven,15.0,6,567.0,11.0,42.45
458,85.0,66.447656,0.72703828625,1.99839842,2025-03-05 13:00:00,2025-03-05 14:00:00,UTC+0100,1,Torremolinos,2025-03-05 13:00:00,Torremolinos,14.5,1,111.0,9.4,87.24
459,399.0,301.7,2.7688888888888887,12.459999999999999,2025-03-05 14:00:00,2025-03-05 15:00:00,UTC+0100,2,Eindhoven,2025-03-05 14:00:00,Eindhoven,15.9,5,538.0,11.1,39.16
460,2918.0,2196.892014,2.550520002857143,94.41783692,2025-03-05 14:00:00,2025-03-05 15:00:00,UTC+0100,1,Torremolinos,2025-03-05 14:00:00,Torremolinos,15.1,2,183.0,10.2,83.58
461,633.0,443.0,2.733333333333334,12.299999999999999,2025-03-05 15:00:00,2025-03-05 16:00:00,UTC+0100,2,Eindhoven,2025-03-05 15:00:00,Eindhoven,16.7,4,439.0,10.7,37.01
462,19.0,14.64,1.4722222,0.64,2025-03-05 15:00:00,2025-03-05 16:00:00,UTC+0100,1,Torremolinos,2025-03-05 15:00:00,Torremolinos,15.4,2,223.0,14.8,82.31
463,307.5,194.5,1.5333333333333334,2.3000000000000003,2025-03-05 16:00:00,2025-03-05 17:00:00,UTC+0100,2,Eindhoven,2025-03-05 16:00:00,Eindhoven,16.5,3,315.0,7.8,35.46
464,156.0,116.19999999999999,1.2295990333333333,5.71,2025-03-05 16:00:00,2025-03-05 17:00:00,UTC+0100,1,Torremolinos,2025-03-05 16:00:00,Torremolinos,15.8,3,303.0,26.8,84.42
465,895.0,537.0,,0.0,2025-03-05 17:00:00,2025-03-05 18:00:00,UTC+0100,1,Eindhoven,2025-03-05 17:00:00,Eindhoven,15.8,1,146.0,7.3,38.28
466,12.0,8.83,1.1527778,0.43,2025-03-05 17:00:00,2025-03-05 18:00:00,UTC+0100,1,Torremolinos,2025-03-05 17:00:00,Torremolinos,15.6,2,193.0,13.0,85.73
467,62.0,42.2,0.7733333333333334,1.16,2025-03-05 18:00:00,2025-03-05 19:00:00,UTC+0100,2,Eindhoven,2025-03-05 18:00:00,Eindhoven,13.2,0,17.0,6.9,44.73
468,295.0,219.58,1.24722224,11.1,2025-03-05 18:00:00,2025-03-05 19:00:00,UTC+0100,1,Torremolinos,2025-03-05 18:00:00,Torremolinos,15.7,1,79.0,16.6,85.47
469,564.0,451.20000000000005,1.504,22.56,2025-03-05 19:00:00,2025-03-05 20:00:00,UTC+0100,1,Eindhoven,2025-03-05 19:00:00,Eindhoven,8.4,0,0.0,6.3,62.04
470,39.0,23.0,,0.0,2025-03-05 20:00:00,2025-03-05 21:00:00,UTC+0100,1,Eindhoven,2025-03-05 20:00:00,Eindhoven,6.3,0,0.0,3.5,69.55
471,15.0,10.61,0.9722222,0.58,2025-03-05 20:00:00,2025-03-05 21:00:00,UTC+0100,1,Torremolinos,2025-03-05 20:00:00,Torremolinos,15.6,0,0.0,12.0,82.34
472,149.0,119.2,0.9933333333333334,5.96,2025-03-05 21:00:00,2025-03-05 22:00:00,UTC+0100,1,Eindhoven,2025-03-05 21:00:00,Eindhoven,4.8,0,0.0,3.4,78.13
473,28.0,21.299453,0.8101280799999999,1.2933349600000001,2025-03-05 21:00:00,2025-03-05 22:00:00,UTC+0100,1,Torremolinos,2025-03-05 21:00:00,Torremolinos,15.6,0,0.0,13.0,86.0
474,113.0,90.4,0.7533333333333333,4.52,2025-03-06 05:00:00,2025-03-06 06:00:00,UTC+0100,1,Eindhoven,2025-03-06 05:00:00,Eindhoven,2.7,0,0.0,6.7,88.39
475,28.0,22.4,0.3733333333333333,1.12,2025-03-06 06:00:00,2025-03-06 07:00:00,UTC+0100,1,Eindhoven,2025-03-06 06:00:00,Eindhoven,2.2,0,0.0,3.9,91.76
476,13.0,10.4,0.1733333333333333,0.52,2025-03-06 07:00:00,2025-03-06 08:00:00,UTC+0100,1,Eindhoven,2025-03-06 07:00:00,Eindhoven,2.2,0,0.0,6.8,88.59
477,769.0,570.0575785,1.2705529476000001,28.73682616,2025-03-06 08:00:00,2025-03-06 09:00:00,UTC+0100,1,Torremolinos,2025-03-06 08:00:00,Torremolinos,13.5,0,19.0,10.2,86.06
478,1215.0,908.1061652,1.312063692368421,44.50038541,2025-03-06 09:00:00,2025-03-06 10:00:00,UTC+0100,1,Torremolinos,2025-03-06 09:00:00,Torremolinos,13.5,1,104.0,9.4,86.88
479,795.5,486.9,0.30666666666666664,0.92,2025-03-06 10:00:00,2025-03-06 11:00:00,UTC+0100,2,Eindhoven,2025-03-06 10:00:00,Eindhoven,11.3,4,359.0,8.1,55.35
480,4799.0,3554.666929,2.28380021125,127.64754841999999,2025-03-06 10:00:00,2025-03-06 11:00:00,UTC+0100,1,Torremolinos,2025-03-06 10:00:00,Torremolinos,15.3,1,131.0,10.2,83.6
481,1328.5,802.3,0.0266666666666666,0.04,2025-03-06 11:00:00,2025-03-06 12:00:00,UTC+0100,2,Eindhoven,2025-03-06 11:00:00,Eindhoven,13.4,4,417.0,10.6,49.96
482,5275.0,3909.886856,2.4534702825396826,142.64759187,2025-03-06 11:00:00,2025-03-06 12:00:00,UTC+0100,1,Torremolinos,2025-03-06 11:00:00,Torremolinos,16.4,2,180.0,8.4,77.94
483,485.0,388.0,2.1555555555555554,19.4,2025-03-06 12:00:00,2025-03-06 13:00:00,UTC+0100,1,Eindhoven,2025-03-06 12:00:00,Eindhoven,14.6,4,372.0,10.7,45.98
484,2842.0,2104.8197295,2.006760506818182,90.91125791,2025-03-06 12:00:00,2025-03-06 13:00:00,UTC+0100,1,Torremolinos,2025-03-06 12:00:00,Torremolinos,16.7,3,302.0,5.4,80.2
485,275.0,220.0,1.8333333333333335,11.0,2025-03-06 13:00:00,2025-03-06 14:00:00,UTC+0100,1,Eindhoven,2025-03-06 13:00:00,Eindhoven,16.9,6,571.0,11.3,39.39
486,6063.0,4522.1669799,2.4275201402666666,150.07840981,2025-03-06 13:00:00,2025-03-06 14:00:00,UTC+0100,1,Torremolinos,2025-03-06 13:00:00,Torremolinos,17.8,4,398.0,2.7,70.3
487,240.0,192.0,1.0666666666666667,9.6,2025-03-06 14:00:00,2025-03-06 15:00:00,UTC+0100,1,Eindhoven,2025-03-06 14:00:00,Eindhoven,18.1,5,535.0,17.5,35.43
488,22.0,18.89,1.5069508666666664,1.08,2025-03-06 14:00:00,2025-03-06 15:00:00,UTC+0100,1,Torremolinos,2025-03-06 14:00:00,Torremolinos,17.4,7,713.0,10.2,73.16
489,50.0,40.0,0.33333333333333337,2.0,2025-03-06 15:00:00,2025-03-06 16:00:00,UTC+0100,1,Eindhoven,2025-03-06 15:00:00,Eindhoven,18.3,4,445.0,21.2,34.44
490,1784.0,1350.660001,1.343571158064516,64.3200001,2025-03-06 15:00:00,2025-03-06 16:00:00,UTC+0100,1,Torremolinos,2025-03-06 15:00:00,Torremolinos,16.4,3,260.0,11.2,81.67
491,178.0,142.4,1.1866666666666665,7.12,2025-03-06 16:00:00,2025-03-06 17:00:00,UTC+0100,1,Eindhoven,2025-03-06 16:00:00,Eindhoven,18.1,3,308.0,17.5,31.0
492,5005.0,3745.2893844,2.639343518928571,144.09387831,2025-03-06 16:00:00,2025-03-06 17:00:00,UTC+0100,1,Torremolinos,2025-03-06 16:00:00,Torremolinos,15.5,4,353.0,9.4,85.72
493,2.0,1.6,0.0266666666666666,0.08,2025-03-06 17:00:00,2025-03-06 18:00:00,UTC+0100,1,Eindhoven,2025-03-06 17:00:00,Eindhoven,17.3,2,240.0,14.3,30.82
494,951.0,707.5690598,1.999098802,19.8980653,2025-03-06 17:00:00,2025-03-06 18:00:00,UTC+0100,1,Torremolinos,2025-03-06 17:00:00,Torremolinos,16.6,1,144.0,9.4,76.53
495,28.0,22.4,0.18666666666666665,1.12,2025-03-06 18:00:00,2025-03-06 19:00:00,UTC+0100,1,Eindhoven,2025-03-06 18:00:00,Eindhoven,15.2,0,17.0,7.5,36.87
