name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Eindhoven,2025-03-17T17:00:00,9.6,6.7,-4.9,35.55,0,0,,0,0,32.2,21.6,61,1028,0,41.6,219,0.8,2,10,Clear,clear-day,"D0088,06350099999,06391099999,06464099999,06375099999,06377099999,06370099999"
Eindhoven,2025-03-17T18:00:00,8.7,5.4,-6.3,34.08,0,0,,0,0,38.7,24,60,1028.2,1.8,44,138,0.5,1,10,Clear,clear-day,"D0088,06350099999,06464099999,06375099999,06377099999,06479099999,06370099999"
Eindhoven,2025-03-17T19:00:00,7.1,4,-5.8,39.62,0,0,,0,0,26.2,17.3,59,1028.7,0,44,0,0,0,10,Clear,clear-night,"D0088,06350099999,06464099999,06375099999,06377099999,06479099999,06370099999"
Eindhoven,2025-03-17T20:00:00,5.7,2.4,-4.9,46.35,0,0,,0,0,24.4,17.1,60,1029.2,0,44.1,0,0,0,10,Clear,clear-night,"D0088,06350099999,06464099999,06375099999,06377099999,06479099999,06370099999"
Eindhoven,2025-03-17T21:00:00,5.2,2.2,-5.4,46.47,0,0,,0,0,24.5,13.8,61,1029.3,0,43.7,0,0,0,10,Clear,clear-night,"D0088,06350099999,06464099999,06375099999,06377099999,06479099999,06370099999"
Eindhoven,2025-03-17T22:00:00,4.4,1.2,-5.3,49.2,0,0,,0,0,21.8,13.9,62,1029.6,0,44.3,0,0,0,10,Clear,clear-night,"D0088,06350099999,06464099999,06375099999,06377099999,06479099999,06370099999"
Eindhoven,2025-03-17T23:00:00,3.8,0.7,-6,48.6,0,0,,0,0,26.3,13.1,70,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T00:00:00,2.8,-0.2,-6.1,52,0,0,,0,0,23.8,11.2,70,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T01:00:00,2.8,0.2,-6.1,52.14,0,0,,0,0,19.4,9.5,80,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T02:00:00,2.8,0.2,-6.1,52.2,0,0,,0,0,19.1,9.4,89,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T03:00:00,1.8,-1.4,-6.1,55.91,0,0,,0,0,18.7,11.2,89,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T04:00:00,1.8,-1.4,-7,51.98,0,0,,0,0,18.4,11.1,70,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T05:00:00,0.8,-2.6,-7,55.68,0,0,,0,0,18,11.2,70,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T06:00:00,0.8,-3,-7,55.8,0,0,,0,0,18.4,13,70,1029,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T07:00:00,0.8,-2.7,-7,55.81,0,0,,0,0,19.8,11.2,70,1029,0,10,12,0,0,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T08:00:00,1.9,-1.7,-7,51.69,0,0,,0,0,21.6,13.1,80,1029,0,10,144,0.5,1,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T09:00:00,3.9,0.4,-7,44.84,0,0,,0,0,26.6,14.8,90,1029,0,10,326,1.2,3,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T10:00:00,5.9,2.9,-7,38.82,0,0,,0,0,34.2,15,110,1029,0,10.1,459,1.7,5,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T11:00:00,7,3.1,-8,33.63,0,0,,0,0,36.7,24.1,91,1029,0,10,579,2.1,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T12:00:00,8.9,6.2,-8,29.45,0,0,,0,0,39.6,18.6,110,1028,0,10,642,2.3,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T13:00:00,9.9,7.1,-8,27.6,0,0,,0,0,40.7,22.4,90,1027,0,10.1,656,2.4,7,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T14:00:00,10,7.1,-8,27.51,0,0,,0,0,42.1,22.3,80,1027,0,10,619,2.2,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T15:00:00,11.9,11.9,-8,24.17,0,0,,0,0,41,18.6,99,1026,0,10.1,529,1.9,5,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T16:00:00,11.9,11.9,-8,24.15,0,0,,0,0,39.2,18.6,99,1025,0,10,387,1.4,4,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T17:00:00,11.9,11.9,-8.9,22.48,0,0,,0,0,38.9,20.7,80,1025,0,10,232,0.8,2,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T18:00:00,11.9,11.9,-9.8,20.94,0,0,,0,0,33.8,16.7,90,1024,0,10,58,0.2,1,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T19:00:00,9.8,7.7,-8.9,25.77,0,0,,0,0,17.6,14.9,89,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T20:00:00,7.9,6.6,-7,34.18,0,0,,0,0,17.3,7.8,80,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T21:00:00,6.8,5.4,-7,36.63,0,0,,0,0,16.6,7.7,100,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T22:00:00,5.9,4.3,-7,39.11,0,0,,0,0,16.6,7.6,100,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-18T23:00:00,5.9,3.5,-7,38.87,0,0,,0,0,16.9,11.2,110,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH"
Eindhoven,2025-03-19T00:00:00,4.8,2.5,-7,42.07,0,0,,0,0,16.2,9.4,119,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T01:00:00,3.8,1.9,-7,44.95,0,0,,0,0,15.5,7.6,119,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T02:00:00,2.9,1.5,-7,47.99,0,0,,0,0,14.8,5.5,119,1025,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T03:00:00,2.8,0.7,-8,44.82,0,0,,0,0,14.8,7.6,119,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T04:00:00,1.8,0.3,-7.1,51.63,0,0,,0,0,14.4,5.5,119,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T05:00:00,0.9,0.9,-7.1,55.31,0,0,,0,0,13.7,3.8,119,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T06:00:00,0.9,0.9,-7.1,55.27,0,0,,0,0,13.3,3.8,120,1024,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T07:00:00,0.9,-0.8,-7.1,55.28,0,0,,0,0,13.3,5.5,129,1024,0,10,11,0,0,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T08:00:00,2.9,0.8,-6.1,51.62,0,0,,0,0,13.7,7.6,130,1025,0,10,142,0.5,1,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T09:00:00,6,4,-5,45.2,0,0,,0,0,16.2,9.4,139,1025,0,10,317,1.1,3,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T10:00:00,8.9,7.5,-4,39.78,0,0,,0,0,19.1,9.4,131,1025,0,10.1,468,1.7,5,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T11:00:00,11.9,11.9,-2.1,37.69,0,0,,0,0,19.8,9.4,149,1025,0,10,565,2,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T12:00:00,13.9,13.9,-0.1,38.26,0,0,,0,0,19.8,7.6,121,1024,0,10,631,2.3,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T13:00:00,15.9,15.9,0.9,36.35,0,0,,0,0,19.1,9.5,130,1024,0,10,641,2.3,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T14:00:00,16.9,16.9,2,36.6,0,0,,0,0,19.4,11.2,160,1024,0,10,603,2.2,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T15:00:00,17.9,17.9,2.9,36.85,0,0,,0,0,18.7,9.5,160,1023,0,10,501,1.8,5,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T16:00:00,18.9,18.9,2.9,34.69,0,0,,0,0,18.4,12.9,200,1022,17.7,10,401,1.4,4,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-19T17:00:00,17.9,17.9,2,34.44,0,0,,0,0,16.9,16.3,199,1022,0,10,224,0.8,2,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T18:00:00,16.9,16.9,1.1,34.41,0,0,,0,0,15.8,11,199,1022,0,10,44,0.2,0,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T19:00:00,14.8,14.8,1,39.09,0,0,,0,0,8.6,3.7,115,1022,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T20:00:00,11.9,11.9,1,47.39,0,0,,0,0,9,7.5,111,1022,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T21:00:00,9,8.4,2,61.54,0,0,,0,0,9.4,5.5,130,1022,9.7,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-19T22:00:00,7.9,7.9,1.9,65.92,0,0,,0,0,9.4,3.7,139,1023,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-19T23:00:00,8.9,7.4,1.9,61.91,0,0,,0,0,10.1,9.2,139,1022,25,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-20T00:00:00,7,6.1,1.9,70.27,0,0,,0,0,10.4,5.5,149,1022,87.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T01:00:00,7,5.6,1.9,70.31,0,0,,0,0,13,7.5,158,1022,89.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T02:00:00,6,4.4,1,70.31,0,0,,0,0,12.6,7.5,169,1022,0,10,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T03:00:00,4,2.8,0.9,80.56,0,0,,0,0,12.6,5.4,159,1022,59.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T04:00:00,4,2.1,0,74.97,0,0,,0,0,12.6,7.5,150,1022,31.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T05:00:00,4,2.1,0,75.17,0,0,,0,0,11.5,7.5,169,1022,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T06:00:00,3,3,-0.1,80.43,0,0,,0,0,10.4,3.7,179,1022,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T07:00:00,1,1,-1,86.34,0,0,,0,0,10.1,3.7,169,1022,14,10,15,0.1,0,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T08:00:00,5.9,5,1.9,75.64,0,0,,0,0,9.7,5.3,170,1022,88,10,143,0.5,1,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-20T09:00:00,9.9,9.6,2.9,61.7,0,0,,0,0,14.4,5.4,190,1022,99.6,10,322,1.2,3,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T10:00:00,12.9,12.9,2.9,50.79,0,0,,0,0,16.9,9.3,219,1022,0,10,378,1.4,4,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T11:00:00,15.9,15.9,3.9,45.01,0,0,,0,0,18,5.4,220,1022,86.6,10,570,2.1,6,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T12:00:00,16.9,16.9,4,42.14,0,0,,0,0,18.4,7.5,130,1022,0,10,623,2.2,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T13:00:00,17.9,17.9,4,39.66,0,0,,0,0,16.6,9.2,220,1021,0,10,619,2.2,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T14:00:00,18.9,18.9,3,34.84,0,0,,0,0,17.3,5.5,161,1021,0,10,586,2.1,6,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T15:00:00,18.9,18.9,4,37.21,0,0,,0,0,15.8,9.2,280,1020,0,10,503,1.8,5,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T16:00:00,19.9,19.9,3,32.71,0,0,,0,0,13.3,5.4,193,1020,12.2,10.1,376,1.4,4,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T17:00:00,18.9,18.9,3.9,37.12,0,0,,0,0,10.4,5.4,210,1020,50,10,167,0.6,2,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T18:00:00,18,18,2.1,34.54,0,0,,0,0,5.8,5.3,270,1020,99.6,10,60,0.2,1,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T19:00:00,14.9,14.9,2.1,41.9,0,0,,0,0,5,5.3,20,1019,49.8,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,02629,05064,EHEH,15000,EBBL,EHVK"
Eindhoven,2025-03-20T20:00:00,11.9,11.9,3,54.46,0,0,,0,0,6.5,7.5,40,1019,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T21:00:00,10,8.4,3,61.9,0,0,,0,0,9.4,11,41,1020,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T22:00:00,9.9,9.1,3,62.08,0,0,,0,0,9.7,7.4,60,1020,13,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-20T23:00:00,11.8,11.8,3.9,58.46,0,0,,0,0,10.1,7.6,80,1019,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T00:00:00,11.8,11.8,3,54.89,0,0,,0,0,10.1,7.5,99,1019,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T01:00:00,10.7,10.7,3,58.69,0,0,,0,0,11.5,11.1,99,1019,0,10.1,0,0,0,10,Clear,clear-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T02:00:00,11.7,11.7,2.9,55.06,0,0,,0,0,11.9,11,99,1018,25,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T03:00:00,7,7,2,70.67,0,0,,0,0,11.9,3.8,60,1017,100,10.1,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T04:00:00,7.9,7.9,2,66.26,0,0,,0,0,12.6,3.8,60,1017,99.7,10.1,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T05:00:00,8.8,8.2,2.9,66.56,0,0,,0,0,12.6,5.6,70,1016,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T06:00:00,7.9,6.6,2.9,71.01,0,0,,0,0,12.2,7.6,109,1016,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T07:00:00,7.9,6.6,2.9,71,0,0,,0,0,14.8,7.8,80,1016,88.3,10,11,0,0,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T08:00:00,8.9,7.8,3.9,71.03,0,0,,0,0,17.3,7.7,109,1016,0.7,10,135,0.5,1,10,Clear,clear-day,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-21T09:00:00,12.9,12.9,5,58.71,0,0,,0,0,21.2,9.5,109,1015,25,10,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-21T10:00:00,15.9,15.9,6,51.72,0,0,,0,0,31.7,13,100,1015,88,10,466,1.7,5,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T11:00:00,17.9,17.9,6,45.47,0,0,,0,0,39.6,20.5,110,1014,100,10,532,1.9,5,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T12:00:00,19.9,19.9,5,37.54,0,0,,0,0,42.5,20.6,110,1013,88,10,621,2.2,6,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-21T13:00:00,21,21,5,35.21,0,0,,0,0,48.2,24.3,120,1012,25,10.1,544,2,5,10,Partially cloudy,partly-cloudy-day,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T14:00:00,21,21,5.9,37.49,0,0,,0,0,46.4,22.5,130,1011,100,10.1,558,2,6,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T15:00:00,22,22,5,33.08,0,0,,0,0,45.7,24.3,129,1010,98.6,10,449,1.6,4,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,EHVK"
Eindhoven,2025-03-21T16:00:00,22,22,5,33.03,0,0,,0,0,44.3,22.4,120,1009,97.9,10.1,268,1,3,3,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T17:00:00,21.9,21.9,5,33.12,0,0,,0,0,42.5,22.5,120,1008,97.9,10.1,144,0.5,1,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T18:00:00,20.9,20.9,4,32.88,0,0,,0,0,36.4,18.4,120,1008,99.7,10,50,0.2,1,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T19:00:00,19.9,19.9,3,32.78,0,0,,0,0,31.3,16.5,120,1008,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T20:00:00,19.8,19.8,3,32.81,0,0,,0,0,32.4,18.3,120,1008,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T21:00:00,18.8,18.8,3.9,37.29,0,0,,0,0,30.2,11.3,119,1008,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T22:00:00,17.9,17.9,3.9,39.61,0,0,,0,0,24.8,13,110,1007,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-21T23:00:00,17.9,17.9,3.9,39.68,0,0,,0,0,24.1,14.7,119,1007,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-22T00:00:00,17.8,17.8,3.9,39.78,0,0,,0,0,22.3,11.2,109,1006,100,10,0,0,0,10,Overcast,cloudy,"D0088,01590,02629,05064,EHEH,15000,EHVK"
Eindhoven,2025-03-22T01:00:00,16.8,16.8,4,42.44,0,0,,0,0,24.5,11.3,109,1006,100,10,0,0,0,10,Overcast,cloudy,"D0088,EHEH,EBBL,EHVK,EDLV,EHBK,EHGR"
Eindhoven,2025-03-22T02:00:00,16.8,16.8,4,42.53,0.3,100,rain,0,0,25.6,11.1,109,1006,99.7,10,0,0,0,10,"Rain, Overcast",rain,"D0088,EHEH,EBBL,EHVK,EDLV,EHBK,EHGR"
Eindhoven,2025-03-22T03:00:00,15.9,15.9,4,45.16,0,0,,0,0,23.4,5.8,100,1006,98.5,10,0,0,0,10,Overcast,cloudy,"D0088,EHEH,EBBL,EHVK,EDLV,EHBK,EHGR"
