Unnamed: 0,step_count,distance_covered,speed,calories_burned,start_time_interval_hourly,end_time_interval_hourly,time_offset,test_subject,location,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,Clear,Overcast,Partially cloudy,Rain,Snow
0,26.0,20.3999997,,0.94999998,2025-02-10 02:00:00,2025-02-10 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 02:00:00,1.6,-2.2,-0.8,84.0,0.0,0.0,,0.0,0.0,21.1,13.9,49.0,1028.3,89.1,7.9,0.0,0,0,0,1,0,0
1,26.0,22.45,,1.13999996,2025-02-10 06:00:00,2025-02-10 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 06:00:00,1.1,-3.4,-1.1,85.37,0.0,0.0,,0.0,0.0,24.2,16.8,59.0,1026.6,17.2,6.9,0.0,0,1,0,0,0,0
2,118.0,91.789999,,4.48000006,2025-02-10 07:00:00,2025-02-10 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 07:00:00,1.1,-3.4,-0.9,86.43,0.0,0.0,,0.0,0.0,28.3,17.3,66.0,1026.4,99.4,6.9,0.0,0,0,1,0,0,0
3,68.0,51.110001,,2.6,2025-02-10 08:00:00,2025-02-10 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 08:00:00,1.0,-3.6,-0.9,87.36,0.0,0.0,,0.0,0.0,31.7,17.6,59.0,1026.2,98.8,6.9,0.0,0,0,1,0,0,0
4,363.0,303.319989,,15.2899991,2025-02-10 10:00:00,2025-02-10 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 10:00:00,1.4,-3.2,-0.8,85.23,0.0,0.0,,0.0,0.0,25.4,18.0,68.0,1025.8,99.4,6.9,46.0,0,0,1,0,0,0
5,30.0,30.09,,1.6,2025-02-10 11:00:00,2025-02-10 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 11:00:00,1.8,-2.7,-0.7,83.04,0.0,0.0,,0.0,0.0,29.0,18.3,60.0,1025.3,99.4,6.9,75.0,1,0,1,0,0,0
6,2550.0,2063.249848,,102.039993,2025-02-10 12:00:00,2025-02-10 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 12:00:00,2.4,-2.4,-0.3,82.46,0.0,0.0,,0.0,0.0,25.6,21.3,61.0,1024.4,98.8,7.0,130.0,1,0,1,0,0,0
7,1341.0,1035.679997,,53.4699991,2025-02-10 13:00:00,2025-02-10 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 13:00:00,3.3,-1.3,-0.1,78.58,0.0,0.0,,0.0,0.0,32.2,21.7,69.0,1023.5,98.8,7.8,109.0,1,0,1,0,0,0
8,24.0,20.45,,0.8300000000000001,2025-02-10 14:00:00,2025-02-10 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 14:00:00,3.5,-0.6,-0.1,77.32,0.0,0.0,,0.0,0.0,29.1,18.6,62.0,1022.6,99.4,7.7,66.0,1,0,1,0,0,0
9,30.0,24.480003,,0.97,2025-02-10 15:00:00,2025-02-10 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 15:00:00,3.3,-1.3,0.5,81.79,0.0,0.0,,0.0,0.0,32.2,21.4,69.0,1021.9,99.4,5.9,22.0,0,0,1,0,0,0
10,1368.0,1075.0499996,,53.27999902,2025-02-10 16:00:00,2025-02-10 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 16:00:00,2.5,-1.9,1.5,93.21,0.078,100.0,rain,0.0,0.0,29.5,18.9,61.0,1021.3,98.8,4.1,25.0,0,0,1,0,1,0
11,1752.0,1409.019997,,67.27999989999999,2025-02-10 17:00:00,2025-02-10 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 17:00:00,2.3,-2.5,1.3,92.81,0.335,100.0,rain,0.0,0.0,32.4,21.6,70.0,1020.7,99.4,4.0,8.0,0,0,1,0,1,0
12,7.0,5.7200003,,0.24000001,2025-02-10 18:00:00,2025-02-10 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-10 18:00:00,2.3,-2.5,1.4,93.63,0.647,100.0,rain,0.0,0.0,32.0,21.4,70.0,1020.3,99.1,3.9,0.0,0,0,1,0,1,0
13,28.0,21.749999,,1.03,2025-02-11 00:00:00,2025-02-11 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 00:00:00,2.7,-2.0,2.1,95.77,2.508,100.0,rain,0.0,0.0,32.4,21.4,62.0,1016.6,99.1,2.3,0.0,0,0,1,0,1,0
14,6.0,4.69,,0.21,2025-02-11 06:00:00,2025-02-11 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 06:00:00,3.0,-1.5,1.9,92.66,0.078,100.0,rain,0.0,0.0,35.5,19.9,166.0,1015.6,97.7,34.1,0.0,0,0,1,0,1,0
15,1130.0,882.6399945000001,,44.6999997,2025-02-11 07:00:00,2025-02-11 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 07:00:00,2.0,-2.5,1.5,96.95,0.763,100.0,"rain,snow",0.0,0.0,23.4,17.9,163.0,1015.8,99.5,15.4,0.0,0,0,1,0,1,1
16,29.0,22.4700006,,1.05,2025-02-11 08:00:00,2025-02-11 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 08:00:00,1.9,-2.4,1.4,96.48,0.313,100.0,"rain,snow",0.0,0.0,25.2,17.4,179.0,1016.6,98.1,11.4,0.0,0,0,1,0,1,1
17,6.0,4.94,,0.19,2025-02-11 09:00:00,2025-02-11 10:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 09:00:00,2.2,-1.6,1.7,96.74,0.749,100.0,rain,0.0,0.0,19.4,14.5,171.0,1017.2,99.5,9.0,6.0,0,0,1,0,1,0
18,673.0,517.869971,,26.08999791,2025-02-11 10:00:00,2025-02-11 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 10:00:00,2.9,-1.2,2.4,96.53,0.392,100.0,rain,0.0,0.0,25.4,17.3,180.0,1017.6,99.5,10.3,28.0,0,0,1,0,1,0
19,414.0,428.390031,,23.78999632,2025-02-11 11:00:00,2025-02-11 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 11:00:00,3.4,-0.2,2.8,96.16,0.235,100.0,rain,0.0,0.0,28.4,14.5,181.0,1018.0,99.5,9.7,41.0,0,0,1,0,1,0
20,2264.0,1773.95999,,91.08999867,2025-02-11 12:00:00,2025-02-11 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 12:00:00,3.8,1.0,3.4,96.92,0.235,100.0,rain,0.0,0.0,22.0,11.4,172.0,1018.4,99.5,10.5,74.0,1,0,1,0,1,0
21,229.0,183.6400014,,9.47000003,2025-02-11 13:00:00,2025-02-11 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 13:00:00,4.4,1.1,3.5,94.29,0.345,100.0,rain,0.0,0.0,22.5,14.0,180.0,1018.5,100.0,10.1,51.0,1,0,1,0,1,0
22,1745.0,1409.4798503,,71.86999423,2025-02-11 16:00:00,2025-02-11 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 16:00:00,4.6,2.0,3.7,93.37,0.0,0.0,,0.0,0.0,22.3,11.0,178.0,1018.4,100.0,17.4,19.0,0,0,1,0,0,0
23,754.0,639.379976,,33.4099942,2025-02-11 17:00:00,2025-02-11 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 17:00:00,4.6,1.6,3.2,90.89,0.006,100.0,rain,0.0,0.0,18.3,13.1,170.0,1018.5,100.0,15.0,3.0,0,0,1,0,1,0
24,361.0,279.259998,,13.9499998,2025-02-11 18:00:00,2025-02-11 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 18:00:00,4.2,2.4,3.5,95.11,0.238,100.0,rain,0.0,0.0,11.4,7.2,161.0,1018.8,100.0,10.3,0.0,0,0,1,0,1,0
25,2762.0,2146.13,,110.06,2025-02-11 19:00:00,2025-02-11 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 19:00:00,4.4,2.2,2.8,89.34,0.0,0.0,,0.0,0.0,15.1,8.6,166.2,1019.0,96.4,,0.0,0,0,1,0,0,0
26,1742.0,1322.400001,,69.65000020000001,2025-02-11 20:00:00,2025-02-11 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 20:00:00,4.1,4.1,2.1,86.81,0.0,0.0,,0.0,0.0,15.5,3.6,160.8,1018.0,100.0,10.0,0.0,0,0,1,0,0,0
27,1597.0,1295.2299986,,65.60999977,2025-02-11 21:00:00,2025-02-11 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-11 21:00:00,3.9,1.3,3.2,95.42,0.157,100.0,rain,0.0,0.0,17.7,10.0,161.0,1019.1,100.0,10.2,0.0,0,0,1,0,1,0
28,23.0,17.84,,0.87999998,2025-02-12 01:00:00,2025-02-12 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 01:00:00,3.3,1.4,2.4,93.97,0.0,0.0,,0.0,0.0,17.9,7.0,174.0,1018.8,100.0,12.4,0.0,0,0,1,0,0,0
29,2168.0,1763.7599905,,89.06999717,2025-02-12 07:00:00,2025-02-12 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 07:00:00,2.4,0.5,1.9,97.08,0.253,100.0,rain,0.0,0.0,13.6,6.4,160.0,1017.7,95.9,5.9,0.0,0,0,1,0,1,0
30,952.0,774.809946,,40.0099977,2025-02-12 08:00:00,2025-02-12 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 08:00:00,2.3,0.4,2.0,97.78,0.0,0.0,,0.0,0.0,7.2,6.7,189.0,1017.6,95.3,5.1,0.0,0,0,1,0,0,0
31,129.0,106.84,,5.7600001,2025-02-12 10:00:00,2025-02-12 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 10:00:00,3.7,1.8,2.8,94.02,0.0,0.0,,0.0,0.0,10.9,7.2,200.0,1018.0,96.7,6.3,85.0,1,0,1,0,0,0
32,1048.0,829.110005,,40.75999927,2025-02-12 11:00:00,2025-02-12 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 11:00:00,4.2,2.4,3.1,92.58,0.0,0.0,,0.0,0.0,7.7,7.3,227.0,1018.2,96.7,6.4,125.0,1,0,1,0,0,0
33,820.0,706.980002,,37.1899991,2025-02-12 12:00:00,2025-02-12 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 12:00:00,4.4,4.4,3.2,91.68,0.0,0.0,,0.0,0.0,7.7,4.0,245.0,1018.3,100.0,5.4,103.0,1,0,1,0,0,0
34,1105.0,847.740017,,44.45999975,2025-02-12 13:00:00,2025-02-12 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 13:00:00,4.9,3.3,3.4,90.15,0.0,0.0,,0.0,0.0,11.1,7.0,238.0,1018.1,97.2,5.6,123.0,1,0,1,0,0,0
35,771.0,598.70999,,29.7699998,2025-02-12 14:00:00,2025-02-12 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 14:00:00,5.1,3.6,3.5,89.22,0.0,0.0,,0.0,0.0,10.6,6.8,256.0,1017.8,97.2,5.8,83.0,1,0,1,0,0,0
36,1508.0,1211.329967,,61.43999556,2025-02-12 15:00:00,2025-02-12 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 15:00:00,5.1,5.1,3.1,87.31,0.0,0.0,,0.0,0.0,7.6,3.9,248.0,1017.6,99.4,5.8,66.0,1,0,1,0,0,0
37,657.0,527.079999,,25.81000007,2025-02-12 16:00:00,2025-02-12 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 16:00:00,5.0,3.5,3.0,86.9,0.0,0.0,,0.0,0.0,10.7,6.8,250.0,1017.7,99.4,5.5,33.0,0,0,1,0,0,0
38,695.0,544.239958,,27.9999954,2025-02-12 17:00:00,2025-02-12 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 17:00:00,4.7,4.7,3.3,90.65,0.0,0.0,,0.0,0.0,7.2,3.5,228.0,1017.7,99.4,5.6,12.0,0,0,1,0,0,0
39,85.0,82.38,,4.20999997,2025-02-12 18:00:00,2025-02-12 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 18:00:00,4.1,4.1,3.3,94.57,0.0,0.0,,0.0,0.0,6.9,3.2,219.0,1017.8,99.4,5.6,0.0,0,0,1,0,0,0
40,18.0,14.11,,0.68,2025-02-13 06:00:00,2025-02-13 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 06:00:00,2.1,-0.9,2.0,99.3,0.084,100.0,rain,0.0,0.0,17.5,10.3,2.0,1018.8,100.0,3.0,0.0,0,0,1,0,1,0
41,534.0,429.689999,,21.48000015,2025-02-13 07:00:00,2025-02-13 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 07:00:00,1.6,-2.7,1.2,97.06,0.0,0.0,,0.0,0.0,24.7,16.9,10.0,1019.1,100.0,3.6,0.0,0,0,1,0,0,0
42,104.0,80.78999999999999,,3.8600001,2025-02-13 08:00:00,2025-02-13 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 08:00:00,1.3,-3.1,1.1,98.61,0.0,0.0,,0.0,0.0,28.0,16.3,17.0,1019.5,100.0,2.0,0.0,0,0,1,0,0,0
43,323.0,253.590004,,12.77,2025-02-13 10:00:00,2025-02-13 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 10:00:00,0.7,-3.3,0.1,95.8,0.0,0.0,,0.0,0.0,18.8,13.7,1.0,1021.0,100.0,2.0,20.0,0,0,1,0,0,0
44,288.0,223.7200013,,11.5100001,2025-02-13 11:00:00,2025-02-13 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 11:00:00,0.4,-4.2,-0.6,93.27,0.0,0.0,,0.0,0.0,25.1,16.5,360.0,1021.4,100.0,2.8,23.0,0,0,1,0,0,0
45,652.0,493.669947,,25.6999975,2025-02-13 12:00:00,2025-02-13 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 12:00:00,-0.1,-5.3,-1.1,93.3,0.0,0.0,,0.0,0.0,27.8,19.4,360.0,1021.9,100.0,2.9,50.0,1,0,1,0,0,0
46,565.0,432.96,,22.55,2025-02-13 13:00:00,2025-02-13 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 13:00:00,-0.1,-3.7,-1.7,89.13,0.027,100.0,"rain,snow",0.0,0.0,28.4,10.8,345.0,1021.8,99.7,3.7,51.0,1,0,1,0,1,1
47,339.0,266.2700017,,13.0299999,2025-02-13 15:00:00,2025-02-13 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 15:00:00,-0.9,-5.3,-2.7,87.72,0.0,0.0,,0.0,0.0,18.2,13.7,360.0,1022.0,100.0,4.9,47.0,0,0,1,0,0,0
48,70.0,58.309999,,2.85999997,2025-02-13 16:00:00,2025-02-13 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-13 16:00:00,-0.9,-4.5,-2.9,86.22,0.0,0.0,,0.0,0.0,15.7,10.6,18.0,1022.1,99.4,5.0,37.0,0,0,1,0,0,0
49,19.0,15.590001,,0.66,2025-02-14 05:00:00,2025-02-14 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 05:00:00,-5.4,-5.4,-5.5,99.67,0.0,0.0,,0.0,0.0,4.1,0.8,304.0,1026.1,52.3,0.3,0.0,0,0,0,1,0,0
50,66.0,57.850002,,3.08000012,2025-02-14 06:00:00,2025-02-14 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 06:00:00,-5.3,-5.3,-5.4,99.3,0.0,0.0,,0.0,0.0,6.9,3.5,33.0,1026.8,12.9,0.3,0.0,0,1,0,0,0,0
51,19.0,18.0700004,,1.04,2025-02-14 07:00:00,2025-02-14 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 07:00:00,-3.7,-3.7,-3.9,98.57,0.0,0.0,,0.0,0.0,4.0,3.7,342.0,1026.9,99.2,1.9,0.0,0,0,1,0,0,0
52,28.0,21.3600003,,1.01999995,2025-02-14 10:00:00,2025-02-14 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 10:00:00,0.1,-2.0,-0.9,93.56,0.0,0.0,,0.0,0.0,10.5,6.2,27.0,1027.9,24.0,4.9,207.0,2,0,0,1,0,0
53,220.0,196.17,,10.91000005,2025-02-14 11:00:00,2025-02-14 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 11:00:00,0.7,-2.4,-0.6,90.6,0.0,0.0,,0.0,0.0,13.9,9.9,64.0,1028.3,78.7,5.7,129.0,1,0,0,1,0,0
54,2417.0,1983.899993,,102.2599993,2025-02-14 12:00:00,2025-02-14 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 12:00:00,1.0,-2.1,-0.5,89.51,0.0,0.0,,0.0,0.0,14.0,9.8,60.0,1028.8,96.5,6.9,132.0,1,0,1,0,0,0
55,43.0,32.67,,1.72,2025-02-14 13:00:00,2025-02-14 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 13:00:00,2.1,0.0,-0.4,83.79,0.0,0.0,,0.0,0.0,14.2,7.1,80.0,1028.7,85.7,7.9,142.0,1,0,0,1,0,0
56,1508.0,1190.910007,,59.8899996,2025-02-14 14:00:00,2025-02-14 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 14:00:00,2.5,0.5,-0.9,77.96,0.0,0.0,,0.0,0.0,11.0,7.2,124.0,1028.7,89.0,10.9,138.0,1,0,0,1,0,0
57,952.0,797.960003,,39.71,2025-02-14 15:00:00,2025-02-14 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 15:00:00,2.9,1.0,-1.3,74.22,0.0,0.0,,0.0,0.0,11.1,6.9,107.0,1028.4,24.6,11.6,141.0,1,0,0,1,0,0
58,34.0,27.780001,,1.19000004,2025-02-14 16:00:00,2025-02-14 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 16:00:00,3.1,1.2,-1.3,72.84,0.0,0.0,,0.0,0.0,11.6,7.0,88.0,1028.0,95.0,13.5,157.0,2,0,1,0,0,0
59,33.0,28.280001,,1.51000011,2025-02-14 17:00:00,2025-02-14 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 17:00:00,2.5,2.5,-0.8,78.99,0.0,0.0,,0.0,0.0,7.6,3.9,194.0,1027.9,94.4,14.4,26.0,0,0,1,0,0,0
60,39.0,29.1199995,,1.45000024,2025-02-14 18:00:00,2025-02-14 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 18:00:00,1.6,-0.2,-1.0,82.78,0.0,0.0,,0.0,0.0,10.6,6.2,196.0,1028.1,99.4,8.3,0.0,0,0,1,0,0,0
61,80.0,65.12,,3.20000016,2025-02-14 20:00:00,2025-02-14 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 20:00:00,0.8,0.8,-1.0,87.31,0.0,0.0,,0.0,0.0,3.7,3.5,291.0,1028.5,99.4,6.9,0.0,0,0,1,0,0,0
62,43.0,37.490005,,1.9700003,2025-02-15 07:00:00,2025-02-15 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 07:00:00,-1.2,-1.2,-1.5,97.48,0.0,0.0,,0.0,0.0,7.2,3.4,25.0,1025.6,100.0,3.3,0.0,0,0,1,0,0,0
63,7.0,5.5,,0.24,2025-02-15 10:00:00,2025-02-15 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 10:00:00,1.6,1.6,-0.4,86.92,0.0,0.0,,0.0,0.0,7.2,4.0,83.0,1025.2,100.0,7.5,112.0,1,0,1,0,0,0
64,6.0,5.06,,0.22,2025-02-15 11:00:00,2025-02-15 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 11:00:00,2.5,2.5,-0.5,80.47,0.0,0.0,,0.0,0.0,7.5,4.5,107.0,1025.0,100.0,9.5,160.0,2,0,1,0,0,0
65,155.0,121.7599967,,6.02999961,2025-02-15 12:00:00,2025-02-15 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 12:00:00,3.1,0.1,-3.2,63.47,0.0,0.0,,0.0,0.0,17.9,10.9,101.0,1024.1,100.0,23.0,151.0,2,0,1,0,0,0
66,52.0,40.639988,,1.8699998,2025-02-15 13:00:00,2025-02-15 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 13:00:00,3.0,0.8,-3.7,61.28,0.0,0.0,,0.0,0.0,15.1,7.9,122.0,1023.4,100.0,24.1,151.0,2,0,1,0,0,0
67,12.0,9.47,,0.4,2025-02-15 14:00:00,2025-02-15 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 14:00:00,3.0,0.8,-2.6,66.66,0.0,0.0,,0.0,0.0,11.9,8.0,142.0,1023.0,99.4,19.0,115.0,1,0,1,0,0,0
68,49.0,36.620001,,1.82999996,2025-02-15 16:00:00,2025-02-15 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 16:00:00,2.9,0.7,-3.4,63.28,0.0,0.0,,0.0,0.0,15.5,8.1,107.0,1022.0,99.4,27.8,90.0,1,0,1,0,0,0
69,67.0,53.31,,2.48,2025-02-15 18:00:00,2025-02-15 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 18:00:00,2.2,0.0,-3.9,64.38,0.0,0.0,,0.0,0.0,14.8,7.5,107.0,1022.0,100.0,26.0,0.0,0,0,1,0,0,0
70,7.0,5.97,,0.25,2025-02-15 19:00:00,2025-02-15 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 19:00:00,2.0,-1.0,-3.9,65.12,0.0,0.0,,0.0,0.0,21.8,10.2,114.0,1022.1,98.8,32.9,0.0,0,0,1,0,0,0
71,42.0,33.84,,1.7900001,2025-02-16 01:00:00,2025-02-16 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 01:00:00,0.5,-3.6,-3.3,75.92,0.0,0.0,,0.0,0.0,21.8,14.0,67.0,1021.4,99.5,12.0,0.0,0,0,1,0,0,0
72,9.0,7.87,,0.32999998,2025-02-16 06:00:00,2025-02-16 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 06:00:00,-0.5,-4.1,-3.3,81.43,0.0,0.0,,0.0,0.0,14.3,10.6,62.0,1021.1,99.4,24.7,0.0,0,0,1,0,0,0
73,26.0,27.37,,1.53,2025-02-16 10:00:00,2025-02-16 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 10:00:00,0.2,-4.7,-3.4,76.61,0.0,0.0,,0.0,0.0,28.5,17.9,62.0,1022.1,93.7,25.5,194.0,2,0,1,0,0,0
74,23.0,17.549999,,0.85000003,2025-02-16 11:00:00,2025-02-16 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 11:00:00,1.6,-3.4,-4.1,65.82,0.0,0.0,,0.0,0.0,28.7,21.4,71.0,1022.2,92.6,34.3,253.0,3,0,1,0,0,0
75,18.0,14.119999,,0.64000005,2025-02-17 02:00:00,2025-02-17 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 02:00:00,-2.8,-6.7,-5.1,84.02,0.0,0.0,,0.0,0.0,14.5,10.3,59.0,1024.1,12.4,19.3,0.0,0,1,0,0,0,0
76,25.0,22.360002,,1.2000001,2025-02-17 06:00:00,2025-02-17 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 06:00:00,-4.4,-7.5,-5.8,89.73,0.0,0.0,,0.0,0.0,10.9,7.1,58.0,1024.4,11.0,14.0,0.0,0,1,0,0,0,0
77,70.0,55.100001,,2.61999998,2025-02-17 11:00:00,2025-02-17 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 11:00:00,0.4,-2.2,-4.3,70.84,0.0,0.0,,0.0,0.0,11.1,7.7,81.0,1024.8,2.2,18.1,383.0,4,1,0,0,0,0
78,2311.0,1876.009773,,95.89998755,2025-02-17 12:00:00,2025-02-17 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 12:00:00,2.1,-0.2,-3.8,65.06,0.0,0.0,,0.0,0.0,11.4,7.9,61.0,1025.1,1.8,22.6,449.0,4,1,0,0,0,0
79,743.0,564.04998,,29.4999976,2025-02-17 13:00:00,2025-02-17 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 13:00:00,3.0,0.8,-4.6,57.29,0.0,0.0,,0.0,0.0,21.5,8.1,103.0,1024.5,1.8,30.3,472.0,5,1,0,0,0,0
80,1196.0,916.259825,,47.7499887,2025-02-17 14:00:00,2025-02-17 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 14:00:00,3.5,0.1,-5.5,51.47,0.0,0.0,,0.0,0.0,21.8,14.4,81.0,1024.1,1.8,27.8,442.0,4,1,0,0,0,0
81,2344.0,1866.039865,,94.5299906,2025-02-17 15:00:00,2025-02-17 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 15:00:00,3.8,0.4,-5.6,50.41,0.0,0.0,,0.0,0.0,22.4,14.4,79.0,1023.4,0.0,30.8,356.0,4,1,0,0,0,0
82,13.0,10.03,,0.44,2025-02-17 17:00:00,2025-02-17 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 17:00:00,2.7,-0.9,-6.4,51.09,0.0,0.0,,0.0,0.0,21.5,14.2,79.0,1023.2,0.0,33.6,55.0,1,1,0,0,0,0
83,26.0,20.379999,,0.90999997,2025-02-18 01:00:00,2025-02-18 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 01:00:00,-3.8,-7.0,-6.9,78.72,0.0,0.0,,0.0,0.0,11.7,7.8,61.0,1024.9,1.2,19.5,0.0,0,1,0,0,0,0
84,1119.0,879.150019,,44.57999869,2025-02-18 07:00:00,2025-02-18 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 07:00:00,-4.1,-8.4,-6.7,82.24,0.0,0.0,,0.0,0.0,17.8,10.5,78.0,1025.3,30.3,13.9,0.0,0,0,0,1,0,0
85,3420.0,2642.689968,,112.5999945,2025-02-18 10:00:00,2025-02-18 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 10:00:00,-1.2,-5.8,-6.0,69.73,0.0,0.0,,0.0,0.0,21.7,14.6,90.0,1026.2,18.7,16.8,290.0,3,1,0,0,0,0
86,821.0,619.40001,,29.2799996,2025-02-18 11:00:00,2025-02-18 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 11:00:00,0.7,-3.5,-5.8,61.79,0.0,0.0,,0.0,0.0,25.2,15.0,91.0,1026.2,60.0,24.7,377.0,4,0,0,1,0,0
87,1526.0,1180.0500003,,57.75999988,2025-02-18 12:00:00,2025-02-18 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 12:00:00,1.7,-3.2,-6.7,53.69,0.0,0.0,,0.0,0.0,32.3,21.2,99.0,1026.2,80.8,27.0,458.0,5,0,0,1,0,0
