Unnamed: 0,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,sample_size,location,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,Clear,Overcast,Partially cloudy,Rain,Snow
305,84.0,84.0,2025-03-07 20:00:00,2025-03-07 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-07 20:00:00,8.2,8.2,3.0,69.98,0.0,0.0,,0.0,0.0,7.3,3.7,115.0,1015.8,76.3,43.1,0.0,0,0,0,1,0,0
306,77.0,86.0,2025-03-07 21:00:00,2025-03-07 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-07 21:00:00,9.9,9.3,2.5,60.24,0.0,0.0,,0.0,0.0,10.1,6.2,116.0,1015.8,1.2,41.7,0.0,0,1,0,0,0,0
307,70.0,70.0,2025-03-07 22:00:00,2025-03-07 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-07 22:00:00,6.7,6.7,2.3,73.46,0.0,0.0,,0.0,0.0,7.6,3.9,114.0,1015.8,0.0,41.9,0.0,0,1,0,0,0,0
308,62.0,64.0,2025-03-07 23:00:00,2025-03-08 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-07 23:00:00,5.7,5.7,1.9,76.46,0.0,0.0,,0.0,0.0,7.5,3.9,116.0,1015.9,0.0,36.9,0.0,0,1,0,0,0,0
309,64.0,64.0,2025-03-08 00:00:00,2025-03-08 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 00:00:00,4.3,4.3,1.7,83.17,0.0,0.0,,0.0,0.0,4.2,3.9,88.0,1015.7,0.0,31.8,0.0,0,1,0,0,0,0
310,60.0,60.0,2025-03-08 01:00:00,2025-03-08 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 01:00:00,3.7,3.7,1.3,84.38,0.0,0.0,,0.0,0.0,4.3,3.5,106.0,1015.6,0.0,28.1,0.0,0,1,0,0,0,0
311,60.0,60.0,2025-03-08 02:00:00,2025-03-08 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 02:00:00,3.8,2.3,1.7,86.25,0.0,0.0,,0.0,0.0,6.9,6.2,106.0,1015.5,0.0,28.3,0.0,0,1,0,0,0,0
312,59.0,59.0,2025-03-08 03:00:00,2025-03-08 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 03:00:00,3.5,3.5,1.1,84.5,0.0,0.0,,0.0,0.0,6.9,3.6,112.0,1015.1,0.0,25.6,0.0,0,1,0,0,0,0
313,60.0,60.0,2025-03-08 04:00:00,2025-03-08 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 04:00:00,4.6,3.2,1.5,80.36,0.0,0.0,,0.0,0.0,7.2,6.3,116.0,1014.8,0.0,27.5,0.0,0,1,0,0,0,0
314,61.0,61.0,2025-03-08 05:00:00,2025-03-08 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 05:00:00,3.5,3.5,1.1,84.58,0.0,0.0,,0.0,0.0,7.1,3.7,113.0,1014.8,0.3,26.7,0.0,0,1,0,0,0,0
315,78.0,78.0,2025-03-08 06:00:00,2025-03-08 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-08 06:00:00,4.1,2.5,1.0,80.0,0.0,0.0,,0.0,0.0,10.4,6.6,105.0,1014.3,84.8,23.3,0.0,0,0,0,1,0,0
316,69.0,69.0,2025-03-14 13:00:00,2025-03-14 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-14 13:00:00,5.5,3.2,-2.2,57.8,0.005,100.0,rain,0.0,0.0,21.5,10.2,23.0,1009.9,91.3,38.4,532.0,5,0,1,0,1,0
317,66.0,69.0,2025-03-14 14:00:00,2025-03-14 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-14 14:00:00,6.4,4.8,-1.2,58.18,0.0,0.0,,0.0,0.0,15.3,7.9,72.0,1010.1,88.0,35.9,224.0,2,0,0,1,0,0
318,80.0,113.0,2025-03-15 16:00:00,2025-03-15 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-15 16:00:00,6.7,2.5,-1.3,56.36,0.0,0.0,,0.0,0.0,39.4,27.5,41.0,1019.0,55.4,38.8,165.0,2,0,0,1,0,0
319,103.0,113.0,2025-03-15 17:00:00,2025-03-15 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-15 17:00:00,7.4,3.7,-1.4,53.54,0.0,0.0,,0.0,0.0,35.7,24.3,40.0,1018.8,44.1,39.9,209.0,2,0,0,1,0,0
320,100.0,107.0,2025-03-15 18:00:00,2025-03-15 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-15 18:00:00,6.4,2.5,-1.3,57.69,0.0,0.0,,0.0,0.0,35.5,23.1,38.0,1019.2,55.8,39.2,43.0,0,0,0,1,0,0
321,80.0,95.0,2025-03-16 16:00:00,2025-03-16 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-16 16:00:00,9.8,7.3,-2.7,41.58,0.0,0.0,,0.0,0.0,29.0,17.8,23.0,1021.9,0.5,31.0,376.0,4,1,0,0,0,0
322,81.0,108.0,2025-03-16 17:00:00,2025-03-16 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-16 17:00:00,9.5,7.4,-4.2,37.76,0.0,0.0,,0.0,0.0,22.0,14.5,20.0,1021.8,0.0,36.1,232.0,2,1,0,0,0,0
323,74.0,90.0,2025-03-16 18:00:00,2025-03-16 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-16 18:00:00,8.1,5.3,-2.8,46.32,0.0,0.0,,0.0,0.0,25.3,16.9,6.0,1022.2,0.0,44.3,35.0,0,1,0,0,0,0
324,73.0,90.0,2025-03-17 10:00:00,2025-03-17 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 10:00:00,6.7,3.9,2.3,73.7,0.0,0.0,,0.0,0.0,24.7,14.3,68.0,1028.6,82.7,19.2,206.0,2,0,0,1,0,0
325,74.0,113.0,2025-03-17 11:00:00,2025-03-17 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 11:00:00,8.2,5.7,1.8,64.18,0.0,0.0,,0.0,0.0,25.2,15.0,54.0,1028.8,40.4,20.7,586.0,6,0,0,1,0,0
326,78.0,91.0,2025-03-17 12:00:00,2025-03-17 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 12:00:00,9.4,6.8,1.7,58.81,0.0,0.0,,0.0,0.0,29.0,18.8,57.0,1028.9,81.0,24.8,125.0,1,0,0,1,0,0
327,73.0,103.0,2025-03-17 13:00:00,2025-03-17 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 13:00:00,9.9,7.1,0.1,50.64,0.0,0.0,,0.0,0.0,35.8,21.7,63.0,1028.9,73.0,38.2,206.0,2,0,0,1,0,0
328,76.0,88.0,2025-03-17 14:00:00,2025-03-17 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 14:00:00,10.0,10.0,-1.3,45.21,0.0,0.0,,0.0,0.0,32.5,24.5,70.0,1028.5,17.2,31.2,606.0,6,1,0,0,0,0
329,74.0,84.0,2025-03-17 15:00:00,2025-03-17 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 15:00:00,10.1,10.1,-1.7,43.76,0.0,0.0,,0.0,0.0,25.8,15.2,96.0,1028.2,5.4,35.5,507.0,5,1,0,0,0,0
330,84.0,99.0,2025-03-17 16:00:00,2025-03-17 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 16:00:00,10.1,10.1,-2.8,40.25,0.0,0.0,,0.0,0.0,29.4,18.2,78.0,1028.2,5.8,35.4,377.0,4,1,0,0,0,0
331,89.0,111.0,2025-03-17 17:00:00,2025-03-17 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 17:00:00,9.6,6.7,-4.9,35.55,0.0,0.0,,0.0,0.0,32.2,21.6,61.0,1028.0,0.0,41.6,219.0,2,1,0,0,0,0
332,95.0,104.0,2025-03-17 18:00:00,2025-03-17 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-17 18:00:00,8.7,5.4,-6.3,34.08,0.0,0.0,,0.0,0.0,38.7,24.0,60.0,1028.2,1.8,44.0,138.0,1,1,0,0,0,0
333,61.0,86.0,2025-03-19 15:00:00,2025-03-19 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-19 15:00:00,17.9,17.9,2.9,36.85,0.0,0.0,,0.0,0.0,18.7,9.5,160.0,1023.0,0.0,10.0,501.0,5,1,0,0,0,0
334,74.0,113.0,2025-03-19 16:00:00,2025-03-19 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-19 16:00:00,18.9,18.9,2.9,34.69,0.0,0.0,,0.0,0.0,18.4,12.9,200.0,1022.0,17.7,10.0,401.0,4,1,0,0,0,0
335,98.0,114.0,2025-03-19 17:00:00,2025-03-19 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-19 17:00:00,17.9,17.9,2.0,34.44,0.0,0.0,,0.0,0.0,16.9,16.3,199.0,1022.0,0.0,10.0,224.0,2,1,0,0,0,0
336,103.0,106.0,2025-03-19 18:00:00,2025-03-19 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-19 18:00:00,16.9,16.9,1.1,34.41,0.0,0.0,,0.0,0.0,15.8,11.0,199.0,1022.0,0.0,10.0,44.0,0,1,0,0,0,0
337,87.0,87.0,2025-03-22 06:00:00,2025-03-22 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 06:00:00,12.9,12.9,5.0,58.9,0.1,100.0,rain,0.0,0.0,16.6,7.7,42.0,1005.0,99.5,10.0,0.0,0,0,1,0,1,0
338,92.0,92.0,2025-03-22 07:00:00,2025-03-22 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 07:00:00,13.8,13.8,5.0,55.15,0.1,100.0,rain,0.0,0.0,13.7,9.6,80.0,1005.0,99.8,10.0,19.0,0,0,1,0,1,0
339,87.0,87.0,2025-03-22 08:00:00,2025-03-22 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 08:00:00,13.8,13.8,5.0,55.12,0.0,0.0,,0.0,0.0,16.6,14.6,90.0,1004.0,98.2,10.0,105.0,1,0,1,0,0,0
340,93.0,93.0,2025-03-22 09:00:00,2025-03-22 10:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 09:00:00,13.9,13.9,5.0,54.83,0.0,0.0,,0.0,0.0,16.9,13.0,100.0,1004.0,98.8,10.0,142.0,1,0,1,0,0,0
341,96.0,96.0,2025-03-22 10:00:00,2025-03-22 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 10:00:00,14.9,14.9,5.0,51.32,0.0,0.0,,0.0,0.0,20.5,11.3,119.0,1004.0,98.8,10.0,220.0,2,0,1,0,0,0
342,93.0,93.0,2025-03-22 11:00:00,2025-03-22 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 11:00:00,15.9,15.9,5.9,51.33,0.0,0.0,,0.0,0.0,20.5,11.4,129.0,1004.0,98.8,10.0,501.0,5,0,1,0,0,0
343,104.0,104.0,2025-03-22 12:00:00,2025-03-22 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 12:00:00,18.8,18.8,6.0,42.97,0.0,0.0,,0.0,0.0,23.0,11.6,95.0,1003.0,99.7,10.0,547.0,5,0,1,0,0,0
344,100.0,100.0,2025-03-22 13:00:00,2025-03-22 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 13:00:00,19.8,19.8,7.9,46.21,0.0,0.0,,0.0,0.0,31.3,16.6,149.0,1003.0,99.3,10.0,289.0,3,0,1,0,0,0
345,102.0,102.0,2025-03-22 14:00:00,2025-03-22 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 14:00:00,18.0,18.0,7.9,51.78,0.0,0.0,,0.0,0.0,33.1,18.1,177.0,1002.0,99.3,10.0,199.0,2,0,1,0,0,0
346,104.0,104.0,2025-03-22 15:00:00,2025-03-22 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 15:00:00,17.0,17.0,7.9,54.8,0.1,100.0,rain,0.0,0.0,36.0,14.8,169.0,1002.0,98.5,10.0,243.0,2,0,1,0,1,0
347,91.0,91.0,2025-03-22 16:00:00,2025-03-22 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 16:00:00,18.9,18.9,7.9,48.78,0.0,0.0,rain,0.0,0.0,36.4,16.4,132.0,1001.0,52.9,10.0,231.0,2,0,0,1,0,0
348,83.0,83.0,2025-03-22 17:00:00,2025-03-22 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 17:00:00,17.9,17.9,7.9,51.89,0.0,0.0,,0.0,0.0,30.6,14.5,138.0,1001.0,99.4,10.0,170.0,2,0,1,0,0,0
349,76.0,76.0,2025-03-22 18:00:00,2025-03-22 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 18:00:00,17.9,17.9,7.9,51.93,0.0,0.0,,0.0,0.0,25.6,15.9,158.0,1001.0,99.4,10.0,74.0,1,0,1,0,0,0
350,74.0,74.0,2025-03-22 19:00:00,2025-03-22 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 19:00:00,15.9,15.9,7.1,55.74,0.0,0.0,,0.0,0.0,8.6,3.9,123.0,1001.0,99.3,10.0,10.0,0,0,1,0,0,0
351,70.0,77.0,2025-03-22 20:00:00,2025-03-22 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 20:00:00,13.9,13.9,9.9,76.46,0.0,0.0,,0.0,0.0,21.6,7.6,91.0,1001.0,86.6,10.0,0.0,0,0,0,1,0,0
352,80.0,80.0,2025-03-22 21:00:00,2025-03-22 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-03-22 21:00:00,13.9,13.9,8.9,72.08,0.0,0.0,rain,0.0,0.0,14.8,7.6,82.0,1001.0,99.7,10.0,0.0,0,0,1,0,0,0
