com.samsung.shealth.breathing,6293007,4
duration,create_sh_ver,start_time,exhale_hold_duration,custom,modify_sh_ver,update_time,create_time,exhale_duration,type,cycle,time_offset,deviceuuid,inhale_hold_duration,pkg_name,end_time,datauuid,inhale_duration
14,,2025-02-18 21:15:43.000,,,,2025-02-18 21:15:57.000,2025-02-18 21:15:57.000,,,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 21:15:57.000,fbcf4449-6a27-92e8-00ba-f14c5baf6baf,,
