com.samsung.shealth.sleep_raw_data,6292001,2
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_uuid,data,version,deviceuuid,pkg_name,datauuid
100032,100032,2025-02-17 21:04:14.000,2025-02-17 21:04:14.000,00353839-3137-3837-3931-363839333731,00323334-3536-3937-3931-363839333731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3937-3931-363839333731,
100032,100032,2025-02-18 21:59:13.000,2025-02-18 21:59:13.000,00353839-3137-3234-3530-353939333731,00323334-3536-3334-3530-353939333731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3334-3530-353939333731,
100032,100032,2025-02-19 23:06:12.000,2025-02-19 23:06:12.000,00353839-3137-3137-3631-333030343731,00323334-3536-3237-3631-333030343731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3237-3631-333030343731,
100032,100032,2025-02-20 22:40:21.000,2025-02-20 22:40:21.000,00353839-3137-3637-3738-313130343731,00323334-3536-3737-3738-313130343731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3737-3738-313130343731,
100032,100032,2025-02-21 06:47:31.000,2025-02-21 06:47:31.000,00353839-3137-3631-3336-323130343731,00323334-3536-3731-3336-323130343731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3731-3336-323130343731,
100032,100032,2025-02-21 23:18:48.000,2025-02-21 23:18:48.000,00353839-3137-3639-3634-303230343731,00323334-3536-3739-3634-303230343731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3739-3634-303230343731,
100032,100032,2025-02-22 21:48:08.000,2025-02-22 21:48:08.000,00353839-3137-3934-3231-393230343731,00323334-3536-3035-3231-393230343731.data.json,1,MhLCbMNGdz,com.sec.android.app.shealth,00323334-3536-3035-3231-393230343731,
