com.samsung.shealth.food_goal,6292001,2
update_time,create_time,goal_value,goal_by,time_offset,deviceuuid,comment,pkg_name,set_time,datauuid,goal_type
1970-01-01 00:00:00.000,2025-01-14 15:16:00.791,550.0,6,UTC+0000,MhLCbMNGdz,,com.sec.android.app.shealth,0,35323962-315f-3036-3737-363836333731,0,
