com.samsung.health.floors_climbed,6293007,6
start_time,custom,update_time,create_time,floor,raw_data,time_offset,deviceuuid,pkg_name,end_time,datauuid
2025-02-18 14:50:01.000,,1991-02-12 07:51:53.000,2025-02-18 21:52:26.000,7.08,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-18 21:52:26.000,33353130-315f-3634-3535-313939333731,
2025-02-18 23:00:00.000,,1991-02-12 07:51:53.000,2025-02-19 08:42:54.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:42:54.000,37383632-315f-3437-3534-353939333731,
2025-02-18 23:00:00.000,,2025-02-19 08:43:12.000,2025-02-19 08:43:12.000,0.0,63383632-315f-3239-3534-353939333731.raw_data.json,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:43:12.000,63383632-315f-3239-3534-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:43:19.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:43:19.000,65383632-315f-3939-3534-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:45:05.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:45:05.000,38613632-315f-3530-3734-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:45:10.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:45:10.000,39613632-315f-3031-3734-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:49:17.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:49:17.000,35653632-315f-3735-3934-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:57:07.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:57:07.000,37353732-315f-3732-3435-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 08:59:20.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 08:59:20.000,38373732-315f-3036-3535-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 09:35:15.000,1.24,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 09:35:15.000,35383932-315f-3531-3737-353939333731,
2025-02-19 08:42:01.000,,1991-02-12 07:51:53.000,2025-02-19 09:37:56.000,2.3999999,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 09:37:56.000,64613932-315f-3637-3837-353939333731,
2025-02-19 08:42:01.000,,2025-02-19 09:39:31.000,2025-02-19 09:39:31.000,2.3999999,34633932-315f-3137-3937-353939333731.raw_data.json,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 09:39:31.000,34633932-315f-3137-3937-353939333731,
2025-02-19 09:38:01.000,,1991-02-12 07:51:53.000,2025-02-19 09:41:03.000,2.3999999,,UTC+0100,MhLCbMNGdz,com.sec.android.app.shealth,2025-02-19 09:41:03.000,61643932-315f-3336-3038-353939333731,
