com.samsung.shealth.step_daily_trend,6292001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
cce8da7a-0120-4acd-bd58-67abbc1bbdbe.binning_data.json,2025-02-17 21:07:41.536,2025-02-17 05:53:02.899,com.sec.android.app.shealth,-2,5317,1.4862342,4051.8555,189.90718,VfS0qUERdZ,com.sec.android.app.shealth,cce8da7a-0120-4acd-bd58-67abbc1bbdbe,1739750400000,
e09d2fa3-594f-4775-a17f-009bbb816307.binning_data.json,2025-02-17 23:00:10.440,2025-02-17 23:00:10.440,com.sec.android.app.shealth,0,3143,1.3281069,2378.49,98.45,R0X8Tl1DGH,com.sec.android.app.shealth,e09d2fa3-594f-4775-a17f-009bbb816307,1739750400000,
093d3680-3180-4210-a883-b90d718375f9.binning_data.json,2025-02-17 23:00:10.718,2025-02-17 23:00:10.718,com.sec.android.app.shealth,25,4870,1.7200955,3726.8735,185.09363,MhLCbMNGdz,com.sec.android.app.shealth,093d3680-3180-4210-a883-b90d718375f9,1739750400000,
ac958aaf-e78c-42c9-aaac-1ef49c8b0f2f.binning_data.json,2025-02-18 22:02:58.907,2025-02-18 07:07:15.888,com.sec.android.app.shealth,-2,7030,1.464194,5303.154,217.77739,VfS0qUERdZ,com.sec.android.app.shealth,ac958aaf-e78c-42c9-aaac-1ef49c8b0f2f,1739836800000,
6d62f4b9-0b28-4fc2-8996-49e452e17457.binning_data.json,2025-02-18 23:00:00.549,2025-02-18 23:00:00.549,com.sec.android.app.shealth,0,5155,1.3193038,3883.92,156.17,R0X8Tl1DGH,com.sec.android.app.shealth,6d62f4b9-0b28-4fc2-8996-49e452e17457,1739836800000,
fd06deb4-60cc-43f6-b57d-7c97a4de82f2.binning_data.json,2025-02-18 23:00:00.841,2025-02-18 23:00:00.841,com.sec.android.app.shealth,25,6744,2.028676,5071.6904,197.77322,MhLCbMNGdz,com.sec.android.app.shealth,fd06deb4-60cc-43f6-b57d-7c97a4de82f2,1739836800000,
d9dc831d-5f0d-45a6-8b2b-ef7916bc9b42.binning_data.json,2025-02-19 22:36:05.753,2025-02-19 08:40:08.222,com.sec.android.app.shealth,-2,6493,1.5159832,4962.1167,220.12468,VfS0qUERdZ,com.sec.android.app.shealth,d9dc831d-5f0d-45a6-8b2b-ef7916bc9b42,1739923200000,
f26318d6-9dd8-4a55-bdcd-db92a561e49c.binning_data.json,2025-02-19 23:00:00.765,2025-02-19 23:00:00.765,com.sec.android.app.shealth,0,4613,1.3928465,3514.51,141.59999,R0X8Tl1DGH,com.sec.android.app.shealth,f26318d6-9dd8-4a55-bdcd-db92a561e49c,1739923200000,
a8a9d91b-0c47-4b84-9037-c3a2016a95e9.binning_data.json,2025-02-19 23:00:01.055,2025-02-19 23:00:01.055,com.sec.android.app.shealth,25,5997,1.834898,4587.245,210.46051,MhLCbMNGdz,com.sec.android.app.shealth,a8a9d91b-0c47-4b84-9037-c3a2016a95e9,1739923200000,
abaf2dc0-3090-40c8-b05b-a69050eaabbe.binning_data.json,2025-02-20 22:20:14.811,2025-02-20 06:01:33.903,com.sec.android.app.shealth,-2,19564,1.9306805,17117.271,807.7634,VfS0qUERdZ,com.sec.android.app.shealth,abaf2dc0-3090-40c8-b05b-a69050eaabbe,1740009600000,
93ed7b2d-e646-4d09-a62a-aac7990cdf81.binning_data.json,2025-02-20 23:00:00.958,2025-02-20 23:00:00.958,com.sec.android.app.shealth,0,16594,1.8075951,14838.38,711.0299,R0X8Tl1DGH,com.sec.android.app.shealth,93ed7b2d-e646-4d09-a62a-aac7990cdf81,1740009600000,
589f3bb3-ec3f-4a4d-a873-ed00fb25c4d5.binning_data.json,2025-02-20 23:00:01.299,2025-02-20 23:00:01.299,com.sec.android.app.shealth,25,10951,2.1325567,8281.428,341.66327,MhLCbMNGdz,com.sec.android.app.shealth,589f3bb3-ec3f-4a4d-a873-ed00fb25c4d5,1740009600000,
7d8fe1bc-0531-46f2-9d32-47c1d18d1d03.binning_data.json,2025-02-21 22:59:30.223,2025-02-21 08:40:17.998,com.sec.android.app.shealth,-2,9186,1.3778294,7177.9956,341.00204,VfS0qUERdZ,com.sec.android.app.shealth,7d8fe1bc-0531-46f2-9d32-47c1d18d1d03,1740096000000,
9d28795c-7f11-43c4-939c-927a238d5c0e.binning_data.json,2025-02-21 23:00:02.190,2025-02-21 23:00:02.190,com.sec.android.app.shealth,0,5586,1.4750959,4431.45,216.40997,R0X8Tl1DGH,com.sec.android.app.shealth,9d28795c-7f11-43c4-939c-927a238d5c0e,1740096000000,
5ba57ec7-550a-4698-95fc-6c0e9f8bc5e5.binning_data.json,2025-02-21 23:00:02.864,2025-02-21 23:00:02.864,com.sec.android.app.shealth,25,6650,1.3531343,5051.701,236.60608,MhLCbMNGdz,com.sec.android.app.shealth,5ba57ec7-550a-4698-95fc-6c0e9f8bc5e5,1740096000000,
666f4f61-4861-44b8-9063-ef3b048a2bb8.binning_data.json,2025-02-22 21:58:54.999,2025-02-21 23:17:52.920,com.sec.android.app.shealth,-2,18480,1.381572,13931.857,667.3996,VfS0qUERdZ,com.sec.android.app.shealth,666f4f61-4861-44b8-9063-ef3b048a2bb8,1740182400000,
6a769447-6f63-44a1-a1d6-786985334f89.binning_data.json,2025-02-22 23:00:00.886,2025-02-22 23:00:00.886,com.sec.android.app.shealth,0,16805,1.3112504,12651.39,618.83,R0X8Tl1DGH,com.sec.android.app.shealth,6a769447-6f63-44a1-a1d6-786985334f89,1740182400000,
f68327db-38e7-4649-aa9d-e829496f3b8c.binning_data.json,2025-02-22 23:00:01.258,2025-02-22 23:00:01.258,com.sec.android.app.shealth,25,11097,1.4920166,8380.16,349.97742,MhLCbMNGdz,com.sec.android.app.shealth,f68327db-38e7-4649-aa9d-e829496f3b8c,1740182400000,
c255ebc3-a354-43f8-abe3-6b46680948ef.binning_data.json,2025-02-23 21:56:12.620,2025-02-23 06:11:09.123,com.sec.android.app.shealth,-2,15918,1.5449661,11932.087,553.0725,VfS0qUERdZ,com.sec.android.app.shealth,c255ebc3-a354-43f8-abe3-6b46680948ef,1740268800000,
750ce44e-8349-4a92-bdc9-ffe315bbddcf.binning_data.json,2025-02-23 23:00:00.892,2025-02-23 23:00:00.892,com.sec.android.app.shealth,0,11528,1.1351801,8465.03,443.97998,R0X8Tl1DGH,com.sec.android.app.shealth,750ce44e-8349-4a92-bdc9-ffe315bbddcf,1740268800000,
a0eb98a8-78cc-422f-a859-3800dada9322.binning_data.json,2025-02-23 23:00:01.310,2025-02-23 23:00:01.310,com.sec.android.app.shealth,25,14408,2.0142398,10843.324,419.0913,MhLCbMNGdz,com.sec.android.app.shealth,a0eb98a8-78cc-422f-a859-3800dada9322,1740268800000,
a0011c74-7625-47aa-a95e-f4fc31d32c35.binning_data.json,2025-02-24 23:00:01.979,2025-02-23 23:12:20.985,com.sec.android.app.shealth,-2,4248,1.2895006,3187.31,159.74,VfS0qUERdZ,com.sec.android.app.shealth,a0011c74-7625-47aa-a95e-f4fc31d32c35,1740355200000,
269c14dc-475b-4d84-a61c-f028956484f7.binning_data.json,2025-02-24 23:00:01.469,2025-02-24 23:00:01.469,com.sec.android.app.shealth,0,4248,1.2895006,3187.31,159.74,R0X8Tl1DGH,com.sec.android.app.shealth,269c14dc-475b-4d84-a61c-f028956484f7,1740355200000,
d1beeaee-0fa6-4cca-af7c-09930b92284b.binning_data.json,2025-02-25 22:41:08.084,2025-02-25 08:07:55.969,com.sec.android.app.shealth,-2,5125,1.228455,3809.71,194.68,VfS0qUERdZ,com.sec.android.app.shealth,d1beeaee-0fa6-4cca-af7c-09930b92284b,1740441600000,
879a2330-6d6a-480f-a6bd-8550b005d31f.binning_data.json,2025-02-25 23:00:01.215,2025-02-25 23:00:01.215,com.sec.android.app.shealth,0,5125,1.228455,3809.71,194.68,R0X8Tl1DGH,com.sec.android.app.shealth,879a2330-6d6a-480f-a6bd-8550b005d31f,1740441600000,
8a8c15e3-0e92-42c1-942a-d3ac3d736613.binning_data.json,2025-02-26 20:50:09.375,2025-02-25 23:35:22.816,com.sec.android.app.shealth,-2,3986,1.2181026,2956.39,150.98,VfS0qUERdZ,com.sec.android.app.shealth,8a8c15e3-0e92-42c1-942a-d3ac3d736613,1740528000000,
b98d408e-335b-48f9-b37a-816c2db697b7.binning_data.json,2025-02-26 23:03:52.130,2025-02-26 23:03:52.130,com.sec.android.app.shealth,0,3986,1.2181026,2956.39,150.98,R0X8Tl1DGH,com.sec.android.app.shealth,b98d408e-335b-48f9-b37a-816c2db697b7,1740528000000,
21fc7f17-a9c8-43d9-aa99-080c353e1d8f.binning_data.json,2025-02-27 14:10:46.211,2025-02-26 23:13:28.931,com.sec.android.app.shealth,-2,5459,1.3644401,4138.19,207.57999,VfS0qUERdZ,com.sec.android.app.shealth,21fc7f17-a9c8-43d9-aa99-080c353e1d8f,1740614400000,
