com.samsung.shealth.exercise,6293007,16
live_data_internal,mission_value,race_target,subset_data,start_longitude,routine_datauuid,total_calorie,completion_status,pace_info_id,activity_type,pace_live_data,sensing_status,source_type,mission_type,ftp,tracking_status,program_id,title,reward_status,heart_rate_sample_count,start_latitude,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,custom_id,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.create_sh_ver,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.modify_sh_ver,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.auxiliary_devices,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
34626435-5f34-305f-3566-633437633736.live_data_internal.json,0,,,,,0.0,0,,,,34626435-5f34-305f-3566-633437633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1264000,,100032,0.0,,2025-03-04 18:56:53.000,1001,,0.0,0.0,92.0,30001,0.0,0.0,100032,111.0,2025-03-04 19:19:01.000,2025-03-04 19:19:01.000,0.0,1.8030002,95.0,85.0,2009,1476.0,0.0,96.0,144.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,34626435-5f34-305f-3566-633437633736.com.samsung.health.exercise.live_data.json,0.0,1.1714286,com.sec.android.app.shealth,,,,,2025-03-04 19:19:01.000,34626435-5f34-305f-3566-633437633736,,
38376637-5f34-305f-3065-613138633736.live_data_internal.json,0,,,,,0.0,0,,,,38376637-5f34-305f-3065-613138633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1780000,,100032,0.0,,2025-03-05 09:35:28.000,1001,,0.0,0.0,94.0,30001,0.0,0.0,100032,120.0,2025-03-05 10:06:41.000,2025-03-05 10:06:41.000,0.0,2.1,97.0,84.0,2901,2159.0,0.0,140.0,120.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,38376637-5f34-305f-3065-613138633736.com.samsung.health.exercise.live_data.json,0.0,1.2156532,com.sec.android.app.shealth,,,,,2025-03-05 10:06:41.000,38376637-5f34-305f-3065-613138633736,,
38643935-5f34-305f-6238-393238633736.live_data_internal.json,0,,,,,0.0,0,,,,38643935-5f34-305f-6238-393238633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,672000,,100032,0.0,,2025-03-05 10:38:03.000,1001,,0.0,0.0,86.0,30001,0.0,0.0,100032,95.0,2025-03-05 10:50:20.000,2025-03-05 10:50:20.000,0.0,1.691,74.0,78.0,829,613.0,0.0,48.0,138.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,38643935-5f34-305f-6238-393238633736.com.samsung.health.exercise.live_data.json,0.0,0.91220236,com.sec.android.app.shealth,,,,,2025-03-05 10:50:20.000,38643935-5f34-305f-6238-393238633736,,
38363834-5f34-305f-6163-363338633736.live_data_internal.json,0,,,,,0.0,0,,,,38363834-5f34-305f-6163-363338633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1105000,,100032,0.0,,2025-03-05 11:34:34.000,1001,,0.0,0.0,84.0,30001,0.0,0.0,100032,95.0,2025-03-05 11:54:10.000,2025-03-05 11:54:10.000,0.0,1.934,81.0,76.0,1493,1113.0,0.0,84.0,156.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,38363834-5f34-305f-6163-363338633736.com.samsung.health.exercise.live_data.json,0.0,1.0108992,com.sec.android.app.shealth,,,,,2025-03-05 11:54:10.000,38363834-5f34-305f-6163-363338633736,,
37613635-5f34-305f-6535-343438633736.live_data_internal.json,0,,,,,0.0,0,,,,37613635-5f34-305f-6535-343438633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1719000,,100032,0.0,,2025-03-05 12:32:30.000,1001,,0.0,0.0,81.0,30001,0.0,0.0,100032,101.0,2025-03-05 13:02:14.000,2025-03-05 13:02:14.000,0.0,1.7700001,89.0,71.0,2552,1899.0,0.0,139.0,150.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,37613635-5f34-305f-6535-343438633736.com.samsung.health.exercise.live_data.json,0.0,1.1072886,com.sec.android.app.shealth,,,,,2025-03-05 13:02:14.000,37613635-5f34-305f-6535-343438633736,,
66663762-5f34-305f-6664-653538633736.live_data_internal.json,0,,,,,0.0,0,,,,66663762-5f34-305f-6664-653538633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,932000,,100032,0.0,,2025-03-05 14:25:35.000,1001,,0.0,0.0,98.0,30001,0.0,0.0,100032,118.0,2025-03-05 14:42:18.000,2025-03-05 14:42:18.000,0.0,1.7850001,92.0,87.0,1440,1080.0,0.0,73.0,138.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,66663762-5f34-305f-6664-653538633736.com.samsung.health.exercise.live_data.json,0.0,1.1612903,com.sec.android.app.shealth,,,,,2025-03-05 14:42:18.000,66663762-5f34-305f-6664-653538633736,,
66333464-5f34-305f-3338-343739633736.live_data_internal.json,0,,,,,0.0,0,,,,66333464-5f34-305f-3338-343739633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1658000,,100032,0.0,,2025-03-06 10:10:11.000,1001,,0.0,0.0,87.0,30001,0.0,0.0,100032,109.0,2025-03-06 10:39:45.000,2025-03-06 10:39:45.000,0.0,2.0379999,85.0,82.0,2351,1750.0,0.0,129.0,144.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,66333464-5f34-305f-3338-343739633736.com.samsung.health.exercise.live_data.json,0.0,1.0554886,com.sec.android.app.shealth,,,,,2025-03-06 10:39:45.000,66333464-5f34-305f-3338-343739633736,,
62323561-5f34-305f-6530-373839633736.live_data_internal.json,0,,,,,0.0,0,,,,62323561-5f34-305f-6530-373839633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,2117000,,100032,0.0,,2025-03-06 11:29:18.000,1001,,0.0,0.0,89.0,30001,0.0,0.0,100032,108.0,2025-03-06 12:06:55.000,2025-03-06 12:06:55.000,0.0,1.9,86.0,76.0,3053,2258.0,0.0,162.0,108.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,62323561-5f34-305f-6530-373839633736.com.samsung.health.exercise.live_data.json,0.0,1.0681173,com.sec.android.app.shealth,,,,,2025-03-06 12:06:55.000,62323561-5f34-305f-6530-373839633736,,
31666162-5f34-305f-3061-623939633736.live_data_internal.json,0,,,,,0.0,0,,,,31666162-5f34-305f-3061-623939633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1999000,,100032,0.0,,2025-03-06 12:57:04.000,1001,,0.0,0.0,99.0,30001,0.0,0.0,100032,148.0,2025-03-06 13:31:29.000,2025-03-06 13:31:29.000,0.0,1.8,88.0,73.0,2963,2199.0,0.0,152.0,138.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,31666162-5f34-305f-3061-623939633736.com.samsung.health.exercise.live_data.json,0.0,1.10005,com.sec.android.app.shealth,,,,,2025-03-06 13:31:29.000,31666162-5f34-305f-3061-623939633736,,
63663134-5f34-305f-6535-666339633736.live_data_internal.json,0,,,,,0.0,0,,,,63663134-5f34-305f-6535-666339633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1650000,,100032,0.0,,2025-03-06 16:37:50.000,1001,,0.0,0.0,100.0,30001,0.0,0.0,100032,143.0,2025-03-06 17:06:24.000,2025-03-06 17:06:24.000,0.0,1.8,97.0,79.0,2677,1987.0,0.0,138.0,120.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,63663134-5f34-305f-6535-666339633736.com.samsung.health.exercise.live_data.json,0.0,1.2079027,com.sec.android.app.shealth,,,,,2025-03-06 17:06:24.000,63663134-5f34-305f-6535-666339633736,,
39646636-5f34-305f-3533-646539633736.live_data_internal.json,0,,,,,0.0,0,,,,39646636-5f34-305f-3533-646539633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,2140000,,100032,0.0,,2025-03-06 18:45:09.000,1001,,0.0,0.0,96.0,30001,0.0,0.0,100032,127.0,2025-03-06 19:22:53.000,2025-03-06 19:22:53.000,0.0,1.7969999,95.0,85.0,3396,2518.0,0.0,167.0,132.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,39646636-5f34-305f-3533-646539633736.com.samsung.health.exercise.live_data.json,0.0,1.1782873,com.sec.android.app.shealth,,,,,2025-03-06 19:22:53.000,39646636-5f34-305f-3533-646539633736,,
61376632-5f34-305f-6666-656261633736.live_data_internal.json,0,,,,,0.0,0,,,,61376632-5f34-305f-6666-656261633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,632000,,100032,0.0,,2025-03-07 09:40:15.000,1001,,0.0,0.0,86.0,30001,0.0,0.0,100032,104.0,2025-03-07 09:51:53.000,2025-03-07 09:51:53.000,0.0,1.596,71.0,81.0,755,555.0,0.0,47.0,132.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,61376632-5f34-305f-6666-656261633736.com.samsung.health.exercise.live_data.json,0.0,0.87955624,com.sec.android.app.shealth,,,,,2025-03-07 09:51:53.000,61376632-5f34-305f-6666-656261633736,,
36393730-5f34-305f-3965-386361633736.live_data_internal.json,0,,,,,0.0,0,,,,36393730-5f34-305f-3965-386361633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,724000,,100032,0.0,,2025-03-07 10:22:33.000,1001,,0.0,0.0,89.0,30001,0.0,0.0,100032,111.0,2025-03-07 10:35:42.000,2025-03-07 10:35:42.000,0.0,1.8629999,59.0,73.0,719,535.0,0.0,52.0,132.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,36393730-5f34-305f-3965-386361633736.com.samsung.health.exercise.live_data.json,0.0,0.74099725,com.sec.android.app.shealth,,,,,2025-03-07 10:35:42.000,36393730-5f34-305f-3965-386361633736,,
39306535-5f34-305f-3531-636361633736.live_data_internal.json,0,,,,,0.0,0,,,,39306535-5f34-305f-3531-636361633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1624000,,100032,0.0,,2025-03-07 10:36:05.000,1001,,0.0,0.0,84.0,30001,0.0,0.0,100032,105.0,2025-03-07 12:03:47.000,2025-03-07 12:03:47.000,0.0,1.8,119.0,76.0,3236,2404.0,0.0,148.0,119.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,39306535-5f34-305f-3531-636361633736.com.samsung.health.exercise.live_data.json,0.0,1.4812076,com.sec.android.app.shealth,,,,,2025-03-07 12:03:47.000,39306535-5f34-305f-3531-636361633736,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1797000,,62930070,,,2025-03-07 13:09:03.000,1001,,,,,30001,,,62930070,,2025-03-07 13:51:01.857,2025-03-07 13:51:01.857,,1.3406667,,,3132,2349.24,,125.21,,,,UTC+0100,R0X8Tl1DGH,,,6360a118-ebff-4d81-b087-439fadfd01de.com.samsung.health.exercise.live_data.json,,1.3073123,com.sec.android.app.shealth,,,,,2025-03-07 13:39:00.000,6360a118-ebff-4d81-b087-439fadfd01de,,
63323037-5f34-305f-3366-666561633736.live_data_internal.json,0,,,,,0.0,0,,,,63323037-5f34-305f-3366-666561633736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,2591000,,100032,0.0,,2025-03-07 13:09:07.000,1001,,0.0,0.0,95.0,30001,0.0,0.0,100032,120.0,2025-03-07 13:54:46.000,2025-03-07 13:54:46.000,0.0,1.8,94.0,80.0,4078,3025.0,0.0,204.0,120.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,63323037-5f34-305f-3366-666561633736.com.samsung.health.exercise.live_data.json,0.0,1.1702127,com.sec.android.app.shealth,,,,,2025-03-07 13:54:46.000,63323037-5f34-305f-3366-666561633736,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62930070,,,2025-03-11 12:17:00.000,1001,,,,,30001,,,62930070,,2025-03-11 12:29:30.899,2025-03-11 12:29:30.899,,1.3888888,,,1114,843.33,,44.27,,,,UTC+0100,R0X8Tl1DGH,,,cdd613ce-3daf-460a-acb6-1fd5573f51d9.com.samsung.health.exercise.live_data.json,,1.2777728,com.sec.android.app.shealth,,,,,2025-03-11 12:28:00.000,cdd613ce-3daf-460a-acb6-1fd5573f51d9,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1080000,,62930070,,,2025-03-12 15:02:00.000,1001,,,,,30001,,,62930070,,2025-03-12 15:24:19.035,2025-03-12 15:24:19.035,,1.4175,,,1784,1353.64,,70.18,,,,UTC+0100,R0X8Tl1DGH,,,aa6b8a32-8b25-46d4-a5b9-8fc42ac01834.com.samsung.health.exercise.live_data.json,,1.2533704,com.sec.android.app.shealth,,,,,2025-03-12 15:20:00.000,aa6b8a32-8b25-46d4-a5b9-8fc42ac01834,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,799000,,62930070,,,2025-03-13 09:23:41.000,1001,,,,,30001,,,62930070,,2025-03-13 09:38:45.819,2025-03-13 09:38:45.819,,1.4881667,,,1514,1157.1,,57.530003,,,,UTC+0100,R0X8Tl1DGH,,,72588d23-ece3-4e20-aba7-848113765c8e.com.samsung.health.exercise.live_data.json,,1.4481852,com.sec.android.app.shealth,,,,,2025-03-13 09:37:00.000,72588d23-ece3-4e20-aba7-848113765c8e,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62930070,,,2025-03-13 11:15:00.000,1001,,,,,30001,,,62930070,,2025-03-13 11:28:01.331,2025-03-13 11:28:01.331,,1.7088904,,,1288,1002.31,,40.97,,,,UTC+0100,R0X8Tl1DGH,,,2e0c8bc1-2702-447a-a90b-8a10366cb743.com.samsung.health.exercise.live_data.json,,1.5186515,com.sec.android.app.shealth,,,,,2025-03-13 11:26:00.000,2e0c8bc1-2702-447a-a90b-8a10366cb743,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,2040000,,62930070,,,2025-03-16 12:31:00.000,1001,,,,,30001,,,62930070,,2025-03-16 13:11:23.050,2025-03-16 13:11:23.050,,1.4171666,,,3410,2566.45,,102.69,,,,UTC+0100,R0X8Tl1DGH,,,dc490703-280b-44cd-80f4-a0f674c518ba.com.samsung.health.exercise.live_data.json,,1.2580637,com.sec.android.app.shealth,,,,,2025-03-16 13:05:00.000,dc490703-280b-44cd-80f4-a0f674c518ba,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,955953,,62930070,,,2025-03-20 09:20:04.000,1001,,,,,30001,,,62930070,,2025-03-20 09:37:48.907,2025-03-20 09:37:48.907,,3.8195913,,,1546,1394.37,,63.87,,,,UTC+0100,R0X8Tl1DGH,,,1358268a-3b0c-45e8-82d6-a8bf604ba802.com.samsung.health.exercise.live_data.json,,1.4586178,com.sec.android.app.shealth,,,,,2025-03-20 09:36:00.000,1358268a-3b0c-45e8-82d6-a8bf604ba802,,
64643435-5f30-375f-3866-366165643736.live_data_internal.json,0,,,,,0.0,0,,,,64643435-5f30-375f-3866-366165643736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,2634000,,100032,0.0,,2025-03-22 12:03:04.000,0,,0.0,0.0,122.0,0,0.0,0.0,100032,138.0,2025-03-22 12:43:15.000,2025-03-22 12:43:15.000,0.0,0.0,0.0,93.0,0,0.0,0.0,316.0,0.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,64643435-5f30-375f-3866-366165643736.com.samsung.health.exercise.live_data.json,0.0,0.0,com.sec.android.app.shealth,,,,,2025-03-22 12:43:15.000,64643435-5f30-375f-3866-366165643736,,
64396534-5f30-375f-3766-666265643736.live_data_internal.json,0,,,,,0.0,0,,,,64396534-5f30-375f-3766-666265643736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,886000,,100032,0.0,,2025-03-22 13:49:43.000,0,,0.0,0.0,117.0,0,0.0,0.0,100032,139.0,2025-03-22 14:04:34.000,2025-03-22 14:04:34.000,0.0,0.0,0.0,99.0,0,0.0,0.0,87.0,0.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,64396534-5f30-375f-3766-666265643736.com.samsung.health.exercise.live_data.json,0.0,0.0,com.sec.android.app.shealth,,,,,2025-03-22 14:04:34.000,64396534-5f30-375f-3766-666265643736,,
64356535-5f30-375f-3061-626365643736.live_data_internal.json,0,,,,,0.0,0,,,,64356535-5f30-375f-3061-626365643736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1549000,,100032,0.0,,2025-03-22 14:39:28.000,0,,0.0,0.0,123.0,0,0.0,0.0,100032,147.0,2025-03-22 15:05:16.000,2025-03-22 15:05:16.000,0.0,0.0,0.0,103.0,0,0.0,0.0,178.0,0.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,64356535-5f30-375f-3061-626365643736.com.samsung.health.exercise.live_data.json,0.0,0.0,com.sec.android.app.shealth,,,,,2025-03-22 15:05:16.000,64356535-5f30-375f-3061-626365643736,,
34343233-5f30-375f-3162-346465643736.live_data_internal.json,0,,,,,0.0,0,,,,34343233-5f30-375f-3162-346465643736.sensing_status.json,4,0,,0,,,0,0,,0.0,,,,,,1559000,,100032,0.0,,2025-03-22 15:18:09.000,0,,0.0,0.0,120.0,0,0.0,0.0,100032,143.0,2025-03-22 15:44:06.000,2025-03-22 15:44:06.000,0.0,0.0,0.0,102.0,0,0.0,0.0,182.0,0.0,0.0,,UTC+0100,MhLCbMNGdz,0.0,,34343233-5f30-375f-3162-346465643736.com.samsung.health.exercise.live_data.json,0.0,0.0,com.sec.android.app.shealth,,,,,2025-03-22 15:44:06.000,34343233-5f30-375f-3162-346465643736,,
