com.samsung.shealth.tracker.pedometer_day_summary,6293007,6
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
62900750,4409,4ceb5163-63e7-4820-af50-a258f8469f2d.binning_data.json,2574164,6000,62900750,6,2025-01-28 18:49:17.988,com.sec.android.app.shealth,2025-01-28 07:15:20.681,4ceb5163-63e7-4820-af50-a258f8469f2d.source_info.json,1.2823151,3300.8901,135.52,4403,VfS0qUERdZ,com.sec.android.app.shealth,0,4ceb5163-63e7-4820-af50-a258f8469f2d.achievement.json,4ceb5163-63e7-4820-af50-a258f8469f2d,1738022400000,
62900750,4409,9fc19930-8a21-4fbe-9087-f780645ff650.binning_data.json,2574164,6000,62900750,6,2025-01-28 23:00:01.320,com.sec.android.app.shealth,2025-01-28 23:00:01.320,,1.2823151,3300.8901,135.52,4403,R0X8Tl1DGH,com.sec.android.app.shealth,0,9fc19930-8a21-4fbe-9087-f780645ff650.achievement.json,9fc19930-8a21-4fbe-9087-f780645ff650,1738022400000,
62900750,1684,49a849b9-1cab-4db8-bda7-625de73d8625.binning_data.json,975330,6000,62900750,11,2025-01-29 22:48:20.644,com.sec.android.app.shealth,2025-01-29 07:46:28.915,49a849b9-1cab-4db8-bda7-625de73d8625.source_info.json,1.308058,1275.7888,54.465332,1673,VfS0qUERdZ,com.sec.android.app.shealth,0,49a849b9-1cab-4db8-bda7-625de73d8625.achievement.json,49a849b9-1cab-4db8-bda7-625de73d8625,1738108800000,
62900750,1490,0b2a5fc8-e9e0-4a4c-8a4c-4a7bea207427.binning_data.json,866115,6000,62900750,1,2025-01-29 23:00:01.651,com.sec.android.app.shealth,2025-01-29 23:00:01.651,,1.2950345,1121.65,46.92,1489,R0X8Tl1DGH,com.sec.android.app.shealth,0,0b2a5fc8-e9e0-4a4c-8a4c-4a7bea207427.achievement.json,0b2a5fc8-e9e0-4a4c-8a4c-4a7bea207427,1738108800000,
62900750,275,c5dfe0b6-e29c-4ba9-9732-77f88df60d9f.binning_data.json,149999,6000,62900750,10,2025-01-29 23:00:02.404,com.sec.android.app.shealth,2025-01-29 23:00:02.404,,1.4303776,214.55664,10.439331,265,MhLCbMNGdz,com.sec.android.app.shealth,0,c5dfe0b6-e29c-4ba9-9732-77f88df60d9f.achievement.json,c5dfe0b6-e29c-4ba9-9732-77f88df60d9f,1738108800000,
62900750,4718,6e6260de-35ee-4700-b3d8-7cb509ad56f8.binning_data.json,2739769,6000,62900750,6,2025-01-30 23:00:01.248,com.sec.android.app.shealth,2025-01-29 23:12:00.823,6e6260de-35ee-4700-b3d8-7cb509ad56f8.source_info.json,1.2868946,3525.7942,147.53552,4712,VfS0qUERdZ,com.sec.android.app.shealth,0,6e6260de-35ee-4700-b3d8-7cb509ad56f8.achievement.json,6e6260de-35ee-4700-b3d8-7cb509ad56f8,1738195200000,
62900750,4367,e3c61e81-3447-46c8-8037-7b998544cf21.binning_data.json,2605300,6000,62900750,0,2025-01-30 23:00:00.976,com.sec.android.app.shealth,2025-01-30 23:00:00.976,,1.2510033,3259.24,134.56999,4367,R0X8Tl1DGH,com.sec.android.app.shealth,0,e3c61e81-3447-46c8-8037-7b998544cf21.achievement.json,e3c61e81-3447-46c8-8037-7b998544cf21,1738195200000,
62900750,483,72d8484a-cd48-4b7f-aafe-8aac510df448.binning_data.json,216666,6000,62900750,6,2025-01-30 23:00:01.307,com.sec.android.app.shealth,2025-01-30 23:00:01.307,,1.6825691,364.55664,17.288452,477,MhLCbMNGdz,com.sec.android.app.shealth,0,72d8484a-cd48-4b7f-aafe-8aac510df448.achievement.json,72d8484a-cd48-4b7f-aafe-8aac510df448,1738195200000,
62900750,4531,694c0636-7500-491f-8dfb-3bc3fe644b46.binning_data.json,2605123,6000,62900750,50,2025-01-31 18:51:39.788,com.sec.android.app.shealth,2025-01-30 23:08:16.567,694c0636-7500-491f-8dfb-3bc3fe644b46.source_info.json,1.325038,3451.8882,167.57684,4481,VfS0qUERdZ,com.sec.android.app.shealth,0,694c0636-7500-491f-8dfb-3bc3fe644b46.achievement.json,694c0636-7500-491f-8dfb-3bc3fe644b46,1738281600000,
62900750,4140,09730826-9dad-45c1-8209-ed35f53a7f40.binning_data.json,2350947,6000,62900750,38,2025-01-31 23:00:00.998,com.sec.android.app.shealth,2025-01-31 23:00:00.998,,1.3414887,3153.77,152.94,4102,R0X8Tl1DGH,com.sec.android.app.shealth,0,09730826-9dad-45c1-8209-ed35f53a7f40.achievement.json,09730826-9dad-45c1-8209-ed35f53a7f40,1738281600000,
62900750,577,2ab4219e-cc72-48c5-b4db-c24576afc411.binning_data.json,383333,6000,62900750,12,2025-01-31 23:00:01.215,com.sec.android.app.shealth,2025-01-31 23:00:01.215,,1.1421144,437.81055,21.20935,565,MhLCbMNGdz,com.sec.android.app.shealth,0,2ab4219e-cc72-48c5-b4db-c24576afc411.achievement.json,2ab4219e-cc72-48c5-b4db-c24576afc411,1738281600000,
62900750,18063,92a748f1-855f-4e68-b57a-d778a395b613.binning_data.json,9956181,6000,62900750,146,2025-02-01 23:00:01.135,com.sec.android.app.shealth,2025-02-01 06:15:09.113,92a748f1-855f-4e68-b57a-d778a395b613.source_info.json,1.3725476,13665.332,668.9783,17917,VfS0qUERdZ,com.sec.android.app.shealth,0,92a748f1-855f-4e68-b57a-d778a395b613.achievement.json,92a748f1-855f-4e68-b57a-d778a395b613,1738368000000,
62900750,15715,04632785-e4bb-4909-bb9a-ad448922ff73.binning_data.json,9052614,6000,62900750,0,2025-02-01 23:00:00.915,com.sec.android.app.shealth,2025-02-01 23:00:00.915,,1.307102,11832.69,577.75995,15715,R0X8Tl1DGH,com.sec.android.app.shealth,0,04632785-e4bb-4909-bb9a-ad448922ff73.achievement.json,04632785-e4bb-4909-bb9a-ad448922ff73,1738368000000,
62900750,10567,4a6c1ce5-1189-48cf-945f-d6369f39ab2f.binning_data.json,5350000,6000,62900750,220,2025-02-01 23:00:01.227,com.sec.android.app.shealth,2025-02-01 23:00:01.227,,1.4985251,8017.1094,388.74817,10347,MhLCbMNGdz,com.sec.android.app.shealth,0,4a6c1ce5-1189-48cf-945f-d6369f39ab2f.achievement.json,4a6c1ce5-1189-48cf-945f-d6369f39ab2f,1738368000000,
62900750,4074,0616aa67-742f-482d-b50b-dd8cbb36dece.binning_data.json,2385067,6000,62900750,31,2025-02-02 23:00:00.948,com.sec.android.app.shealth,2025-02-02 06:23:08.092,0616aa67-742f-482d-b50b-dd8cbb36dece.source_info.json,1.2868145,3069.1396,149.92596,4043,VfS0qUERdZ,com.sec.android.app.shealth,0,0616aa67-742f-482d-b50b-dd8cbb36dece.achievement.json,0616aa67-742f-482d-b50b-dd8cbb36dece,1738454400000,
62900750,2625,d6382b7b-0cb6-4ea7-8809-b04e13a3fe43.binning_data.json,1590844,6000,62900750,0,2025-02-02 23:00:00.747,com.sec.android.app.shealth,2025-02-02 23:00:00.747,,1.2263991,1951.01,97.31,2625,R0X8Tl1DGH,com.sec.android.app.shealth,0,d6382b7b-0cb6-4ea7-8809-b04e13a3fe43.achievement.json,d6382b7b-0cb6-4ea7-8809-b04e13a3fe43,1738454400000,
62900750,2403,f1abd419-911a-4617-827e-12dd4a61a518.binning_data.json,1416666,6000,62900750,31,2025-02-02 23:00:01.005,com.sec.android.app.shealth,2025-02-02 23:00:01.005,,1.2870014,1823.252,88.444214,2372,MhLCbMNGdz,com.sec.android.app.shealth,0,f1abd419-911a-4617-827e-12dd4a61a518.achievement.json,f1abd419-911a-4617-827e-12dd4a61a518,1738454400000,
62900750,1515,235fffc5-ba0e-4eb4-b80b-528d3cd6938c.binning_data.json,878342,6000,62900750,0,2025-02-03 23:00:01.932,com.sec.android.app.shealth,2025-02-03 09:03:15.144,235fffc5-ba0e-4eb4-b80b-528d3cd6938c.source_info.json,1.2958947,1138.24,55.56,1515,VfS0qUERdZ,com.sec.android.app.shealth,0,235fffc5-ba0e-4eb4-b80b-528d3cd6938c.achievement.json,235fffc5-ba0e-4eb4-b80b-528d3cd6938c,1738540800000,
62900750,1515,4937c319-e3a3-4fb7-be33-86ee41c19580.binning_data.json,878342,6000,62900750,0,2025-02-03 23:00:01.618,com.sec.android.app.shealth,2025-02-03 23:00:01.618,,1.2958947,1138.24,55.56,1515,R0X8Tl1DGH,com.sec.android.app.shealth,0,4937c319-e3a3-4fb7-be33-86ee41c19580.achievement.json,4937c319-e3a3-4fb7-be33-86ee41c19580,1738540800000,
62900750,5004,2b2e21da-45a7-4e9f-a3e3-18096b6eedaa.binning_data.json,2901558,6000,62900750,0,2025-02-04 23:00:00.835,com.sec.android.app.shealth,2025-02-04 07:39:56.467,2b2e21da-45a7-4e9f-a3e3-18096b6eedaa.source_info.json,1.2946182,3756.41,182.4,5004,VfS0qUERdZ,com.sec.android.app.shealth,0,2b2e21da-45a7-4e9f-a3e3-18096b6eedaa.achievement.json,2b2e21da-45a7-4e9f-a3e3-18096b6eedaa,1738627200000,
62900750,5004,e9ddeecd-e27d-46df-b4e3-2a2c7c9025ba.binning_data.json,2901558,6000,62900750,0,2025-02-04 23:00:00.588,com.sec.android.app.shealth,2025-02-04 23:00:00.588,,1.2946182,3756.41,182.4,5004,R0X8Tl1DGH,com.sec.android.app.shealth,0,e9ddeecd-e27d-46df-b4e3-2a2c7c9025ba.achievement.json,e9ddeecd-e27d-46df-b4e3-2a2c7c9025ba,1738627200000,
