step_count,distance_covered,speed,calories_burned,start_time_interval,end_time_interval,time_offset,test_subject
54,41.519997,,2.1299996,2025-02-10 12:32:00,2025-02-10 12:33:00,UTC+0100,1
6,7.16,,0.48,2025-02-10 12:57:00,2025-02-10 12:58:00,UTC+0100,1
7,8.34,,0.59,2025-02-10 13:05:00,2025-02-10 13:06:00,UTC+0100,1
91,70.94,,3.55,2025-02-10 13:14:00,2025-02-10 13:15:00,UTC+0100,1
79,61.62,,3.16,2025-02-10 13:15:00,2025-02-10 13:16:00,UTC+0100,1
111,85.799995,,4.4399996,2025-02-10 13:16:00,2025-02-10 13:17:00,UTC+0100,1
113,86.7,,4.5199995,2025-02-10 13:17:00,2025-02-10 13:18:00,UTC+0100,1
109,84.3,,4.35,2025-02-10 13:18:00,2025-02-10 13:19:00,UTC+0100,1
109,84.85,,4.33,2025-02-10 13:19:00,2025-02-10 13:20:00,UTC+0100,1
38,29.25,,1.45,2025-02-10 13:20:00,2025-02-10 13:21:00,UTC+0100,1
32,24.820002,,1.2,2025-02-10 13:21:00,2025-02-10 13:22:00,UTC+0100,1
50,37.87,,1.94,2025-02-10 13:22:00,2025-02-10 13:23:00,UTC+0100,1
102,78.68,,4.01,2025-02-10 13:23:00,2025-02-10 13:24:00,UTC+0100,1
120,91.98,,4.8,2025-02-10 13:24:00,2025-02-10 13:25:00,UTC+0100,1
116,88.41,,4.64,2025-02-10 13:25:00,2025-02-10 13:26:00,UTC+0100,1
88,67.08,,3.48,2025-02-10 13:26:00,2025-02-10 13:27:00,UTC+0100,1
108,83.1,,4.32,2025-02-10 13:27:00,2025-02-10 13:28:00,UTC+0100,1
59,44.91,,2.36,2025-02-10 13:28:00,2025-02-10 13:29:00,UTC+0100,1
9,7.03,,0.33,2025-02-10 13:29:00,2025-02-10 13:30:00,UTC+0100,1
12,10.36,,0.43,2025-02-10 14:19:00,2025-02-10 14:20:00,UTC+0100,1
12,10.09,,0.4,2025-02-10 14:33:00,2025-02-10 14:34:00,UTC+0100,1
13,10.610002,,0.4,2025-02-10 15:00:00,2025-02-10 15:01:00,UTC+0100,1
17,13.870001,,0.57,2025-02-10 15:58:00,2025-02-10 15:59:00,UTC+0100,1
32,28.199997,,1.3199995,2025-02-10 16:01:00,2025-02-10 16:02:00,UTC+0100,1
12,9.31,,0.4,2025-02-10 16:04:00,2025-02-10 16:05:00,UTC+0100,1
20,16.27,,0.72,2025-02-10 16:05:00,2025-02-10 16:06:00,UTC+0100,1
12,9.46,,0.44,2025-02-10 16:06:00,2025-02-10 16:07:00,UTC+0100,1
123,95.1,,4.89,2025-02-10 16:17:00,2025-02-10 16:18:00,UTC+0100,1
124,96.72,,4.96,2025-02-10 16:18:00,2025-02-10 16:19:00,UTC+0100,1
123,96.33,,4.92,2025-02-10 16:19:00,2025-02-10 16:20:00,UTC+0100,1
120,94.36,,4.86,2025-02-10 16:20:00,2025-02-10 16:21:00,UTC+0100,1
105,81.96,,4.2,2025-02-10 16:21:00,2025-02-10 16:22:00,UTC+0100,1
83,64.26,,3.29,2025-02-10 16:22:00,2025-02-10 16:23:00,UTC+0100,1
100,77.6,,3.91,2025-02-10 16:23:00,2025-02-10 16:24:00,UTC+0100,1
19,15.5,,0.71,2025-02-10 16:24:00,2025-02-10 16:25:00,UTC+0100,1
86,68.13,,3.3,2025-02-10 16:25:00,2025-02-10 16:26:00,UTC+0100,1
59,46.24,,2.23,2025-02-10 16:26:00,2025-02-10 16:27:00,UTC+0100,1
112,90.38,,4.14,2025-02-10 16:27:00,2025-02-10 16:28:00,UTC+0100,1
66,51.66,,2.46,2025-02-10 16:28:00,2025-02-10 16:29:00,UTC+0100,1
47,35.25,,1.81,2025-02-10 16:29:00,2025-02-10 16:30:00,UTC+0100,1
15,12.16,,0.53,2025-02-10 16:33:00,2025-02-10 16:34:00,UTC+0100,1
56,43.570004,,2.1699996,2025-02-10 16:34:00,2025-02-10 16:35:00,UTC+0100,1
2,1.56,,0.08,2025-02-10 16:35:00,2025-02-10 16:36:00,UTC+0100,1
10,8.06,,0.37,2025-02-10 16:42:00,2025-02-10 16:43:00,UTC+0100,1
10,7.9599996,,0.35999998,2025-02-10 16:47:00,2025-02-10 16:48:00,UTC+0100,1
9,7.09,,0.33,2025-02-10 16:49:00,2025-02-10 16:50:00,UTC+0100,1
18,13.989999,,0.68999994,2025-02-10 16:53:00,2025-02-10 16:54:00,UTC+0100,1
5,3.93,,0.19,2025-02-10 16:54:00,2025-02-10 16:55:00,UTC+0100,1
47,36.039997,,1.8299999,2025-02-10 17:03:00,2025-02-10 17:04:00,UTC+0100,1
77,60.39,,2.96,2025-02-10 17:06:00,2025-02-10 17:07:00,UTC+0100,1
29,22.02,,1.13,2025-02-10 17:07:00,2025-02-10 17:08:00,UTC+0100,1
105,84.93,,4.06,2025-02-10 17:08:00,2025-02-10 17:09:00,UTC+0100,1
18,14.09,,0.64,2025-02-10 17:09:00,2025-02-10 17:10:00,UTC+0100,1
40,29.81,,1.53,2025-02-10 17:10:00,2025-02-10 17:11:00,UTC+0100,1
33,26.17,,1.26,2025-02-10 17:11:00,2025-02-10 17:12:00,UTC+0100,1
15,11.62,,0.57,2025-02-10 17:12:00,2025-02-10 17:13:00,UTC+0100,1
35,27.44,,1.33,2025-02-10 17:13:00,2025-02-10 17:14:00,UTC+0100,1
6,4.41,,0.22,2025-02-10 17:16:00,2025-02-10 17:17:00,UTC+0100,1
38,29.27,,1.43,2025-02-10 17:29:00,2025-02-10 17:30:00,UTC+0100,1
17,13.27,,0.64,2025-02-10 17:30:00,2025-02-10 17:31:00,UTC+0100,1
59,46.5,,2.41,2025-02-10 17:31:00,2025-02-10 17:32:00,UTC+0100,1
56,43.25,,2.17,2025-02-10 17:32:00,2025-02-10 17:33:00,UTC+0100,1
69,56.53,,2.74,2025-02-10 17:33:00,2025-02-10 17:34:00,UTC+0100,1
143,132.41,,5.99,2025-02-10 17:34:00,2025-02-10 17:35:00,UTC+0100,1
44,37.53,,1.49,2025-02-10 17:35:00,2025-02-10 17:36:00,UTC+0100,1
46,36.3,,1.79,2025-02-10 17:36:00,2025-02-10 17:37:00,UTC+0100,1
33,24.65,,1.21,2025-02-10 17:37:00,2025-02-10 17:38:00,UTC+0100,1
36,28.62,,1.37,2025-02-10 17:39:00,2025-02-10 17:40:00,UTC+0100,1
19,15.6,,0.66,2025-02-10 17:40:00,2025-02-10 17:41:00,UTC+0100,1
73,58.4,,2.67,2025-02-10 17:41:00,2025-02-10 17:42:00,UTC+0100,1
31,23.57,,1.19,2025-02-10 17:42:00,2025-02-10 17:43:00,UTC+0100,1
52,39.3,,1.93,2025-02-10 17:43:00,2025-02-10 17:44:00,UTC+0100,1
78,59.33,,2.99,2025-02-10 17:46:00,2025-02-10 17:47:00,UTC+0100,1
70,59.51,,2.98,2025-02-10 17:47:00,2025-02-10 17:48:00,UTC+0100,1
56,43.88,,2.03,2025-02-10 17:48:00,2025-02-10 17:49:00,UTC+0100,1
16,12.78,,0.56,2025-02-10 17:49:00,2025-02-10 17:50:00,UTC+0100,1
14,9.89,,0.54,2025-02-10 17:50:00,2025-02-10 17:51:00,UTC+0100,1
19,15.4,,0.66,2025-02-10 17:51:00,2025-02-10 17:52:00,UTC+0100,1
36,29.23,,1.57,2025-02-10 17:52:00,2025-02-10 17:53:00,UTC+0100,1
20,16.03,,0.7,2025-02-10 17:53:00,2025-02-10 17:54:00,UTC+0100,1
33,26.24,,1.22,2025-02-10 17:54:00,2025-02-10 17:55:00,UTC+0100,1
66,54.44,,2.4,2025-02-10 17:55:00,2025-02-10 17:56:00,UTC+0100,1
93,76.7,,3.52,2025-02-10 17:56:00,2025-02-10 17:57:00,UTC+0100,1
81,65.23,,3.0,2025-02-10 17:57:00,2025-02-10 17:58:00,UTC+0100,1
49,38.24,,1.89,2025-02-10 17:59:00,2025-02-10 18:00:00,UTC+0100,1
7,5.7200003,,0.24000001,2025-02-10 18:16:00,2025-02-10 18:17:00,UTC+0100,1
7,5.38,,0.25,2025-02-11 00:37:00,2025-02-11 00:38:00,UTC+0100,1
15,11.739999,,0.57,2025-02-11 00:38:00,2025-02-11 00:39:00,UTC+0100,1
6,4.63,,0.21,2025-02-11 00:39:00,2025-02-11 00:40:00,UTC+0100,1
6,4.69,,0.21,2025-02-11 06:36:00,2025-02-11 06:37:00,UTC+0100,1
16,12.21,,0.58,2025-02-11 07:04:00,2025-02-11 07:05:00,UTC+0100,1
48,39.86,,1.98,2025-02-11 07:05:00,2025-02-11 07:06:00,UTC+0100,1
7,5.31,,0.25,2025-02-11 07:06:00,2025-02-11 07:07:00,UTC+0100,1
67,51.3,,2.58,2025-02-11 07:09:00,2025-02-11 07:10:00,UTC+0100,1
112,87.51,,4.48,2025-02-11 07:10:00,2025-02-11 07:11:00,UTC+0100,1
85,66.119995,,3.3899999,2025-02-11 07:11:00,2025-02-11 07:12:00,UTC+0100,1
13,9.9,,0.49,2025-02-11 07:15:00,2025-02-11 07:16:00,UTC+0100,1
6,4.94,,0.2,2025-02-11 07:16:00,2025-02-11 07:17:00,UTC+0100,1
87,67.63,,3.41,2025-02-11 07:36:00,2025-02-11 07:37:00,UTC+0100,1
99,79.33,,4.11,2025-02-11 07:37:00,2025-02-11 07:38:00,UTC+0100,1
127,99.06,,5.08,2025-02-11 07:38:00,2025-02-11 07:39:00,UTC+0100,1
126,98.31,,5.04,2025-02-11 07:39:00,2025-02-11 07:40:00,UTC+0100,1
124,96.15,,4.95,2025-02-11 07:40:00,2025-02-11 07:41:00,UTC+0100,1
38,29.94,,1.52,2025-02-11 07:41:00,2025-02-11 07:42:00,UTC+0100,1
22,17.199999,,0.80000013,2025-02-11 07:42:00,2025-02-11 07:43:00,UTC+0100,1
4,3.24,,0.16,2025-02-11 07:43:00,2025-02-11 07:44:00,UTC+0100,1
92,69.38,,3.5299997,2025-02-11 07:45:00,2025-02-11 07:46:00,UTC+0100,1
11,9.3,,0.4,2025-02-11 07:46:00,2025-02-11 07:47:00,UTC+0100,1
10,7.3099995,,0.37999997,2025-02-11 07:49:00,2025-02-11 07:50:00,UTC+0100,1
36,28.640001,,1.37,2025-02-11 07:50:00,2025-02-11 07:51:00,UTC+0100,1
15,11.440001,,0.55,2025-02-11 08:42:00,2025-02-11 08:43:00,UTC+0100,1
6,4.34,,0.22,2025-02-11 08:46:00,2025-02-11 08:47:00,UTC+0100,1
8,6.6899996,,0.28,2025-02-11 08:56:00,2025-02-11 08:57:00,UTC+0100,1
6,4.94,,0.19,2025-02-11 09:17:00,2025-02-11 09:18:00,UTC+0100,1
7,5.75,,0.23,2025-02-11 10:16:00,2025-02-11 10:17:00,UTC+0100,1
61,47.109978,,2.3799994,2025-02-11 10:26:00,2025-02-11 10:27:00,UTC+0100,1
49,37.829994,,1.9599992,2025-02-11 10:27:00,2025-02-11 10:28:00,UTC+0100,1
46,34.879997,,1.78,2025-02-11 10:29:00,2025-02-11 10:30:00,UTC+0100,1
108,83.88,,4.32,2025-02-11 10:30:00,2025-02-11 10:31:00,UTC+0100,1
13,9.56,,0.5,2025-02-11 10:31:00,2025-02-11 10:32:00,UTC+0100,1
70,53.46,,2.77,2025-02-11 10:32:00,2025-02-11 10:33:00,UTC+0100,1
79,60.37,,3.09,2025-02-11 10:33:00,2025-02-11 10:34:00,UTC+0100,1
13,9.94,,0.49,2025-02-11 10:34:00,2025-02-11 10:35:00,UTC+0100,1
59,45.04,,2.2699993,2025-02-11 10:35:00,2025-02-11 10:36:00,UTC+0100,1
39,29.449999,,1.52,2025-02-11 10:36:00,2025-02-11 10:37:00,UTC+0100,1
30,23.190006,,1.13,2025-02-11 10:37:00,2025-02-11 10:38:00,UTC+0100,1
12,9.08,,0.45999995,2025-02-11 10:38:00,2025-02-11 10:39:00,UTC+0100,1
21,16.429998,,0.7800001,2025-02-11 10:39:00,2025-02-11 10:40:00,UTC+0100,1
12,9.46,,0.45,2025-02-11 10:40:00,2025-02-11 10:41:00,UTC+0100,1
15,11.809999,,0.53999996,2025-02-11 10:49:00,2025-02-11 10:50:00,UTC+0100,1
10,7.84,,0.37,2025-02-11 10:50:00,2025-02-11 10:51:00,UTC+0100,1
6,4.94,,0.21,2025-02-11 10:53:00,2025-02-11 10:54:00,UTC+0100,1
6,4.72,,0.21,2025-02-11 10:56:00,2025-02-11 10:57:00,UTC+0100,1
17,13.13,,0.63,2025-02-11 10:57:00,2025-02-11 10:58:00,UTC+0100,1
14,10.929998,,0.53,2025-02-11 11:13:00,2025-02-11 11:14:00,UTC+0100,1
7,5.53,,0.24,2025-02-11 11:21:00,2025-02-11 11:22:00,UTC+0100,1
13,9.97,,0.46,2025-02-11 11:22:00,2025-02-11 11:23:00,UTC+0100,1
6,4.72,,0.21,2025-02-11 11:23:00,2025-02-11 11:24:00,UTC+0100,1
1,0.81,,0.04,2025-02-11 11:24:00,2025-02-11 11:25:00,UTC+0100,1
13,10.309999,,0.47999996,2025-02-11 11:25:00,2025-02-11 11:26:00,UTC+0100,1
15,11.75,,0.53,2025-02-11 11:26:00,2025-02-11 11:27:00,UTC+0100,1
6,4.94,,0.2,2025-02-11 11:28:00,2025-02-11 11:29:00,UTC+0100,1
15,12.550001,,0.55,2025-02-11 11:29:00,2025-02-11 11:30:00,UTC+0100,1
17,16.21,,0.91999996,2025-02-11 11:31:00,2025-02-11 11:32:00,UTC+0100,1
6,4.94,,0.2,2025-02-11 11:34:00,2025-02-11 11:35:00,UTC+0100,1
66,52.240013,,2.569999,2025-02-11 11:35:00,2025-02-11 11:36:00,UTC+0100,1
115,92.19002,,4.6799974,2025-02-11 11:36:00,2025-02-11 11:37:00,UTC+0100,1
25,28.63,,1.63,2025-02-11 11:37:00,2025-02-11 11:38:00,UTC+0100,1
87,156.58,,10.26,2025-02-11 11:40:00,2025-02-11 11:41:00,UTC+0100,1
8,6.09,,0.29,2025-02-11 11:42:00,2025-02-11 11:43:00,UTC+0100,1
10,8.02,,0.36999997,2025-02-11 12:03:00,2025-02-11 12:04:00,UTC+0100,1
8,6.53,,0.28,2025-02-11 12:13:00,2025-02-11 12:14:00,UTC+0100,1
65,50.34,,2.6,2025-02-11 12:19:00,2025-02-11 12:20:00,UTC+0100,1
21,15.04,,0.79,2025-02-11 12:20:00,2025-02-11 12:21:00,UTC+0100,1
111,84.72,,4.41,2025-02-11 12:21:00,2025-02-11 12:22:00,UTC+0100,1
1,0.78,,0.04,2025-02-11 12:22:00,2025-02-11 12:23:00,UTC+0100,1
19,16.73,,1.01,2025-02-11 12:23:00,2025-02-11 12:24:00,UTC+0100,1
86,67.15,,3.41,2025-02-11 12:24:00,2025-02-11 12:25:00,UTC+0100,1
76,58.98,,3.04,2025-02-11 12:25:00,2025-02-11 12:26:00,UTC+0100,1
110,85.70999,,4.3999987,2025-02-11 12:26:00,2025-02-11 12:27:00,UTC+0100,1
128,100.29,,5.12,2025-02-11 12:27:00,2025-02-11 12:28:00,UTC+0100,1
110,85.05,,4.4,2025-02-11 12:28:00,2025-02-11 12:29:00,UTC+0100,1
127,99.18,,5.08,2025-02-11 12:29:00,2025-02-11 12:30:00,UTC+0100,1
115,90.36,,4.57,2025-02-11 12:30:00,2025-02-11 12:31:00,UTC+0100,1
109,85.47,,4.36,2025-02-11 12:31:00,2025-02-11 12:32:00,UTC+0100,1
123,95.94,,4.92,2025-02-11 12:32:00,2025-02-11 12:33:00,UTC+0100,1
63,48.45,,2.49,2025-02-11 12:33:00,2025-02-11 12:34:00,UTC+0100,1
24,18.84,,0.93,2025-02-11 12:34:00,2025-02-11 12:35:00,UTC+0100,1
57,45.88,,2.43,2025-02-11 12:49:00,2025-02-11 12:50:00,UTC+0100,1
112,87.36,,4.48,2025-02-11 12:50:00,2025-02-11 12:51:00,UTC+0100,1
123,96.21,,4.92,2025-02-11 12:51:00,2025-02-11 12:52:00,UTC+0100,1
127,99.48,,5.08,2025-02-11 12:52:00,2025-02-11 12:53:00,UTC+0100,1
127,102.16,,5.24,2025-02-11 12:53:00,2025-02-11 12:54:00,UTC+0100,1
83,65.03,,3.39,2025-02-11 12:54:00,2025-02-11 12:55:00,UTC+0100,1
94,72.63,,3.76,2025-02-11 12:55:00,2025-02-11 12:56:00,UTC+0100,1
124,97.53,,4.96,2025-02-11 12:56:00,2025-02-11 12:57:00,UTC+0100,1
63,51.73,,2.72,2025-02-11 12:57:00,2025-02-11 12:58:00,UTC+0100,1
48,38.37,,1.89,2025-02-11 12:58:00,2025-02-11 12:59:00,UTC+0100,1
35,27.52,,1.36,2025-02-11 13:01:00,2025-02-11 13:02:00,UTC+0100,1
26,19.83,,1.01,2025-02-11 13:02:00,2025-02-11 13:03:00,UTC+0100,1
9,6.72,,0.33,2025-02-11 13:03:00,2025-02-11 13:04:00,UTC+0100,1
34,26.83,,1.3,2025-02-11 13:04:00,2025-02-11 13:05:00,UTC+0100,1
35,27.26,,1.45,2025-02-11 13:05:00,2025-02-11 13:06:00,UTC+0100,1
59,45.96,,2.31,2025-02-11 13:06:00,2025-02-11 13:07:00,UTC+0100,1
10,7.6799994,,0.37999997,2025-02-11 13:07:00,2025-02-11 13:08:00,UTC+0100,1
7,9.150001,,0.64,2025-02-11 13:30:00,2025-02-11 13:31:00,UTC+0100,1
14,12.690001,,0.69000006,2025-02-11 13:34:00,2025-02-11 13:35:00,UTC+0100,1
16,12.81,,0.57000005,2025-02-11 16:10:00,2025-02-11 16:11:00,UTC+0100,1
7,6.28,,0.3,2025-02-11 16:12:00,2025-02-11 16:13:00,UTC+0100,1
8,6.28,,0.29,2025-02-11 16:14:00,2025-02-11 16:15:00,UTC+0100,1
31,26.08,,1.41,2025-02-11 16:15:00,2025-02-11 16:16:00,UTC+0100,1
28,25.589998,,1.45,2025-02-11 16:16:00,2025-02-11 16:17:00,UTC+0100,1
55,43.34,,2.13,2025-02-11 16:18:00,2025-02-11 16:19:00,UTC+0100,1
111,86.90999,,4.4399996,2025-02-11 16:19:00,2025-02-11 16:20:00,UTC+0100,1
117,91.25992,,4.679997,2025-02-11 16:20:00,2025-02-11 16:21:00,UTC+0100,1
121,94.379944,,4.8399973,2025-02-11 16:21:00,2025-02-11 16:22:00,UTC+0100,1
88,73.17,,3.82,2025-02-11 16:22:00,2025-02-11 16:23:00,UTC+0100,1
71,61.52,,3.06,2025-02-11 16:23:00,2025-02-11 16:24:00,UTC+0100,1
103,80.22,,3.87,2025-02-11 16:24:00,2025-02-11 16:25:00,UTC+0100,1
59,45.08,,2.19,2025-02-11 16:25:00,2025-02-11 16:26:00,UTC+0100,1
18,14.31,,0.63,2025-02-11 16:26:00,2025-02-11 16:27:00,UTC+0100,1
56,43.65,,2.04,2025-02-11 16:27:00,2025-02-11 16:28:00,UTC+0100,1
57,43.74,,2.08,2025-02-11 16:28:00,2025-02-11 16:29:00,UTC+0100,1
18,17.32,,1.07,2025-02-11 16:29:00,2025-02-11 16:30:00,UTC+0100,1
28,20.96,,1.05,2025-02-11 16:30:00,2025-02-11 16:31:00,UTC+0100,1
62,61.72,,3.45,2025-02-11 16:31:00,2025-02-11 16:32:00,UTC+0100,1
23,17.32,,0.85,2025-02-11 16:32:00,2025-02-11 16:33:00,UTC+0100,1
78,60.41,,2.88,2025-02-11 16:33:00,2025-02-11 16:34:00,UTC+0100,1
61,47.09,,2.3,2025-02-11 16:34:00,2025-02-11 16:35:00,UTC+0100,1
59,45.59,,2.2,2025-02-11 16:35:00,2025-02-11 16:36:00,UTC+0100,1
73,54.73,,2.69,2025-02-11 16:36:00,2025-02-11 16:37:00,UTC+0100,1
20,15.15,,0.73,2025-02-11 16:37:00,2025-02-11 16:38:00,UTC+0100,1
15,11.39,,0.56,2025-02-11 16:38:00,2025-02-11 16:39:00,UTC+0100,1
93,74.52,,3.93,2025-02-11 16:39:00,2025-02-11 16:40:00,UTC+0100,1
107,103.93,,6.02,2025-02-11 16:40:00,2025-02-11 16:41:00,UTC+0100,1
20,16.630001,,0.9200002,2025-02-11 16:41:00,2025-02-11 16:42:00,UTC+0100,1
69,52.12,,2.65,2025-02-11 16:42:00,2025-02-11 16:43:00,UTC+0100,1
20,15.359997,,0.7800001,2025-02-11 16:43:00,2025-02-11 16:44:00,UTC+0100,1
9,6.9300003,,0.32999998,2025-02-11 16:44:00,2025-02-11 16:45:00,UTC+0100,1
17,12.71,,0.65,2025-02-11 16:45:00,2025-02-11 16:46:00,UTC+0100,1
27,20.98,,1.01,2025-02-11 16:54:00,2025-02-11 16:55:00,UTC+0100,1
10,7.62,,0.37,2025-02-11 17:04:00,2025-02-11 17:05:00,UTC+0100,1
91,70.179985,,3.5299978,2025-02-11 17:05:00,2025-02-11 17:06:00,UTC+0100,1
34,26.609999,,1.3599999,2025-02-11 17:06:00,2025-02-11 17:07:00,UTC+0100,1
113,110.68,,6.51,2025-02-11 17:07:00,2025-02-11 17:08:00,UTC+0100,1
47,38.18,,1.79,2025-02-11 17:08:00,2025-02-11 17:09:00,UTC+0100,1
78,70.09,,3.71,2025-02-11 17:09:00,2025-02-11 17:10:00,UTC+0100,1
63,55.75,,2.82,2025-02-11 17:10:00,2025-02-11 17:11:00,UTC+0100,1
104,89.72,,4.89,2025-02-11 17:11:00,2025-02-11 17:12:00,UTC+0100,1
93,73.559975,,3.6399977,2025-02-11 17:12:00,2025-02-11 17:13:00,UTC+0100,1
82,67.29002,,3.2299988,2025-02-11 17:13:00,2025-02-11 17:14:00,UTC+0100,1
39,29.699997,,1.56,2025-02-11 17:14:00,2025-02-11 17:15:00,UTC+0100,1
30,23.919998,,1.1299999,2025-02-11 18:03:00,2025-02-11 18:04:00,UTC+0100,1
2,1.62,,0.08,2025-02-11 18:04:00,2025-02-11 18:05:00,UTC+0100,1
68,53.14,,2.6399999,2025-02-11 18:05:00,2025-02-11 18:06:00,UTC+0100,1
1,0.75,,0.04,2025-02-11 18:06:00,2025-02-11 18:07:00,UTC+0100,1
35,26.65,,1.3,2025-02-11 18:07:00,2025-02-11 18:08:00,UTC+0100,1
26,19.62,,0.98,2025-02-11 18:08:00,2025-02-11 18:09:00,UTC+0100,1
40,30.98,,1.53,2025-02-11 18:09:00,2025-02-11 18:10:00,UTC+0100,1
107,82.74,,4.22,2025-02-11 18:10:00,2025-02-11 18:11:00,UTC+0100,1
52,39.84,,2.03,2025-02-11 18:11:00,2025-02-11 18:12:00,UTC+0100,1
58,44.06,,2.24,2025-02-11 19:00:00,2025-02-11 19:01:00,UTC+0100,1
99,74.25,,3.93,2025-02-11 19:01:00,2025-02-11 19:02:00,UTC+0100,1
80,61.48,,3.15,2025-02-11 19:02:00,2025-02-11 19:03:00,UTC+0100,1
44,33.33,,1.64,2025-02-11 19:04:00,2025-02-11 19:05:00,UTC+0100,1
57,43.73,,2.21,2025-02-11 19:12:00,2025-02-11 19:13:00,UTC+0100,1
33,27.88,,1.59,2025-02-11 19:13:00,2025-02-11 19:14:00,UTC+0100,1
14,14.0,,0.83,2025-02-11 19:14:00,2025-02-11 19:15:00,UTC+0100,1
53,41.35,,2.08,2025-02-11 19:15:00,2025-02-11 19:16:00,UTC+0100,1
102,80.77,,4.11,2025-02-11 19:16:00,2025-02-11 19:17:00,UTC+0100,1
74,58.04,,2.84,2025-02-11 19:17:00,2025-02-11 19:18:00,UTC+0100,1
60,51.15,,2.28,2025-02-11 19:19:00,2025-02-11 19:20:00,UTC+0100,1
34,26.15,,1.23,2025-02-11 19:20:00,2025-02-11 19:21:00,UTC+0100,1
24,19.35,,0.94,2025-02-11 19:21:00,2025-02-11 19:22:00,UTC+0100,1
76,59.13,,2.91,2025-02-11 19:22:00,2025-02-11 19:23:00,UTC+0100,1
60,47.2,,2.3,2025-02-11 19:23:00,2025-02-11 19:24:00,UTC+0100,1
42,33.69,,1.49,2025-02-11 19:24:00,2025-02-11 19:25:00,UTC+0100,1
93,83.44,,4.2,2025-02-11 19:26:00,2025-02-11 19:27:00,UTC+0100,1
90,71.36,,3.47,2025-02-11 19:27:00,2025-02-11 19:28:00,UTC+0100,1
102,81.42,,3.9,2025-02-11 19:28:00,2025-02-11 19:29:00,UTC+0100,1
40,30.76,,1.5,2025-02-11 19:30:00,2025-02-11 19:31:00,UTC+0100,1
122,94.42,,4.84,2025-02-11 19:31:00,2025-02-11 19:32:00,UTC+0100,1
107,82.11,,4.24,2025-02-11 19:32:00,2025-02-11 19:33:00,UTC+0100,1
114,86.19,,4.56,2025-02-11 19:33:00,2025-02-11 19:34:00,UTC+0100,1
60,46.47,,2.4,2025-02-11 19:34:00,2025-02-11 19:35:00,UTC+0100,1
37,29.83,,1.46,2025-02-11 19:35:00,2025-02-11 19:36:00,UTC+0100,1
101,75.63,,4.04,2025-02-11 19:36:00,2025-02-11 19:37:00,UTC+0100,1
111,83.25,,4.44,2025-02-11 19:37:00,2025-02-11 19:38:00,UTC+0100,1
113,85.26,,4.52,2025-02-11 19:38:00,2025-02-11 19:39:00,UTC+0100,1
113,84.75,,4.52,2025-02-11 19:39:00,2025-02-11 19:40:00,UTC+0100,1
116,88.05,,4.64,2025-02-11 19:40:00,2025-02-11 19:41:00,UTC+0100,1
115,86.94,,4.6,2025-02-11 19:41:00,2025-02-11 19:42:00,UTC+0100,1
112,85.65,,4.48,2025-02-11 19:42:00,2025-02-11 19:43:00,UTC+0100,1
114,86.76,,4.55,2025-02-11 19:43:00,2025-02-11 19:44:00,UTC+0100,1
98,73.65,,3.89,2025-02-11 19:44:00,2025-02-11 19:45:00,UTC+0100,1
88,66.54,,3.51,2025-02-11 19:45:00,2025-02-11 19:46:00,UTC+0100,1
6,8.09,,0.53,2025-02-11 19:55:00,2025-02-11 19:56:00,UTC+0100,1
13,10.459999,,0.49,2025-02-11 20:02:00,2025-02-11 20:03:00,UTC+0100,1
55,43.1,,2.17,2025-02-11 20:03:00,2025-02-11 20:04:00,UTC+0100,1
9,10.97,,0.71,2025-02-11 20:04:00,2025-02-11 20:05:00,UTC+0100,1
22,18.14,,0.81,2025-02-11 20:20:00,2025-02-11 20:21:00,UTC+0100,1
31,23.95,,1.2,2025-02-11 20:34:00,2025-02-11 20:35:00,UTC+0100,1
28,21.820002,,1.0900002,2025-02-11 20:35:00,2025-02-11 20:36:00,UTC+0100,1
64,49.38,,2.61,2025-02-11 20:40:00,2025-02-11 20:41:00,UTC+0100,1
40,30.54,,1.6,2025-02-11 20:41:00,2025-02-11 20:42:00,UTC+0100,1
36,26.94,,1.41,2025-02-11 20:42:00,2025-02-11 20:43:00,UTC+0100,1
111,83.67,,4.44,2025-02-11 20:43:00,2025-02-11 20:44:00,UTC+0100,1
109,81.75,,4.36,2025-02-11 20:44:00,2025-02-11 20:45:00,UTC+0100,1
110,82.5,,4.4,2025-02-11 20:45:00,2025-02-11 20:46:00,UTC+0100,1
101,75.42,,4.04,2025-02-11 20:46:00,2025-02-11 20:47:00,UTC+0100,1
107,80.4,,4.28,2025-02-11 20:47:00,2025-02-11 20:48:00,UTC+0100,1
106,79.59,,4.24,2025-02-11 20:48:00,2025-02-11 20:49:00,UTC+0100,1
106,79.5,,4.24,2025-02-11 20:49:00,2025-02-11 20:50:00,UTC+0100,1
106,79.5,,4.24,2025-02-11 20:50:00,2025-02-11 20:51:00,UTC+0100,1
69,51.92,,2.74,2025-02-11 20:51:00,2025-02-11 20:52:00,UTC+0100,1
23,17.25,,0.92,2025-02-11 20:52:00,2025-02-11 20:53:00,UTC+0100,1
112,85.15,,4.45,2025-02-11 20:54:00,2025-02-11 20:55:00,UTC+0100,1
44,33.0,,1.76,2025-02-11 20:55:00,2025-02-11 20:56:00,UTC+0100,1
95,71.47,,3.77,2025-02-11 20:56:00,2025-02-11 20:57:00,UTC+0100,1
76,58.09,,2.98,2025-02-11 20:57:00,2025-02-11 20:58:00,UTC+0100,1
