,step_count,distance_covered,speed,calories_burned,start_time_interval,end_time_interval,time_offset,test_subject,location
171,28.0,21.17,1.4166666,0.88,2025-02-19 16:02:00,2025-02-19 16:03:00,UTC+0100,2,Eindhoven
172,47.0,35.07617,2.1045704,1.6102295,2025-02-19 16:02:00,2025-02-19 16:03:00,UTC+0100,2,Eindhoven
173,15.0,11.441406,0.6864844,0.53948975,2025-02-19 16:04:00,2025-02-19 16:05:00,UTC+0100,2,Eindhoven
174,11.0,7.98,1.1388888,0.36,2025-02-19 16:04:00,2025-02-19 16:05:00,UTC+0100,2,Eindhoven
175,22.0,16.472656,0.9883594,0.7658081,2025-02-19 16:06:00,2025-02-19 16:07:00,UTC+0100,2,Eindhoven
176,7.0,5.14,1.2777778,0.23,2025-02-19 16:05:00,2025-02-19 16:06:00,UTC+0100,2,Eindhoven
177,38.0,29.03,1.2777778,1.19,2025-02-19 16:06:00,2025-02-19 16:07:00,UTC+0100,2,Eindhoven
178,39.0,30.26,1.3251469,1.2099999,2025-02-19 16:42:00,2025-02-19 16:43:00,UTC+0100,2,Eindhoven
179,6.0,4.44,1.1944444,0.2,2025-02-19 16:43:00,2025-02-19 16:44:00,UTC+0100,2,Eindhoven
180,40.0,30.53711,1.8322265,1.421875,2025-02-19 16:07:00,2025-02-19 16:08:00,UTC+0100,2,Eindhoven
181,13.0,9.832031,0.5899219,0.40753174,2025-02-19 16:53:00,2025-02-19 16:54:00,UTC+0100,2,Eindhoven
182,20.0,14.860001,1.2440696,0.64,2025-02-19 16:55:00,2025-02-19 16:56:00,UTC+0100,2,Eindhoven
183,36.0,27.447266,1.6468359,1.2496338,2025-02-19 16:55:00,2025-02-19 16:56:00,UTC+0100,2,Eindhoven
184,21.0,15.603516,0.93621093,0.73706055,2025-02-19 16:56:00,2025-02-19 16:57:00,UTC+0100,2,Eindhoven
185,34.0,25.66,1.2777778,1.06,2025-02-19 16:56:00,2025-02-19 16:57:00,UTC+0100,2,Eindhoven
186,12.0,8.750001,1.0847027,0.38,2025-02-19 16:57:00,2025-02-19 16:58:00,UTC+0100,2,Eindhoven
187,12.0,9.240234,0.55441403,0.42248535,2025-02-19 17:08:00,2025-02-19 17:09:00,UTC+0100,2,Eindhoven
188,19.0,13.013672,0.7808203,0.708313,2025-02-19 17:09:00,2025-02-19 17:10:00,UTC+0100,2,Eindhoven
189,12.0,8.923828,0.5354297,0.41137695,2025-02-19 17:15:00,2025-02-19 17:16:00,UTC+0100,2,Eindhoven
190,23.0,18.125,1.0875,0.77319336,2025-02-19 17:16:00,2025-02-19 17:17:00,UTC+0100,2,Eindhoven
191,16.0,12.873047,0.7723828,0.56518555,2025-02-19 17:19:00,2025-02-19 17:20:00,UTC+0100,2,Eindhoven
192,18.0,13.753906,0.82523435,0.6567383,2025-02-19 17:24:00,2025-02-19 17:25:00,UTC+0100,2,Eindhoven
193,15.0,11.328125,0.6796875,0.50115967,2025-02-19 17:25:00,2025-02-19 17:26:00,UTC+0100,2,Eindhoven
194,15.0,11.18,1.3055555,0.49,2025-02-19 17:18:00,2025-02-19 17:19:00,UTC+0100,2,Eindhoven
195,7.0,5.27,1.1388888,0.23,2025-02-19 17:24:00,2025-02-19 17:25:00,UTC+0100,2,Eindhoven
196,26.0,19.64,1.3611112,0.84,2025-02-19 17:25:00,2025-02-19 17:26:00,UTC+0100,2,Eindhoven
197,36.0,27.37,1.4166667,1.14,2025-02-19 17:26:00,2025-02-19 17:27:00,UTC+0100,2,Eindhoven
198,12.0,8.955078,0.5373047,0.4154663,2025-02-19 17:26:00,2025-02-19 17:27:00,UTC+0100,2,Eindhoven
199,16.0,12.205078,0.7323047,0.5461426,2025-02-19 17:27:00,2025-02-19 17:28:00,UTC+0100,2,Eindhoven
200,25.0,19.710938,1.1826563,0.8278198,2025-02-19 17:28:00,2025-02-19 17:29:00,UTC+0100,2,Eindhoven
201,44.0,33.59961,2.0159767,1.5985107,2025-02-19 17:29:00,2025-02-19 17:30:00,UTC+0100,2,Eindhoven
202,38.0,28.673828,1.7204297,1.3322754,2025-02-19 17:30:00,2025-02-19 17:31:00,UTC+0100,2,Eindhoven
203,10.0,7.9609375,0.47765625,0.33673096,2025-02-19 17:31:00,2025-02-19 17:32:00,UTC+0100,2,Eindhoven
204,28.0,21.757812,1.3054688,1.0328369,2025-02-19 17:33:00,2025-02-19 17:34:00,UTC+0100,2,Eindhoven
205,24.0,17.34,1.1111112,0.77,2025-02-19 17:27:00,2025-02-19 17:28:00,UTC+0100,2,Eindhoven
206,35.0,26.06,1.2777778,1.11,2025-02-19 17:28:00,2025-02-19 17:29:00,UTC+0100,2,Eindhoven
207,41.0,31.51,1.5,1.27,2025-02-19 17:29:00,2025-02-19 17:30:00,UTC+0100,2,Eindhoven
208,64.0,48.88,1.3611112,2.0,2025-02-19 17:30:00,2025-02-19 17:31:00,UTC+0100,2,Eindhoven
209,14.0,37.810547,2.268633,2.5605469,2025-02-19 17:35:00,2025-02-19 17:36:00,UTC+0100,2,Eindhoven
210,22.0,18.09375,1.085625,0.92510986,2025-02-19 17:43:00,2025-02-19 17:44:00,UTC+0100,2,Eindhoven
211,41.0,32.23047,1.9338281,1.5371704,2025-02-19 17:44:00,2025-02-19 17:45:00,UTC+0100,2,Eindhoven
212,39.0,28.830078,1.7298046,1.3898926,2025-02-19 17:45:00,2025-02-19 17:46:00,UTC+0100,2,Eindhoven
213,18.0,13.35,1.1111112,0.58,2025-02-19 17:44:00,2025-02-19 17:45:00,UTC+0100,2,Eindhoven
214,27.0,20.75,1.3333334,0.85,2025-02-19 17:45:00,2025-02-19 17:46:00,UTC+0100,2,Eindhoven
