,daily_step_count,distance_covered,speed,calories_burned,day_time,test_subject,location
1459,759.0,566.9973,1.0974141,27.581541,2025:01:14,2,Eindhoven
1460,3354.0,2499.536,1.251823,128.64409,2025:01:14,2,Eindhoven
1461,3065.0,2283.22,1.2439159,117.71,2025:01:15,2,Eindhoven
1462,416.0,310.7436,1.2429743,15.593719,2025:01:15,2,Eindhoven
1463,5649.0,4225.726,1.2817712,218.6156,2025:01:15,2,Eindhoven
1464,5528.0,4131.99,1.2835891,213.53,2025:01:16,2,Eindhoven
1465,212.0,162.53978,1.2190485,8.302581,2025:01:16,2,Eindhoven
1466,6383.0,4766.842,1.2805935,242.59637,2025:01:17,2,Eindhoven
1467,5927.0,4422.59,1.2458704,225.79,2025:01:17,2,Eindhoven
1468,604.0,455.47433,1.8218973,22.128538,2025:01:17,2,Eindhoven
1469,16650.0,12514.441,1.3518368,614.7305,2025:01:18,2,Eindhoven
1470,14766.0,11062.99,1.2745005,546.87,2025:01:18,2,Eindhoven
1471,9543.0,7219.7397,1.5470871,345.44928,2025:01:18,2,Eindhoven
1472,2645.0,1972.7185,1.2400434,84.77153,2025:01:18,2,Eindhoven
1473,2565.0,1913.49,1.2554227,81.92,2025:01:19,2,Eindhoven
1474,5589.0,4160.981,1.2803841,191.20796,2025:01:20,2,Eindhoven
1475,3916.0,2879.7,1.1486808,120.31,2025:01:20,2,Eindhoven
1476,80.0,59.228516,0.88842773,2.851532,2025:01:20,2,Eindhoven
1477,4282.0,3222.4917,1.584832,158.6535,2025:01:20,2,Eindhoven
1478,4681.0,3526.5645,1.2435303,159.7684,2025:01:20,2,Eindhoven
1479,3742.0,2792.96,1.2158318,118.549995,2025:01:21,2,Eindhoven
1480,1456.0,1128.8145,1.3024782,59.076416,2025:01:21,2,Eindhoven
1481,4506.0,3367.3474,1.2686809,145.13922,2025:01:22,2,Eindhoven
1482,3926.0,2932.07,1.2553077,122.46,2025:01:22,2,Eindhoven
1483,1305.0,977.958,1.5045508,48.151123,2025:01:22,2,Eindhoven
1484,4578.0,3422.17,1.2626679,141.54,2025:01:23,2,Eindhoven
1485,4578.0,3422.17,1.2626679,141.54,2025:01:23,2,Eindhoven
1486,1564.0,1174.12,1.2827737,48.879997,2025:01:24,2,Eindhoven
1487,1564.0,1174.12,1.2827737,48.879997,2025:01:24,2,Eindhoven
1488,16869.0,12744.111,1.3479913,558.9864,2025:01:25,2,Eindhoven
1489,13174.0,9909.85,1.294504,412.09,2025:01:25,2,Eindhoven
1490,11369.0,8614.496,1.4642203,414.4284,2025:01:25,2,Eindhoven
1491,2998.0,2244.3647,1.2365062,98.291756,2025:01:26,2,Eindhoven
1492,2531.0,1886.09,1.2432027,79.909996,2025:01:26,2,Eindhoven
1493,879.0,665.6504,1.2102734,31.933594,2025:01:26,2,Eindhoven
1494,2705.0,2023.2683,1.3127291,88.64749,2025:01:27,2,Eindhoven
1495,2403.0,1791.37,1.2429751,75.759995,2025:01:27,2,Eindhoven
1496,544.0,410.9297,1.6437188,20.613892,2025:01:27,2,Eindhoven
1497,4409.0,3300.8901,1.2823151,135.52,2025:01:28,2,Eindhoven
1498,4409.0,3300.8901,1.2823151,135.52,2025:01:28,2,Eindhoven
1499,1684.0,1275.7888,1.308058,54.465332,2025:01:29,2,Eindhoven
1500,1490.0,1121.65,1.2950345,46.92,2025:01:29,2,Eindhoven
1501,275.0,214.55664,1.4303776,10.439331,2025:01:29,2,Eindhoven
1502,4718.0,3525.7942,1.2868946,147.53552,2025:01:29,2,Eindhoven
1503,4367.0,3259.24,1.2510033,134.56999,2025:01:30,2,Eindhoven
1504,483.0,364.55664,1.6825691,17.288452,2025:01:30,2,Eindhoven
1505,4531.0,3451.8882,1.325038,167.57684,2025:01:30,2,Eindhoven
1506,4140.0,3153.77,1.3414887,152.94,2025:01:31,2,Eindhoven
1507,577.0,437.81055,1.1421144,21.20935,2025:01:31,2,Eindhoven
1508,18063.0,13665.332,1.3725476,668.9783,2025:02:01,2,Eindhoven
1509,15715.0,11832.69,1.307102,577.75995,2025:02:01,2,Eindhoven
1510,10567.0,8017.1094,1.4985251,388.74817,2025:02:01,2,Eindhoven
1511,4074.0,3069.1396,1.2868145,149.92596,2025:02:02,2,Eindhoven
1512,2625.0,1951.01,1.2263991,97.31,2025:02:02,2,Eindhoven
1513,2403.0,1823.252,1.2870014,88.444214,2025:02:02,2,Eindhoven
1514,1515.0,1138.24,1.2958947,55.56,2025:02:03,2,Eindhoven
1515,1515.0,1138.24,1.2958947,55.56,2025:02:03,2,Eindhoven
1516,5004.0,3756.41,1.2946182,182.4,2025:02:04,2,Eindhoven
1517,5004.0,3756.41,1.2946182,182.4,2025:02:04,2,Eindhoven
1518,5361.0,4028.79,1.301248,198.87,2025:02:05,2,Eindhoven
1519,5361.0,4028.79,1.301248,198.87,2025:02:05,2,Eindhoven
1520,4636.0,3499.82,1.3317391,165.67,2025:02:06,2,Eindhoven
1521,4636.0,3499.82,1.3317391,165.67,2025:02:06,2,Eindhoven
1522,925.0,697.81,1.2661737,34.86,2025:02:06,2,Eindhoven
1523,925.0,697.81,1.2661737,34.86,2025:02:07,2,Eindhoven
1524,13813.0,10364.82,1.2899339,511.49,2025:02:08,2,Eindhoven
1525,13813.0,10364.82,1.2899339,511.49,2025:02:08,2,Eindhoven
1526,1371.0,1028.6901,1.2796993,49.829998,2025:02:09,2,Eindhoven
1527,1371.0,1028.6901,1.2796993,49.829998,2025:02:09,2,Eindhoven
1528,1054.0,801.44,1.3469536,38.47,2025:02:10,2,Eindhoven
1529,1054.0,801.44,1.3469536,38.47,2025:02:10,2,Eindhoven
1530,5921.0,4441.96,1.2851166,229.83998,2025:02:11,2,Eindhoven
1531,5921.0,4441.96,1.2851166,229.83998,2025:02:11,2,Eindhoven
1532,8836.0,6638.48,1.30308,346.46997,2025:02:12,2,Eindhoven
1533,8836.0,6638.48,1.30308,346.46997,2025:02:12,2,Eindhoven
1534,3959.0,2989.05,1.3317418,151.86,2025:02:13,2,Eindhoven
1535,3959.0,2989.05,1.3317418,151.86,2025:02:13,2,Eindhoven
1536,6240.0,4734.4297,1.362138,229.40997,2025:02:14,2,Eindhoven
1537,6240.0,4734.4297,1.362138,229.40997,2025:02:14,2,Eindhoven
1538,16363.0,12306.969,1.3111383,600.5818,2025:02:15,2,Eindhoven
1539,15885.0,11936.12,1.2980869,582.61,2025:02:15,2,Eindhoven
1540,809.0,619.259,1.6154581,29.121813,2025:02:15,2,Eindhoven
1541,6251.0,4706.025,1.5098412,231.37349,2025:02:16,2,Eindhoven
1542,5009.0,3768.67,1.3157681,151.1,2025:02:16,2,Eindhoven
1543,6100.0,4559.6646,2.3789554,281.42154,2025:02:16,2,Eindhoven
1544,5317.0,4051.8555,1.4862342,189.90718,2025:02:17,2,Eindhoven
1545,3143.0,2378.49,1.3281069,98.45,2025:02:17,2,Eindhoven
1546,4870.0,3726.8735,1.7200955,185.09363,2025:02:17,2,Eindhoven
1547,7030.0,5303.154,1.464194,217.77739,2025:02:18,2,Eindhoven
1548,5155.0,3883.92,1.3193038,156.17,2025:02:18,2,Eindhoven
1549,6744.0,5071.6904,2.028676,197.77322,2025:02:18,2,Eindhoven
1550,6493.0,4962.1167,1.5159832,220.12468,2025:02:19,2,Eindhoven
1551,4613.0,3514.51,1.3928465,141.59999,2025:02:19,2,Eindhoven
1552,5997.0,4587.245,1.834898,210.46051,2025:02:19,2,Eindhoven
1553,19564.0,17117.271,1.9306805,807.7634,2025:02:20,2,Eindhoven
1554,16594.0,14838.38,1.8075951,711.0299,2025:02:20,2,Eindhoven
1555,10951.0,8281.428,2.1325567,341.66327,2025:02:20,2,Eindhoven
1556,9186.0,7177.9956,1.3778294,341.00204,2025:02:21,2,Eindhoven
1557,5586.0,4431.45,1.4750959,216.40997,2025:02:21,2,Eindhoven
1558,6650.0,5051.701,1.3531343,236.60608,2025:02:21,2,Eindhoven
1559,18480.0,13931.857,1.381572,667.3996,2025:02:21,2,Eindhoven
1560,16805.0,12651.39,1.3112504,618.83,2025:02:22,2,Eindhoven
1561,11097.0,8380.16,1.4920166,349.97742,2025:02:22,2,Eindhoven
1562,15918.0,11932.087,1.5449661,553.0725,2025:02:23,2,Eindhoven
1563,11528.0,8465.03,1.1351801,443.97998,2025:02:23,2,Eindhoven
1564,14408.0,10843.324,2.0142398,419.0913,2025:02:23,2,Eindhoven
1565,4248.0,3187.31,1.2895006,159.74,2025:02:23,2,Eindhoven
1566,4248.0,3187.31,1.2895006,159.74,2025:02:24,2,Eindhoven
1567,5125.0,3809.71,1.228455,194.68,2025:02:25,2,Eindhoven
1568,5125.0,3809.71,1.228455,194.68,2025:02:25,2,Eindhoven
1569,3986.0,2956.39,1.2181026,150.98,2025:02:25,2,Eindhoven
1570,3986.0,2956.39,1.2181026,150.98,2025:02:26,2,Eindhoven
1571,9859.0,7443.71,1.333925,372.59998,2025:02:26,2,Eindhoven
1572,9859.0,7443.71,1.333925,372.59998,2025:02:27,2,Eindhoven
1573,5206.0,3907.8,1.3030989,191.31999,2025:02:27,2,Eindhoven
1574,5206.0,3907.8,1.3030989,191.31999,2025:02:28,2,Eindhoven
1575,16457.0,12370.71,1.2970654,609.42,2025:03:01,2,Eindhoven
1576,16457.0,12370.71,1.2970654,609.42,2025:03:01,2,Eindhoven
1577,2432.0,1810.98,1.2436247,89.58,2025:03:02,2,Eindhoven
1578,2432.0,1810.98,1.2436247,89.58,2025:03:02,2,Eindhoven
1579,8521.0,6344.8267,1.4700158,255.89157,2025:03:03,2,Eindhoven
1580,6929.0,5138.06,1.2319188,213.20999,2025:03:03,2,Eindhoven
1581,7184.0,5299.6763,2.3908315,183.25583,2025:03:03,2,Eindhoven
1582,16563.0,12354.404,1.4778187,508.02615,2025:03:04,2,Torremolinos
1583,14847.0,11051.5,1.2496921,473.09998,2025:03:04,2,Torremolinos
1584,13418.0,9991.82,2.5730011,344.22568,2025:03:04,2,Torremolinos
1585,13931.0,10424.403,1.6363547,467.72806,2025:03:05,2,Torremolinos
1586,13082.0,9779.689,1.2725395,511.67996,2025:03:05,2,Torremolinos
1587,12332.0,9191.38,3.2826357,262.85852,2025:03:05,2,Torremolinos
1588,20245.0,15141.037,1.5751454,642.2501,2025:03:06,2,Torremolinos
1589,18938.0,14127.86,1.2572547,739.89996,2025:03:06,2,Torremolinos
1590,17554.0,13045.148,3.2477548,279.06165,2025:03:06,2,Torremolinos
1591,18883.0,14125.024,1.4898272,671.1233,2025:03:07,2,Torremolinos
1592,16260.0,12134.54,1.2722003,639.74,2025:03:07,2,Torremolinos
1593,17388.0,12962.191,2.5667706,454.28284,2025:03:07,2,Torremolinos
1594,15653.0,11778.652,1.3049886,576.5883,2025:03:07,2,Torremolinos
1595,15630.0,11761.75,1.3079463,575.77997,2025:03:08,2,Eindhoven
1596,23.0,16.902344,0.5070703,0.8083496,2025:03:08,2,Eindhoven
1597,7154.0,6278.43,1.8729073,316.53992,2025:03:09,2,Eindhoven
1598,7154.0,6278.43,1.8729073,316.53992,2025:03:09,2,Eindhoven
1599,4036.0,3026.24,1.287461,153.90999,2025:03:09,2,Eindhoven
1600,4036.0,3026.24,1.287461,153.90999,2025:03:10,2,Eindhoven
1601,5331.0,4021.82,1.3394558,207.84,2025:03:11,2,Eindhoven
1602,5331.0,4021.82,1.3394558,207.84,2025:03:11,2,Eindhoven
1603,5044.0,3814.3499,1.3523917,196.22998,2025:03:12,2,Eindhoven
1604,5044.0,3814.3499,1.3523917,196.22998,2025:03:12,2,Eindhoven
1605,4932.0,3774.13,1.4203936,176.98999,2025:03:13,2,Eindhoven
1606,4932.0,3774.13,1.4203936,176.98999,2025:03:13,2,Eindhoven
1607,2390.0,1796.16,1.295389,85.06,2025:03:13,2,Eindhoven
1608,2390.0,1796.16,1.295389,85.06,2025:03:14,2,Eindhoven
1609,15211.0,11385.8,1.2683345,474.13998,2025:03:15,2,Eindhoven
1610,15211.0,11385.8,1.2683345,474.13998,2025:03:15,2,Eindhoven
1611,7367.0,5541.63,1.3100566,225.97,2025:03:16,2,Eindhoven
1612,7367.0,5541.63,1.3100566,225.97,2025:03:16,2,Eindhoven
1613,1261.0,961.81,1.370657,40.47,2025:03:17,2,Eindhoven
1614,1636.0,1221.77,1.2620909,51.82,2025:03:17,2,Eindhoven
1615,1636.0,1221.77,1.2620909,51.82,2025:03:17,2,Eindhoven
1616,1261.0,961.81,1.370657,40.47,2025:03:17,2,Eindhoven
1617,2263.0,1704.39,1.3048688,70.79,2025:03:19,2,Eindhoven
1618,2263.0,1704.39,1.3048688,70.79,2025:03:19,2,Eindhoven
1619,9398.0,8604.68,2.0534766,417.41992,2025:03:20,2,Eindhoven
1620,9398.0,8604.68,2.0534766,417.41992,2025:03:20,2,Eindhoven
1621,1615.0,1212.58,1.2838215,58.219997,2025:03:21,2,Eindhoven
1622,1615.0,1212.58,1.2838215,58.219997,2025:03:21,2,Eindhoven
1623,16956.0,12701.241,1.2897638,622.91656,2025:03:22,2,Eindhoven
1624,14784.0,11038.48,1.2550015,559.33,2025:03:22,2,Eindhoven
1625,10.0,7.8304,0.46982402,0.3075183,2025:03:22,2,Eindhoven
1626,10407.0,7817.316,1.375481,328.12088,2025:03:22,2,Eindhoven
1627,573.0,429.43,1.2613628,21.15,2025:03:23,2,Eindhoven
1628,7430.0,5944.0,0.4978224455611391,297.2,2025-02-12,3,Eindhoven
1629,4574.0,3659.2,0.5646913580246914,182.96,2025-02-13,3,Eindhoven
1630,3811.0,3048.8,0.3480365296803653,152.44,2025-02-14,3,Eindhoven
1631,9712.0,7769.6,0.5350964187327824,388.48,2025-02-15,3,Eindhoven
1632,2598.0,2078.4,0.2793548387096774,103.92,2025-02-16,3,Eindhoven
1633,13218.0,10574.4,0.8555339805825243,528.72,2025-02-20,3,Eindhoven
1634,10264.0,8211.2,0.5678561549100969,410.56,2025-02-21,3,Eindhoven
1635,4927.0,3941.6,0.2388848484848485,197.08,2025-02-22,3,Eindhoven
1636,5862.0,4689.6,0.2505128205128205,234.48,2025-02-23,3,Eindhoven
1637,6629.0,5303.200000000001,0.2753478712357217,265.16,2025-02-24,3,Eindhoven
1638,11510.0,9208.0,0.3689102564102564,460.4,2025-02-25,3,Eindhoven
1639,6352.0,5081.6,0.2823111111111111,254.08,2025-02-26,3,Eindhoven
1640,10781.0,8624.800000000001,0.4166570048309179,431.24,2025-02-27,3,Eindhoven
1641,8657.0,6925.6,0.3508409321175278,346.28000000000003,2025-02-28,3,Eindhoven
1642,2711.0,2168.8,0.523864734299517,108.44,2025-03-01,3,Eindhoven
1643,559.0,447.2000000000001,0.4658333333333334,22.36,2025-03-02,3,Eindhoven
1644,2837.0,2269.6,1.5130666666666668,113.48,2025-03-03,3,Eindhoven
1645,1123.0,898.4000000000001,0.9358333333333332,44.92,2025-03-04,3,Eindhoven
1646,2924.0,2339.2000000000003,1.2995555555555558,116.96,2025-03-05,3,Eindhoven
1647,1520.0,1216.0,0.8444444444444446,60.8,2025-03-06,3,Eindhoven
1648,5018.0,4014.4,2.4780246913580246,200.72,2025-03-07,3,Eindhoven
1649,794.0,635.2,0.6616666666666667,31.76,2025-03-08,3,Eindhoven
1650,1271.0,1016.8,1.0591666666666668,50.84,2025-03-09,3,Eindhoven
1651,3456.0,2764.8,2.304,138.24,2025-03-10,3,Eindhoven
1652,2496.0,1996.8,1.664,99.84,2025-03-11,3,Eindhoven
1653,1553.0,1242.4,0.986031746031746,62.12,2025-03-12,3,Eindhoven
1654,1907.0,1525.6,1.0594444444444446,76.28,2025-03-13,3,Eindhoven
1655,3739.0,2991.2000000000003,1.7804761904761903,149.56,2025-03-14,3,Eindhoven
1656,2241.0,1792.8000000000002,1.3581818181818184,89.64,2025-03-15,3,Eindhoven
1657,2458.0,1966.4,1.3109333333333333,98.32,2025-03-16,3,Eindhoven
1658,5001.0,4000.8,2.2993103448275862,200.04,2025-03-17,3,Eindhoven
1659,1261.0,1008.8,1.0508333333333333,50.44,2025-03-18,3,Eindhoven
1660,2971.0,2376.8,1.6505555555555558,118.84,2025-03-19,3,Eindhoven
1661,10906.0,6578.0,,,2025-02-12,4,Eindhoven
1662,6593.0,3971.0,,,2025-02-13,4,Eindhoven
1663,19735.0,11950.0,,,2025-02-14,4,Eindhoven
1664,12347.0,7453.0,,,2025-02-15,4,Eindhoven
1665,2382.0,1405.0,,,2025-02-16,4,Eindhoven
1666,12966.0,7847.0,,,2025-02-17,4,Eindhoven
1667,812.0,469.0,,,2025-02-18,4,Eindhoven
1668,21999.0,13339.0,,,2025-02-19,4,Eindhoven
1669,15610.0,9610.0,,,2025-02-20,4,Eindhoven
1670,4435.0,2746.0,,,2025-02-21,4,Eindhoven
1671,2419.0,1498.0,,,2025-02-23,4,Eindhoven
1672,7620.0,4633.0,,,2025-02-24,4,Eindhoven
1673,7544.0,3662.0,,,2025-02-25,4,Eindhoven
1674,2223.0,1310.0,,,2025-02-26,4,Eindhoven
1675,18096.0,10948.0,,,2025-02-27,4,Eindhoven
1676,11170.0,6747.0,,,2025-02-28,4,Eindhoven
1677,457.0,268.0,,,2025-03-01,4,Eindhoven
1678,264.0,153.0,,,2025-03-02,4,Eindhoven
1679,6829.0,4134.0,,,2025-03-03,4,Eindhoven
1680,196.0,115.0,,,2025-03-04,4,Eindhoven
1681,2372.0,1420.0,,,2025-03-05,4,Eindhoven
1682,4211.0,2546.0,,,2025-03-06,4,Eindhoven
1683,5035.0,3034.0,,,2025-03-07,4,Eindhoven
1684,5704.0,3455.0,,,2025-03-08,4,Eindhoven
1685,478.0,278.0,,,2025-03-09,4,Eindhoven
1686,4312.0,2615.0,,,2025-03-10,4,Eindhoven
1687,5979.0,3627.0,,,2025-03-11,4,Eindhoven
1688,2911.0,1752.0,,,2025-03-12,4,Eindhoven
1689,96.0,56.0,,,2025-03-13,4,Eindhoven
1690,72.0,42.0,,,2025-03-14,4,Eindhoven
1691,4224.0,2553.0,,,2025-03-15,4,Eindhoven
1692,4728.0,2856.0,,,2025-03-16,4,Eindhoven
1693,14205.0,8614.0,,,2025-03-17,4,Eindhoven
1694,522.0,305.0,,,2025-03-18,4,Eindhoven
1695,5499.0,3336.0,,,2025-03-19,4,Eindhoven
1696,1965.0,1514.0,,,2025-02-19,5,Eindhoven
1697,562.0,418.0,,,2025-02-20,5,Eindhoven
1698,4819.0,3814.0,,,2025-02-21,5,Eindhoven
1699,2830.0,2158.0,,,2025-02-23,5,Eindhoven
1700,1654.0,1341.0,,,2025-02-25,5,Eindhoven
