,step_count,distance_covered,speed,calories_burned,start_time_interval,end_time_interval,time_offset,test_subject,location
4537,56.0,42.19,1.3055556,2.07,2025:02:22 10:18:00,2025:02:22 10:19:00,UTC+0100,2,Eindhoven
4519,83.0,62.652344,3.7591407,2.8881836,2025:02:22 10:19:00,2025:02:22 10:20:00,UTC+0100,2,Eindhoven
4538,88.0,66.51,1.3333334,3.44,2025:02:22 10:19:00,2025:02:22 10:20:00,UTC+0100,2,Eindhoven
4520,30.0,23.054688,1.3832812,1.0427246,2025:02:22 10:20:00,2025:02:22 10:21:00,UTC+0100,2,Eindhoven
4539,30.0,22.44,1.3055556,1.16,2025:02:22 10:20:00,2025:02:22 10:21:00,UTC+0100,2,Eindhoven
4521,70.0,50.375,3.0225,2.503418,2025:02:22 10:21:00,2025:02:22 10:22:00,UTC+0100,2,Eindhoven
4540,68.0,51.76,1.3888888,2.52,2025:02:22 10:21:00,2025:02:22 10:22:00,UTC+0100,2,Eindhoven
4522,29.0,22.390625,1.3434376,1.019165,2025:02:22 10:22:00,2025:02:22 10:23:00,UTC+0100,2,Eindhoven
4541,32.0,24.22,1.3333334,1.15,2025:02:22 10:22:00,2025:02:22 10:23:00,UTC+0100,2,Eindhoven
4523,21.0,15.453125,0.9271875,0.73950195,2025:02:22 10:23:00,2025:02:22 10:24:00,UTC+0100,2,Eindhoven
4542,36.0,26.84,1.2777778,1.39,2025:02:22 10:23:00,2025:02:22 10:24:00,UTC+0100,2,Eindhoven
4524,58.0,45.476562,2.7285938,2.126831,2025:02:22 10:24:00,2025:02:22 10:25:00,UTC+0100,2,Eindhoven
4543,81.0,60.7,1.3055556,3.15,2025:02:22 10:24:00,2025:02:22 10:25:00,UTC+0100,2,Eindhoven
4525,11.0,7.9257812,0.47554687,0.3782959,2025:02:22 10:25:00,2025:02:22 10:26:00,UTC+0100,2,Eindhoven
4544,20.0,14.8,1.2222222,0.72,2025:02:22 10:25:00,2025:02:22 10:26:00,UTC+0100,2,Eindhoven
4526,43.0,31.910156,1.9146094,1.5189209,2025:02:22 10:26:00,2025:02:22 10:27:00,UTC+0100,2,Eindhoven
4545,71.0,53.01,1.2777778,2.71,2025:02:22 10:26:00,2025:02:22 10:27:00,UTC+0100,2,Eindhoven
4527,23.0,16.96875,1.018125,0.81347656,2025:02:22 10:27:00,2025:02:22 10:28:00,UTC+0100,2,Eindhoven
4546,26.0,19.09,1.2777778,0.99,2025:02:22 10:27:00,2025:02:22 10:28:00,UTC+0100,2,Eindhoven
4528,93.0,70.36328,4.221797,3.239624,2025:02:22 10:28:00,2025:02:22 10:29:00,UTC+0100,2,Eindhoven
4547,109.0,82.18,1.3696666,4.27,2025:02:22 10:28:00,2025:02:22 10:29:00,UTC+0100,2,Eindhoven
4529,83.0,64.171875,3.8503125,2.9855957,2025:02:22 10:29:00,2025:02:22 10:30:00,UTC+0100,2,Eindhoven
4548,68.0,51.39,1.3611112,2.52,2025:02:22 10:29:00,2025:02:22 10:30:00,UTC+0100,2,Eindhoven
4530,93.0,71.14453,4.268672,3.2232666,2025:02:22 10:30:00,2025:02:22 10:31:00,UTC+0100,2,Eindhoven
4549,76.0,57.82,1.3611112,2.96,2025:02:22 10:30:00,2025:02:22 10:31:00,UTC+0100,2,Eindhoven
4531,72.0,54.11328,3.2467968,2.4978027,2025:02:22 10:31:00,2025:02:22 10:32:00,UTC+0100,2,Eindhoven
4550,84.0,64.09,1.3611112,3.15,2025:02:22 10:31:00,2025:02:22 10:32:00,UTC+0100,2,Eindhoven
4532,71.0,54.410156,3.2646093,2.55188,2025:02:22 10:32:00,2025:02:22 10:33:00,UTC+0100,2,Eindhoven
4551,57.0,43.0,1.3333334,2.23,2025:02:22 10:32:00,2025:02:22 10:33:00,UTC+0100,2,Eindhoven
4533,33.0,24.660156,1.4796094,1.1303711,2025:02:22 10:33:00,2025:02:22 10:34:00,UTC+0100,2,Eindhoven
4552,24.0,17.34,1.0555556,0.94,2025:02:22 10:33:00,2025:02:22 10:34:00,UTC+0100,2,Eindhoven
4553,66.0,49.22,1.2777778,2.4,2025:02:22 10:34:00,2025:02:22 10:35:00,UTC+0100,2,Eindhoven
4554,65.0,51.296875,3.0778124,2.6086426,2025:02:22 10:34:00,2025:02:22 10:35:00,UTC+0100,2,Eindhoven
4555,11.0,8.1953125,0.49171874,0.39660645,2025:02:22 10:35:00,2025:02:22 10:36:00,UTC+0100,2,Eindhoven
4556,8.0,5.9,1.1666666,0.32,2025:02:22 10:35:00,2025:02:22 10:36:00,UTC+0100,2,Eindhoven
4557,33.0,32.32422,1.9394531,1.7182617,2025:02:22 10:48:00,2025:02:22 10:49:00,UTC+0100,2,Eindhoven
4562,46.0,34.11,1.2222222,1.73,2025:02:22 10:48:00,2025:02:22 10:49:00,UTC+0100,2,Eindhoven
4563,44.0,33.46,1.3888888,1.52,2025:02:22 10:49:00,2025:02:22 10:50:00,UTC+0100,2,Eindhoven
4558,11.0,7.8789062,0.47273436,0.38720703,2025:02:22 10:50:00,2025:02:22 10:51:00,UTC+0100,2,Eindhoven
4564,24.0,17.31,1.1388888,0.91,2025:02:22 10:50:00,2025:02:22 10:51:00,UTC+0100,2,Eindhoven
4559,77.0,61.9375,3.71625,2.809204,2025:02:22 10:51:00,2025:02:22 10:52:00,UTC+0100,2,Eindhoven
4565,84.0,64.22,1.3888888,2.9,2025:02:22 10:51:00,2025:02:22 10:52:00,UTC+0100,2,Eindhoven
